	SRX22253792	SRX22253793	SRX22253794	SRX22253795	SRX22253796	SRX22253797	SRX22253798	SRX22253799	SRX22253800	SRX22253801	SRX22253802	SRX22253803	SRX22253804	SRX22253805	SRX22253806	SRX22253807	SRX22253808	SRX22253809	SRX22253810	SRX22253811	SRX22253812
FHIP1B	315	342	484	471	724	329	347	494	511	457	316	975	853	950	667	541	802	235	252	321	342
CNGA4	9	8	26	20	55	1	1	1	3	0	1	5	0	0	9	4	8	1	5	5	14
CCKBR	28	26	2267	1977	2539	845	629	928	33	9	10	141	99	39	49	78	133	43	42	111	29
CAVIN3	7	4	38	29	35	10	8	14	65	44	45	85	52	48	80	100	60	25	29	39	20
LOC101927825	16	13	15	12	11	8	2	9	162	143	139	29	75	33	45	10	91	44	36	56	24
LOC124902623	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0
LOC124902624	1	3	2	6	3	2	1	1	9	15	10	9	9	6	20	2	11	2	5	0	1
SMPD1	32	61	160	202	288	379	290	526	1212	878	812	1620	1803	1546	1871	1182	1360	31	67	56	56
APBB1	451	479	858	1093	1478	1348	1432	2071	2195	2098	1704	2689	2298	2270	2999	1576	2790	517	576	582	594
HPX	3	4	15	13	30	179	102	243	63	417	19	596	1727	369	51	227	1120	9	1	3	9
TRIM3	112	143	169	171	260	161	165	220	293	183	178	544	376	424	481	425	362	156	240	210	123
ARFIP2	449	494	814	899	1019	709	762	820	944	914	583	1563	1689	1611	1724	1184	1277	805	724	900	495
TIMM10B	758	692	709	653	823	578	634	830	1131	866	650	995	1055	1041	1240	645	962	767	1036	847	784
DNHD1	366	285	219	242	373	488	456	755	202	176	191	250	153	167	171	180	187	180	247	168	359
RRP8	353	320	311	278	350	297	294	472	683	534	410	710	617	668	662	444	613	258	328	323	424
ILK	51	76	114	128	151	137	130	180	316	317	201	307	265	303	339	191	247	98	110	98	67
TAF10	576	470	674	698	835	658	679	859	739	702	517	1404	1101	1079	1120	743	1034	528	593	592	702
TPP1	1103	943	2298	2351	3064	2153	2581	3262	1930	1554	1260	2591	2673	2799	3673	2100	2714	877	1052	929	1606
DCHS1	428	450	1324	1489	1996	1343	1259	1661	2184	1797	2080	4353	2274	2270	6019	3483	2325	635	703	762	473
MRPL17	630	645	642	710	718	504	500	590	865	738	541	1484	1125	1202	1375	846	1170	601	656	808	744
LOC124902625	1	0	1	1	3	2	4	7	2	0	1	0	0	0	1	0	0	0	6	5	2
GVINP1	26	36	18	16	40	9	56	47	72	45	12	11	6	2	6	2	4	21	53	39	66
OR2AG2	16	14	2	8	7	1	7	4	0	0	3	1	4	2	2	4	0	4	7	2	18
OR2AG1	2	0	1	0	1	0	2	1	0	0	0	1	0	0	0	0	1	2	7	5	0
OR6A2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	3	7
OR10A5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1
OR10A2	5	3	2	0	1	0	3	0	1	0	0	0	1	0	0	0	0	3	7	6	2
OR10A4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OR2D2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
LOC107984019	6	8	0	4	4	0	2	1	0	0	0	0	0	0	0	0	2	5	5	3	6
OR2D3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	4
ZNF215	225	181	200	218	217	52	72	116	18	12	9	59	28	35	33	40	31	308	397	427	268
LOC102724711	9	9	4	7	13	0	3	9	1	1	1	0	0	0	1	0	2	25	23	21	4
ZNF214	140	90	272	224	295	119	138	260	79	78	91	119	77	136	94	81	133	110	130	112	143
NLRP14	13	7	7	13	10	8	12	9	3	4	10	12	4	2	5	3	4	9	14	5	20
RBMXL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR302E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT9	227	114	74	80	84	65	156	163	883	378	748	579	125	233	248	120	331	146	211	184	362
SYT9-AS1	1	0	0	0	5	1	1	0	1	4	4	2	6	1	1	2	2	1	0	0	0
OLFML1	2	2	80	174	116	202	106	183	3	9	13	477	9	12	3338	66	11	6	12	0	2
LOC124902806	7	8	14	16	19	13	6	12	10	16	11	20	33	21	30	16	28	7	6	8	1
PPFIBP2	132	101	2025	2650	2586	2858	2715	3514	257	141	213	948	516	458	820	575	530	256	421	315	102
LOC105376535	0	0	0	1	0	2	3	3	5	5	5	4	6	7	2	11	12	0	6	0	0
CYB5R2	586	631	444	487	606	399	398	598	114	96	62	551	143	202	355	415	275	834	983	1010	737
LOC105376533	5	8	8	6	10	6	7	10	0	2	5	4	8	3	4	5	1	4	6	6	2
OVCH2	25	79	117	114	141	55	79	116	19	38	34	50	78	54	10	33	41	36	47	36	22
LOC124902626	0	0	2	8	5	6	1	7	1	5	6	3	1	0	2	0	4	9	2	0	2
OR5P2	0	0	0	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
OR5P3	0	0	5	0	0	0	0	2	2	0	0	0	3	0	0	0	0	0	0	0	1
OR5E1P	6	2	0	4	2	1	0	2	1	4	0	2	1	0	0	0	2	2	0	0	1
LOC283299	43	101	59	95	90	30	31	50	10	28	4	24	51	33	4	23	15	64	76	61	26
LOC107984307	37	57	26	41	49	5	3	9	4	10	0	7	9	8	0	5	8	33	64	57	11
OR10A6	13	15	6	14	3	6	2	3	7	6	2	0	3	0	0	3	2	18	22	14	9
OR10A3	9	17	12	12	9	1	4	6	3	3	0	0	6	0	0	0	1	31	26	36	5
NLRP10	37	33	17	10	8	0	2	2	23	64	7	8	14	13	0	8	39	116	185	128	28
EIF3F	4939	5232	5918	6219	7287	6012	6030	7619	4558	4215	3005	8446	5822	5836	7578	4991	6655	5148	5967	5737	5935
CASC23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUB	550	660	1060	1166	1501	1673	1826	2838	530	374	631	1616	599	521	1498	885	830	824	904	1092	667
LOC124902627	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TUB-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIC3	290	183	270	225	301	161	127	234	352	193	342	117	244	136	196	58	133	274	412	294	437
RIC3-DT	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
LMO1	3	2	9	0	2	18	35	28	2	2	1	19	44	15	4	3	6	4	0	0	2
LOC105376536	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK33	258	202	314	276	317	127	116	220	485	350	420	297	317	246	294	152	345	251	264	306	357
LOC124900315	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRIM66	463	400	300	321	408	265	310	421	280	288	241	328	478	438	292	283	381	239	369	263	649
RPL27A	9433	9808	11535	12190	13601	10013	10566	13073	7707	7535	4151	13399	9912	9439	11579	7635	9614	9785	10884	10516	12038
SNORA3A	17	14	7	9	13	9	10	11	3	2	9	16	6	4	7	6	4	11	13	10	17
SNORA3B	4	4	6	6	8	6	3	2	5	2	2	15	3	5	2	2	5	14	6	8	15
DENND2B	399	509	849	1145	1371	778	914	1104	1085	799	598	1890	1685	1878	1410	3083	1526	681	700	761	522
LOC107984308	0	1	0	5	0	1	1	3	1	1	1	2	0	7	1	7	5	2	5	0	0
DENND2B-AS1	2	0	1	0	0	1	1	3	0	0	1	1	2	2	0	2	1	0	2	0	2
AKIP1	248	208	279	317	366	234	252	373	554	343	377	552	519	496	431	486	399	149	224	151	338
C11orf16	2	2	2	2	6	1	0	0	1	0	2	5	0	9	1	4	0	8	2	5	7
ASCL3	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
TMEM9B	162	226	216	248	275	230	252	391	855	602	470	808	948	945	783	534	682	230	249	288	217
TMEM9B-AS1	24	14	25	17	39	47	42	62	28	28	33	54	25	35	26	20	45	5	19	17	32
NRIP3	326	234	126	138	166	88	131	134	186	124	60	182	372	212	100	495	83	374	375	327	462
NRIP3-DT	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	3	1
SCUBE2	19	22	25	23	43	11	10	22	12	9	15	11	29	11	9	8	35	7	10	17	31
MIR5691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KRT8P41	1	3	3	0	5	1	1	2	1	2	3	1	4	1	4	4	9	0	0	2	0
LOC105376542	3	0	2	1	0	0	0	3	0	2	5	1	2	1	1	4	2	0	2	0	0
DENND5A	3403	3366	3607	4474	5270	3225	3578	5005	8271	7138	4978	7881	5624	5690	6239	4302	6806	2119	2350	2414	3710
TRL-CAA5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMEM41B	749	762	1071	1107	1275	980	1007	1538	1209	811	652	1079	1074	1100	989	774	1017	672	812	874	742
IPO7	10329	10716	9737	8271	8950	5680	5949	9045	8257	6594	4595	5872	6135	6246	5944	4812	7065	10249	11854	12645	11542
SNORA23	1	2	0	0	2	1	1	0	1	0	1	4	4	0	0	0	0	1	2	3	5
LOC644656	17	18	26	26	54	12	30	24	13	8	20	43	25	16	13	12	9	14	12	28	24
ZNF143	735	1314	757	740	899	472	517	729	655	569	441	610	709	667	671	420	600	656	689	961	451
WEE1	1653	1809	3008	4020	3245	2344	2284	3302	4957	4323	2012	3823	3380	3618	2163	2082	3756	1990	2215	2702	1781
LOC124902827	4	3	8	2	9	2	5	9	7	10	11	12	5	3	1	7	7	6	2	5	7
LOC124902628	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	1
SWAP70	2094	1792	2424	2440	2696	1617	1834	2455	1209	999	635	970	1317	1148	1068	779	1120	1717	2002	2027	2242
LINC02709	11	12	11	15	8	3	4	2	58	27	30	27	16	24	19	14	20	6	9	5	14
SBF2-AS1	33	35	93	143	99	148	224	254	65	33	50	54	25	45	32	36	100	11	29	13	53
SBF2	1355	1156	1516	1601	1717	1294	1094	1815	1603	1608	1320	1851	1674	1890	1910	1603	2103	1478	1851	1956	1667
LOC105369149	0	1	2	9	4	9	6	14	0	0	2	0	2	1	0	0	3	0	4	0	5
LOC124902802	2	1	1	0	3	0	0	0	7	4	6	2	4	0	0	0	4	0	3	4	0
LOC101928008	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
ADM	382	89	1656	3225	2228	3328	2623	3697	585	339	367	735	893	455	465	500	555	1751	1522	1351	992
CAND1.11	4	1	3	3	5	1	3	8	0	8	1	18	3	1	0	1	22	8	8	2	15
AMPD3	61	32	90	100	107	59	60	83	215	117	205	230	203	202	121	136	213	87	105	94	84
MIR4485	6	3	5	2	2	0	0	1	3	3	6	5	4	3	7	2	8	1	6	5	4
RNF141	782	754	1411	1235	1477	1189	1124	1554	1152	1013	746	1181	1415	1308	907	835	1433	858	959	1047	1081
IRAG1-AS1	0	1	0	0	0	0	0	0	2	0	1	2	1	0	0	0	2	0	1	0	0
LYVE1	0	0	0	1	0	0	0	1	7	3	3	88	1	4	0	4	0	1	0	0	0
IRAG1	160	131	184	191	276	139	118	189	42	78	36	318	215	116	144	280	192	87	145	104	198
CTR9	2203	2467	2408	2813	3060	1474	1461	2144	2780	2014	1879	2108	2502	2343	2798	1609	2460	1885	2278	2491	2609
EIF4G2	24678	26801	30736	33008	33584	21856	21488	29790	39292	30566	23141	37526	42279	40352	45252	29680	32593	31675	29627	36066	31455
SNORD97	2	0	0	6	2	7	7	6	4	4	11	5	4	2	1	5	1	9	10	1	3
LOC101928053	9	9	10	5	3	6	6	7	6	9	9	15	3	6	23	9	19	2	2	2	7
ZBED5	637	500	1161	1015	1256	635	602	1023	1208	880	1084	1117	1005	980	963	688	1016	976	1195	1278	930
ZBED5-AS1	41	40	59	51	65	14	29	43	206	181	223	171	165	130	166	71	169	41	51	40	69
LOC124902629	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	2	1	2	0	0
LOC107984309	2	0	0	1	0	1	0	1	2	0	3	0	1	2	4	0	1	0	1	1	0
LOC105379882	0	0	0	0	5	3	0	2	2	1	1	4	0	2	1	1	0	0	2	0	0
LINC02752	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	1	0	0	0	1
LOC105376548	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0
LOC124902630	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0
LOC124902631	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GALNT18	165	169	361	436	526	29	24	23	588	137	994	442	307	288	1391	298	102	165	181	205	144
LOC124902633	0	0	1	0	2	0	0	0	0	0	5	0	0	1	3	0	0	0	0	0	0
CSNK2A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107983976	2	1	1	0	2	0	0	0	1	0	7	0	0	0	0	1	0	5	0	0	2
LOC124902632	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376553	3	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	2	1	0	0	4
MIR4299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8070	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
LOC107984311	3	8	5	6	2	2	3	4	12	14	8	4	10	11	12	8	8	4	0	5	5
USP47	1102	1121	2073	1837	2165	1676	1973	2843	5631	4312	3518	3954	4289	4423	4235	3161	4664	1171	1341	1520	1473
DKK3	234	207	1213	1799	2073	824	807	1087	9467	6620	7209	7941	9006	6670	11304	4580	6548	637	605	668	326
LINC02547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICAL2	89	65	296	320	374	2175	1946	3439	10174	4093	5381	14109	5891	9732	29828	13223	3211	124	148	149	133
MIR6124	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC124902634	0	0	0	1	1	2	1	1	0	0	1	1	0	4	0	0	0	0	0	0	1
PARVA	741	836	1072	1286	1255	3344	3017	4426	5754	3741	3322	5281	5218	4684	6695	5815	3366	592	629	705	770
LOC105376556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEAD1	4524	3176	5103	5337	5444	8358	8169	13333	8301	7617	6697	6857	7887	6286	8739	7100	7859	2248	2703	3253	4372
LOC107984313	5	1	6	6	7	1	1	3	1	1	2	10	1	2	3	1	7	3	8	1	4
LINC00958	10	11	6	2	6	5	3	7	0	0	0	0	0	0	0	0	0	0	4	0	7
RASSF10-DT	94	63	39	42	59	45	34	80	0	8	5	10	11	9	0	7	11	30	60	42	77
RASSF10	25	22	250	273	282	214	163	200	44	104	30	90	127	144	19	102	162	14	18	35	37
LOC105376558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMAL1	254	243	195	180	256	49	89	117	244	296	170	387	558	387	330	291	437	207	264	204	334
LOC124902636	0	0	2	0	1	0	2	2	1	1	1	1	1	1	1	3	0	1	1	1	0
BTBD10	754	812	788	994	1027	638	667	1072	1762	1168	1012	1058	1571	1494	1319	1120	1126	842	915	1056	820
PTH	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FAR1	2230	2218	2627	2402	3005	1528	1574	2268	1877	1393	1242	1688	1429	1393	1338	1213	1385	2225	2321	2801	2341
LINC02548	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SPON1	284	408	286	310	384	375	421	628	890	616	1025	4862	1120	1340	2941	1311	1094	199	281	295	358
LOC124902637	3	4	0	1	4	4	1	3	8	3	7	51	14	18	37	11	27	8	3	3	5
RRAS2	2197	1848	2614	3150	2716	1941	1770	2609	1313	1049	626	1037	1254	1311	1195	720	947	3158	3756	3722	2778
COPB1	3225	3541	4263	4546	5494	4527	4587	6758	6288	4967	3531	7311	6614	6727	6931	6413	5761	2753	3329	3573	3231
PSMA1	2890	3405	3199	3408	3745	2590	2381	3408	3030	2475	1630	3059	2863	2736	2622	1956	2496	2700	3012	3123	3462
PDE3B	457	536	611	491	687	284	239	357	343	383	248	291	417	283	450	165	438	291	321	418	501
LOC107984315	5	2	7	1	5	2	6	3	10	2	1	0	0	0	0	0	1	3	14	4	2
LOC124902639	4	1	0	0	2	0	1	1	0	1	1	0	1	2	1	0	1	0	1	3	2
CYP2R1	366	293	296	301	433	195	176	273	399	280	229	479	335	363	253	316	372	270	389	370	409
LOC124902638	16	14	23	22	20	13	9	33	15	11	24	22	22	20	5	6	7	15	22	20	18
CALCA	70	37	14	5	8	5	1	2	3	0	0	1	1	1	0	0	0	9	15	6	106
CALCB	122	75	27	19	17	4	5	13	23	19	1	32	101	49	4	15	21	69	65	52	123
INSC	28	14	2	4	3	5	1	3	1	0	0	4	1	2	0	1	7	10	18	12	20
LINC02751	8	0	27	28	33	1	2	0	0	0	0	0	3	0	0	0	1	64	48	70	14
LOC105376568	0	0	8	4	1	0	0	0	0	0	0	0	1	0	1	0	0	6	5	2	0
LOC105376567	0	0	0	0	1	0	0	2	0	0	1	4	0	0	2	0	0	1	0	0	0
LOC107984370	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902800	0	0	1	3	4	0	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0
LINC02682	0	0	0	5	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SOX6	11	11	11	18	25	117	64	70	304	262	155	449	538	835	811	537	624	10	2	5	12
MIR6073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC124900593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376571	0	0	0	1	0	1	0	1	1	0	2	5	0	0	11	2	0	0	0	0	1
C11orf58	3480	3648	5212	4942	5379	3325	3243	4736	4941	3476	3028	4593	4016	3684	4716	2757	3616	3662	4087	4747	4588
PLEKHA7	436	211	486	717	719	945	867	1729	3717	3270	3644	2664	3677	3362	2648	1361	3410	239	360	313	614
SNORD147	0	0	0	2	1	0	0	0	3	4	1	0	0	0	1	0	0	0	0	0	0
OR7E14P	34	13	15	8	7	12	4	6	66	56	42	52	102	98	21	19	80	21	25	25	68
RPS13	7537	7920	9088	8870	10350	6962	6446	8788	6895	6277	4202	9278	7322	6227	7643	4515	7884	7464	8726	8610	9272
SNORD14A	5	8	7	4	12	8	2	5	0	2	1	8	8	1	3	3	0	6	1	12	8
SNORD14B	8	8	8	11	20	2	14	15	7	5	4	11	9	4	7	1	2	20	6	18	19
PIK3C2A	3720	3568	4170	4120	4238	4696	4579	7083	2827	2348	1624	2132	3029	2994	2762	2036	3067	3934	4128	5580	4393
NUCB2	496	639	1162	1085	1332	1103	1178	1801	1806	1343	1199	1948	1291	1298	1347	1553	1523	610	745	857	580
LOC124902640	23	34	45	39	39	62	72	109	74	65	47	131	86	88	117	87	130	36	36	41	31
LOC105376576	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
NCR3LG1	351	250	59	112	97	185	269	326	885	693	634	546	714	626	1214	392	525	330	350	337	354
KCNJ11	88	60	52	50	63	44	19	39	107	109	55	127	99	148	44	71	201	84	120	119	102
ABCC8	18	8	5	9	15	0	0	2	1	0	1	0	1	1	0	2	2	45	35	33	19
LOC124902641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
USH1C	19	20	25	9	41	18	14	12	119	53	17	254	183	461	19	208	278	42	43	34	24
OTOG	11	3	7	10	22	4	4	6	2	6	5	16	5	18	2	17	18	19	19	8	12
LINC02729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOD1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0
KCNC1	1	1	12	12	21	3	6	10	5	6	5	19	3	6	87	3	10	9	7	8	3
SERGEF	199	228	276	293	350	183	188	259	272	179	139	351	272	360	292	169	319	295	305	334	235
LOC124902642	8	3	5	4	1	3	4	1	6	4	10	0	2	8	1	3	3	2	12	3	6
LOC107984317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPH1	13	11	31	30	22	9	11	10	13	3	9	6	9	4	11	0	5	12	15	14	20
SAAL1	735	784	724	673	677	347	282	461	224	177	128	348	308	276	326	200	234	971	1053	1115	958
SAA3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRX3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A51P4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
SAA2-SAA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAA4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
SAA2	0	0	2	0	2	1	4	3	3	0	1	1	1	0	0	5	0	0	1	0	3
SAA1	1	1	1	3	0	0	1	2	2	1	0	3	3	0	0	4	2	0	3	0	0
HPS5	797	771	743	727	733	451	547	764	1126	823	826	866	1000	845	1548	646	824	739	956	925	841
GTF2H1	933	771	821	750	718	573	512	695	1566	1099	1053	1193	1304	1190	1708	770	1153	581	708	781	1061
LOC105376577	17	6	32	22	35	18	21	19	4	14	18	12	11	17	6	9	11	9	8	19	31
MIR3159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDHA	11659	13930	7406	6798	7652	2885	2735	3693	6334	16153	2220	26545	7626	8034	3527	8405	29546	17718	12059	13786	12072
LDHC	7	7	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	7	4	8	9
LDHAL6A	5	4	5	3	4	9	4	4	2	1	4	9	3	2	6	1	13	4	2	4	3
TSG101	1266	1367	1287	1325	1584	1375	1300	1714	2658	2131	1707	2378	2422	2324	2383	1662	2344	1058	1280	1242	1464
UEVLD	258	248	354	342	351	268	294	386	1086	696	552	821	866	1017	831	737	843	250	253	288	306
LOC112268073	6	5	3	4	6	6	14	13	4	1	5	4	2	8	0	2	4	3	6	6	11
MISFA	5	5	11	11	17	8	14	12	17	13	25	12	26	15	12	5	15	5	10	7	6
SPTY2D1	652	755	721	766	776	855	825	1151	1041	826	680	1030	1036	1062	1162	957	907	559	648	683	633
LOC105376578	0	0	1	1	0	0	1	6	1	5	0	0	0	0	0	0	0	1	4	2	1
TMEM86A	27	7	48	92	104	152	122	180	118	122	106	216	172	288	190	153	185	35	40	26	42
IGSF22	5	3	5	12	19	13	5	20	0	1	2	6	4	5	5	5	3	4	8	1	7
PTPN5	130	136	693	587	969	1190	675	1116	0	0	3	9	29	3	0	2	2	196	241	169	189
MRGPRX1	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
MRGPRX2	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC13	455	431	734	748	803	461	453	716	496	423	315	608	549	655	482	354	671	517	511	595	425
CSRP3	0	0	0	0	0	17	5	24	21323	17485	4944	9457	6225	9307	5509	4176	9416	0	0	0	0
CSRP3-AS1	2	0	2	8	6	8	4	4	32	23	39	26	14	16	14	0	16	4	0	0	3
E2F8	178	160	442	450	432	256	321	552	545	661	281	308	403	444	257	101	412	281	310	377	295
NAV2	2418	1753	2957	3781	3554	5039	6605	9505	4808	5238	3375	5808	6210	7398	5295	5712	8103	1450	1777	1994	2671
NAV2-AS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
NAV2-AS4	0	0	0	0	0	0	0	2	1	0	0	2	0	1	2	0	2	0	1	0	0
MIR4486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEISA1	1	2	4	0	0	2	5	2	13	10	5	56	21	52	30	24	36	5	8	5	5
MIR4694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAV2-AS3	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	1	0	1
LOC124902644	16	5	8	15	11	12	36	36	23	13	20	37	16	26	10	20	36	18	21	17	18
NAV2-AS2	1	0	0	0	0	0	1	4	55	11	43	4	12	4	20	3	16	0	1	0	0
LOC107984418	0	1	2	1	6	8	3	3	1	6	6	9	3	1	1	6	3	0	7	1	5
LOC124902643	1	0	0	0	1	0	2	0	1	0	2	0	0	1	2	2	4	0	0	0	1
DBX1	2	6	0	2	1	0	3	1	0	0	0	0	1	3	0	1	0	1	0	0	2
LOC105376583	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1
HTATIP2	344	321	319	286	269	279	185	307	231	186	101	170	326	403	33	213	275	322	398	395	522
PRMT3	925	912	761	779	802	468	422	628	459	328	293	396	389	384	475	230	375	576	704	834	1090
LOC124902808	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	2	1
LOC105376584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A5	3	0	4	7	3	0	0	1	3	0	1	3	2	1	11	0	1	0	3	0	0
NELL1	29	41	10	33	26	4	10	4	223	20	198	315	142	36	1191	87	134	9	5	7	35
LOC105376585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902809	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC102723370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO5	253	253	320	384	328	238	235	434	1041	950	779	490	439	419	1024	243	806	292	365	384	326
SLC17A6	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4	9	6	3
LINC01495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCF	559	500	616	540	716	375	291	422	442	341	234	532	555	658	493	305	564	392	504	553	684
GAS2	90	68	13	31	28	38	12	43	82	72	64	133	102	63	119	41	130	19	22	21	64
SVIP	131	156	194	211	163	191	157	257	412	258	219	280	408	333	239	158	335	172	183	219	176
CCDC179	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902646	0	0	73	56	49	13	24	22	0	0	1	0	7	2	1	0	4	0	0	0	0
LINC02718	0	1	60	53	39	15	27	27	2	0	3	4	2	0	0	0	5	0	2	3	0
MIR8054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02726	6	2	10	4	15	0	0	4	0	2	0	0	3	2	3	0	2	5	3	3	8
LOC124902647	1	0	2	0	2	6	2	8	0	0	0	0	2	0	0	0	0	1	2	0	1
