	SRX2023641	SRX2023642	SRX2023643	SRX2023644	SRX2023645	SRX2023646	SRX2023647	SRX2023648	SRX2023649	SRX2023650	SRX2023651	SRX2023652	SRX2023653	SRX2023654	SRX2023655	SRX2023656	SRX2023657	SRX2023658	SRX2023660	SRX2023661	SRX2023662	SRX2023663	SRX2023664	SRX2023665	SRX2023666	SRX2023667
LOC728024	4	4	2	1	4	2	19	16	8	11	7	12	6	0	0	7	7	11	5	8	3	3	3	1	0	2
LOC124901934	10	2	2	3	5	5	10	15	21	14	19	32	19	0	0	17	27	22	9	6	4	10	3	4	8	12
PLPBP	155	109	134	65	148	138	316	313	752	648	704	706	637	0	0	284	248	235	210	209	254	235	200	213	230	210
LOC105379381	0	0	0	0	1	0	7	5	7	8	17	10	17	0	0	2	16	20	0	3	1	3	1	0	2	0
ADGRA2	3	15	8	5	15	19	110	123	809	807	1252	1220	1052	0	0	565	640	539	154	173	296	238	56	55	153	187
BRF2	14	7	17	5	15	6	17	17	33	44	41	50	38	0	0	43	43	29	14	15	17	15	9	9	12	8
RAB11FIP1	448	456	368	184	471	403	522	611	1566	1116	1942	1770	1716	0	0	832	1371	1249	533	549	508	446	291	302	369	362
GOT1L1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	3
ADRB3	1	3	1	0	1	1	0	0	0	0	0	0	0	0	0	1	6	1	3	2	0	0	5	9	38	29
EIF4EBP1	197	247	274	124	296	266	115	135	379	425	662	707	583	0	0	406	893	683	132	140	187	221	132	140	258	294
ASH2L	496	340	389	193	464	366	925	1022	2075	1629	2163	2228	1889	0	0	1155	1517	1411	673	680	553	642	709	852	719	646
STAR	11	11	21	13	24	26	37	42	44	39	35	34	32	0	0	110	66	49	44	45	14	21	36	55	54	49
LOC105379382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LSM1	161	99	134	56	183	120	262	335	754	643	875	866	776	0	0	228	295	282	196	201	271	353	267	323	325	368
BAG4	380	316	400	174	461	346	716	722	693	542	854	773	725	0	0	677	348	405	240	244	304	290	109	134	139	125
DDHD2	318	145	132	65	184	153	521	597	1092	858	1231	1327	1096	0	0	711	589	681	589	577	502	502	355	404	368	331
PLPP5	50	27	39	24	46	46	117	100	137	159	221	282	184	0	0	69	101	70	69	50	38	59	26	46	28	33
NSD3	986	455	702	302	665	609	2096	2271	2971	2420	2602	2755	2284	0	0	1250	997	1272	1652	1901	1269	1527	1355	1515	1291	1387
LETM2	67	50	54	27	45	39	309	353	280	254	409	400	361	0	0	224	234	223	95	103	81	129	92	103	115	110
LOC102723716	0	1	0	2	2	2	1	1	7	6	36	15	30	0	0	4	14	12	3	4	4	9	7	6	6	5
FGFR1	2321	1592	1508	706	1812	1482	3014	3433	1799	1787	1794	1792	1555	0	0	1456	1744	1610	534	482	682	618	451	478	459	442
LINC03042	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	1	0	0	0	0	1
LOC124901935	15	8	2	2	7	3	10	18	1	9	4	5	4	0	0	3	8	7	1	2	3	1	0	1	1	0
LOC105379384	20	19	10	14	23	21	21	30	2	3	0	1	0	0	0	1	12	2	1	2	2	1	0	0	0	1
RNF5P1	1	4	0	0	1	3	0	0	13	9	15	4	14	0	1	6	7	9	2	7	2	3	4	5	4	0
LOC124901936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TACC1	186	144	188	69	242	207	681	701	2064	1713	1292	1229	1128	0	0	756	799	1100	745	793	789	846	792	829	853	847
LOC124901937	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	4	2	2	0	3	2	1	1
PLEKHA2	67	50	64	32	115	96	14	18	40	37	103	81	88	0	0	12	29	27	734	667	159	222	436	535	401	404
HTRA4	4	2	2	2	6	1	0	0	2	1	3	3	3	0	0	0	2	2	1	1	2	0	1	0	2	3
TM2D2	237	302	354	149	465	368	543	586	1695	1757	1624	1703	1444	0	0	398	414	372	227	250	328	334	266	330	321	309
ADAM9	353	90	237	107	205	180	672	665	11455	10849	9103	10289	8192	0	0	524	589	795	983	1071	1309	1829	1192	1304	986	884
SNORD38D	0	0	0	0	0	0	0	0	1	8	4	3	4	0	0	0	2	1	1	4	3	2	2	3	0	0
ADAM32	7	1	7	0	8	6	18	19	89	67	253	260	223	0	0	12	4	2	48	52	27	43	53	46	42	28
ADAM5	0	0	1	0	0	0	0	0	0	4	0	3	0	0	0	0	1	0	1	1	0	0	0	2	0	2
ADAM3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100130964	0	0	0	0	0	0	0	0	2	1	1	2	1	0	0	1	0	0	0	0	0	0	0	1	0	1
ADAM18	0	0	0	0	0	0	0	5	4	10	7	6	7	0	0	1	0	1	2	3	4	5	4	2	4	2
ADAM2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
IDO1	179	193	307	175	300	237	2	1	3	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0
IDO2	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2
LOC105379385	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TCIM	0	0	0	1	0	0	2	1	147	156	228	262	202	0	0	5	96	109	12	16	85	99	0	0	0	0
SIRLNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379388	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ZMAT4	148	136	138	74	184	131	21	30	54	44	60	88	52	0	0	13	25	23	98	86	285	327	132	141	133	136
LOC107986938	13	4	13	10	8	7	2	8	9	9	8	9	7	0	0	5	0	1	7	5	15	25	12	4	10	9
LOC105379389	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC105379390	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379771	0	0	0	0	0	0	0	0	1	1	4	3	4	0	0	0	0	0	0	0	0	0	0	0	1	0
SFRP1	7842	6615	5582	3287	7634	6100	4628	4844	7863	6990	8369	9421	7460	0	0	3210	3721	3410	4971	5351	959	940	9299	10352	4444	4196
MIR548AO	0	2	1	1	1	0	1	3	2	1	5	3	5	0	0	2	0	1	6	1	0	0	6	10	1	2
SNORD65B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901938	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1
GOLGA7	504	277	407	175	425	402	755	809	1855	1659	2345	2820	2079	0	0	1021	720	655	892	1028	834	961	1099	1236	1022	1045
GINS4	229	189	181	119	269	222	374	390	300	232	379	395	343	0	0	308	267	241	36	40	26	33	65	79	56	68
GPAT4-AS1	1	0	3	1	1	0	3	3	1	4	2	4	2	0	0	2	2	2	2	0	0	0	3	1	0	0
LOC124901939	17	8	3	1	17	7	1	10	2	10	6	5	6	0	0	10	29	13	2	6	3	1	3	10	3	5
GPAT4	251	197	203	98	229	172	370	335	624	551	648	713	572	0	0	342	486	419	201	175	134	204	199	202	244	274
NKX6-3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ANK1	124	83	69	38	109	48	20	25	176	157	192	209	166	0	0	8	10	18	19	17	21	27	29	27	29	43
MIR486-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR486-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379392	2	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KAT6A	846	462	490	223	506	502	1976	2106	2403	2105	2216	2438	1991	0	0	1845	1393	1858	1691	1718	1242	1414	1337	1374	1272	1335
LOC124900271	1	1	1	1	0	1	5	6	14	6	5	8	4	0	0	2	0	1	1	2	2	1	2	1	1	1
KAT6A-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC107986939	0	0	2	1	0	0	3	2	5	3	0	0	0	0	0	1	0	2	0	1	1	1	1	0	0	0
AP3M2	193	104	147	57	122	104	418	433	282	239	327	282	306	0	0	161	213	217	239	230	110	151	198	209	175	195
PLAT	18	18	21	20	25	13	51	56	209	230	171	186	147	0	0	191	149	114	124	146	299	312	41	48	54	41
LOC124902095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKBKB-DT	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
IKBKB	198	82	99	40	124	111	269	263	265	232	269	278	246	0	0	240	205	228	158	143	134	149	145	159	119	119
LOC105379395	12	7	8	8	15	6	51	78	68	40	45	56	39	1	0	52	48	47	31	20	17	24	32	22	13	25
POLB	180	98	124	62	179	129	277	295	229	227	249	292	209	0	0	163	164	187	158	185	119	166	107	137	103	128
DKK4	1	1	0	1	0	0	419	413	0	0	0	2	0	0	0	0	1	0	1	0	0	1	2	0	1	0
VDAC3	707	414	577	197	548	453	913	994	1763	1723	1831	2151	1644	0	0	610	558	546	1212	1203	754	1009	1464	1672	1667	1763
SLC20A2	250	164	170	78	201	161	556	608	1776	1541	1119	1354	1022	0	0	416	493	460	1242	1325	2106	2113	1638	1694	1417	1472
SMIM19	154	98	58	31	98	106	94	108	191	206	258	245	229	1	0	174	135	112	193	155	132	122	209	161	156	150
LOC124900250	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNB3	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0
LOC105379396	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA6	1	1	1	1	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
THAP1	78	41	78	33	64	64	96	132	95	106	87	128	76	0	0	57	49	64	32	58	29	40	53	48	61	61
LOC124901940	3	0	2	1	2	2	6	5	7	9	2	13	2	0	0	13	6	4	5	1	4	2	4	3	2	2
RNF170	158	79	90	49	95	75	482	486	714	670	687	769	620	0	0	164	111	178	270	225	138	206	172	229	212	225
MIR4469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HOOK3	799	311	437	185	466	412	2496	2591	3805	3516	3646	4258	3256	0	0	835	690	957	1217	1189	889	1278	938	910	936	829
FNTA	364	277	223	120	340	268	651	724	757	882	847	999	773	0	0	427	518	542	470	422	293	376	410	447	399	422
POMK	192	128	178	76	161	119	514	558	634	616	570	666	520	0	0	398	289	301	185	172	190	202	131	145	146	125
HGSNAT	135	72	48	26	40	38	785	802	1931	1953	1764	2034	1584	0	0	949	918	801	631	594	653	668	611	643	691	702
POTEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASNSP1	5	0	5	1	2	1	1	0	5	10	5	2	5	1	5	2	9	14	0	0	2	1	0	0	0	1
LOC124901941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00293	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375815	0	0	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105375816	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375817	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC107986885	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC100287846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	2	3	1
IGLV8OR8-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIDR	455	284	333	181	394	325	740	785	507	562	552	651	491	0	0	340	279	240	217	238	146	199	205	244	234	284
LOC107986940	12	6	7	5	6	4	34	53	22	16	22	19	20	0	0	22	10	23	13	14	8	10	11	8	10	9
CEBPD	5	4	4	2	2	3	4	3	12	8	11	14	10	0	0	126	19	27	50	41	28	43	55	62	51	71
PRKDC	9844	8133	7960	4113	9708	8320	24280	25964	18709	15121	15545	15962	14003	0	0	9693	7787	10691	5905	5795	4811	5362	5425	5615	5326	5059
LOC105375818	9	2	12	6	9	4	77	71	38	46	36	35	30	0	0	30	29	40	10	9	6	12	11	12	6	6
MCM4	2341	2069	2254	1280	2976	2410	3571	3850	1213	963	1506	1770	1297	0	0	3235	3304	3090	365	380	259	252	579	617	481	457
UBE2V2-AS1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
UBE2V2	500	231	377	158	403	338	820	882	603	516	1050	1049	939	0	0	409	316	475	381	391	214	347	272	338	271	255
LOC107986941	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	2
LOC105375820	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
LOC105375821	0	0	0	0	0	0	6	4	5	3	6	6	6	0	0	1	1	0	0	1	1	0	0	1	0	0
LINC02947	0	0	0	0	0	0	2	3	5	2	1	3	1	0	0	2	0	0	2	0	0	0	0	0	0	0
LOC112268027	2	0	0	0	0	0	10	19	9	12	7	9	5	0	0	4	11	6	1	0	2	2	0	0	0	0
LOC101929268	0	0	0	0	0	0	0	0	2	0	7	5	6	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC124901943	0	0	0	0	0	0	1	3	2	0	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0
LINC02847	0	0	0	0	0	0	1	2	0	6	5	4	4	0	0	0	0	1	0	1	0	0	0	0	0	0
LINC03054	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLXN	5	0	3	1	0	0	50	42	6	4	9	6	9	0	0	15	7	9	6	5	0	0	2	0	0	3
LOC105375825	2	0	0	1	0	0	14	10	7	14	8	16	8	0	0	0	1	4	0	1	0	0	1	1	0	0
SNAI2	23	10	8	4	9	15	2559	2502	2484	1727	1518	1482	1335	0	0	757	270	267	202	270	83	72	70	61	37	35
LOC107986942	0	0	0	0	2	0	12	17	17	6	8	11	7	0	0	3	0	0	1	1	0	0	0	1	1	0
PPDPFL	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105375826	0	0	0	0	0	0	0	0	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNTG1	12	12	5	3	14	5	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC124900619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PXDNL	2	16	35	3	12	18	11	11	10	10	22	12	20	0	0	2	3	4	14	19	13	18	28	38	18	13
LOC105375833	1	1	1	0	0	1	4	1	1	5	0	3	0	0	0	0	0	0	0	1	1	2	4	4	3	2
PCMTD1	663	213	380	203	354	277	1507	1548	1014	1012	1092	984	977	0	0	269	267	366	1362	1267	1174	1993	1212	1120	1011	899
LOC124901944	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	2	1	1	1
ST18	1	1	0	0	0	1	5	1	0	1	1	0	1	0	0	3	0	1	4	4	1	0	2	6	3	2
LOC124901945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	3	1	4	2	1	3	3
LOC101929341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALKAL1	10	1	1	1	4	2	7	5	4	3	1	3	1	0	0	3	2	1	0	0	0	0	1	0	0	0
RB1CC1	1881	501	1075	532	1082	849	2206	2366	2913	2510	3297	3485	2956	0	0	791	785	880	1865	1925	1171	1811	1690	1695	1525	1475
LOC105375835	1	0	0	0	0	0	2	2	8	7	0	4	0	0	0	1	0	0	0	1	1	0	3	1	2	4
LOC107986943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NPBWR1	0	1	4	0	4	0	7	5	6	2	4	1	2	0	0	4	16	17	1	0	0	0	0	0	0	0
LOC105375836	1	1	0	0	0	0	3	1	3	1	6	1	5	0	0	0	0	0	4	0	0	0	13	10	4	2
OPRK1	9	4	4	0	3	2	24	19	26	19	16	5	15	0	0	0	0	3	7	7	0	0	66	47	8	1
LOC124901946	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901947	0	0	0	1	1	0	6	4	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	0	1	0
LINC02984	5	3	2	1	1	2	16	23	1	1	2	1	1	0	0	2	0	1	4	1	0	3	41	45	6	16
ATP6V1H	258	248	193	75	268	262	508	546	984	955	1132	1197	1018	0	0	329	403	403	399	435	400	460	595	691	536	498
RGS20	15	6	6	5	6	3	68	52	150	129	206	230	187	0	0	18	16	34	24	24	19	42	22	26	20	18
TCEA1	1008	524	808	357	765	654	1818	1986	1457	1380	2240	2139	2043	0	0	778	886	978	547	581	576	653	498	577	445	439
LYPLA1	1047	513	802	356	784	699	1709	1803	1635	1332	1730	1832	1543	0	0	473	446	558	801	874	730	912	759	945	1123	1037
MRPL15	250	159	270	137	244	197	511	516	596	567	652	684	576	0	0	301	394	393	350	353	262	337	443	576	613	574
RNU105C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375840	0	0	0	0	0	0	10	6	0	0	0	2	0	0	0	0	2	0	0	0	3	3	2	1	0	0
LOC105375841	0	0	0	0	0	0	1	3	0	0	1	0	1	0	0	1	4	1	0	0	0	0	0	0	0	1
SOX17	0	1	0	0	0	0	211	213	18	5	1	8	1	0	0	44	193	179	6	2	24	35	0	0	0	0
LOC100129098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0
RP1	0	0	0	0	0	0	2	0	5	0	1	5	1	0	0	0	0	1	2	2	3	5	1	1	1	1
LOC105375842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC107986886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XKR4	5	14	31	15	21	20	62	39	219	299	617	868	570	0	0	6	12	11	7	6	60	65	66	69	56	37
LOC105375844	0	0	1	0	0	2	8	5	8	28	24	20	22	0	0	0	1	0	0	0	2	6	5	5	3	4
SBF1P1	0	0	0	0	0	0	0	0	1	0	4	7	4	0	0	0	0	0	0	0	0	1	0	1	0	2
XKR4-AS1	0	0	0	0	0	0	0	1	0	0	3	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105375845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375846	7	2	2	1	5	1	21	14	28	38	32	39	29	0	0	1	4	1	13	11	11	7	3	14	8	5
TMEM68	577	170	189	116	294	213	502	657	896	794	1112	1196	1013	0	0	202	161	230	264	249	177	225	156	150	127	97
TGS1	836	566	828	371	810	624	1738	1871	1319	1058	1622	1693	1460	0	0	611	496	708	403	455	373	482	390	460	329	364
LYN	248	272	267	131	282	328	929	1013	1034	838	913	943	835	0	0	1397	923	939	286	284	372	408	163	182	180	141
SNORA1B	0	0	1	0	0	0	0	0	0	0	3	2	3	0	0	1	0	4	0	0	0	0	1	0	0	0
RPS20	4386	4152	3179	1926	5194	4239	4205	4929	3936	4618	5145	5455	4047	0	0	2867	7036	5741	2778	3063	1422	2499	2573	3121	2714	3022
SNORD54	9	0	5	3	4	1	6	11	8	6	4	4	3	0	0	4	3	3	3	0	1	0	2	1	1	0
CERNA3	0	1	1	0	0	0	0	0	4	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	0	0
MOS	0	0	2	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAG1	436	120	203	104	209	166	631	767	586	489	611	658	545	0	0	240	182	218	1042	1166	494	783	826	868	647	681
CHCHD7	345	208	328	138	298	256	392	467	467	502	653	675	575	0	0	302	380	398	467	424	230	334	331	414	428	446
SDR16C5	0	0	0	0	0	1	18	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR16C6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375849	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PENK	1	6	10	0	7	3	2	3	84	71	39	34	29	0	0	5	3	1	5	7	3	1	2	3	7	5
PENK-AS1	1	0	0	0	0	0	0	3	7	0	2	2	1	2	0	0	0	0	0	0	0	2	0	0	1	2
LOC101929398	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC00968	0	0	0	1	0	0	1	0	0	1	5	3	5	0	0	0	0	0	2	1	0	1	0	0	0	0
LOC105375850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC105375851	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	4
LOC105375852	0	0	0	0	0	0	0	1	2	0	1	2	0	0	0	0	1	0	0	1	1	0	0	1	2	0
BPNT2	975	478	530	279	656	567	3234	3633	6985	6181	7873	8283	7136	0	0	4991	2511	3438	2505	2639	1721	2094	1887	2102	2058	1972
LINC01606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
LOC286177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LINC00588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LOC105375855	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
LINC03018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105375856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01602	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FAM110B	61	24	47	16	44	36	175	190	149	122	103	139	89	0	0	155	166	185	124	135	73	97	81	86	139	112
LOC107986945	0	0	0	1	0	0	1	1	0	0	1	2	1	0	0	0	0	1	2	3	4	2	3	3	0	4
LOC101929528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UBXN2B	758	420	497	223	673	480	1401	1531	1098	1063	992	958	889	0	0	436	307	448	799	848	750	889	942	1003	1094	1149
CYP7A1	0	0	0	0	0	0	1	0	2	2	0	3	0	0	0	0	0	0	2	1	1	2	0	1	0	0
SDCBP	701	384	461	243	558	463	1451	1790	2742	2763	2992	3110	2645	0	0	646	750	889	1211	1233	970	1389	1039	1270	1563	1351
NSMAF	236	182	239	90	221	167	577	636	696	696	577	579	503	0	0	519	499	506	303	310	228	266	295	329	322	315
LOC124902083	1	3	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
LOC105375858	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TOX	284	253	315	128	343	255	108	121	74	60	80	132	70	0	0	98	67	50	226	277	977	1072	180	201	821	961
TOX-DT	52	50	55	24	71	52	46	37	16	21	24	27	19	0	0	27	27	23	39	26	70	101	39	39	109	90
LOC124900267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
LOC105375861	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375863	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA8	45	106	60	45	103	102	230	224	84	70	60	57	53	0	0	54	125	146	61	60	50	83	16	30	286	283
LOC105375864	1	0	2	0	0	1	18	11	18	2	4	10	4	0	0	4	2	1	19	23	4	6	10	11	11	4
LINC01301	0	0	0	0	2	1	0	4	3	2	9	5	7	0	0	0	1	1	7	7	2	2	5	1	3	2
LOC124901949	4	3	4	1	7	1	18	5	15	22	10	20	8	0	0	3	6	7	10	9	7	7	11	10	13	16
RAB2A	398	245	302	149	351	255	634	678	1655	1504	1992	2007	1761	0	0	506	393	417	672	720	985	1216	714	860	928	843
