	day30_rep1_gfp_oe	day30_rep1_control	day30_rep1_epi	day30_rep2_gfp_oe	day30_rep1_hey2	day30_rep2_hey2_ge	day30_rep2_hey2	day30_rep1_hey2_ge	day30_rep2_hey2_oe	day30_rep1_hey2_oe	day30_rep1_tbx5	day30_rep3_tbx5_ge	day30_rep2_tbx5	day30_rep1_tbx5_ge	day30_rep2_tbx5_ge	day30_rep1_tbx5_oe	day30_rep2_tbx5_oe	day30_rep1_nr2f_ge	day30_rep2_nr2f_ge	day30_rep1_nr2f	day30_rep2_nr2f	day30_rep3_nr2f_ge	day30_rep4_nr2f_ge	day30_rep1_nr2f_oe
NECTIN1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
NECTIN1-DT	2	7	23	11	1	0	2	1	3	4	3	0	7	3	1	9	9	0	1	13	10	1	3	6
LOC124902771	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1
LOC124902772	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
LOC105369526	1	2	11	0	0	0	3	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1
LINC02744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
LOC105369527	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378956	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
TRIM29	0	6	3	1	0	0	0	0	2	0	7	3	1	3	13	0	1	0	4	1	0	3	9	2
LOC105369529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LOC107984399	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	1
LOC124902773	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105369530	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	1	1	2	0	1	1	0	0	2
OAF	86	469	1101	328	451	184	589	160	262	51	1119	530	1170	653	408	67	392	1017	1168	258	841	427	164	96
POU2F3	3	2	6	3	1	6	3	0	4	5	3	3	0	2	7	1	3	3	2	3	6	0	4	6
LOC649133	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLCD5	812	443	1049	895	1239	797	1162	605	975	731	672	532	826	450	547	731	919	373	602	908	837	563	525	848
ARHGEF12	4579	1979	5727	7305	5042	2920	4915	2795	8390	5906	5036	3766	5831	3336	3343	6694	8880	448	3455	5092	3927	2672	1567	8071
GRIK4	55	11	40	22	11	12	93	12	25	61	39	10	71	7	18	64	17	5	16	26	37	21	14	97
LOC107984400	2	0	2	0	0	0	1	2	0	0	0	3	0	0	1	5	0	0	1	3	0	0	0	5
LOC105369532	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101929227	3	2	1	0	0	3	2	3	2	2	0	7	0	0	1	4	1	1	0	3	0	0	0	0
LOC101929208	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
TBCEL-TECTA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBCEL	756	202	759	1078	689	416	493	407	1021	913	658	892	493	470	435	967	1260	112	431	533	476	396	202	969
TECTA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
LOC105369533	4	1	0	0	0	0	1	0	0	0	2	1	4	0	1	6	0	0	1	1	0	1	0	5
LOC105369534	4	0	0	1	0	0	0	0	0	0	0	0	5	0	0	2	0	0	1	0	0	0	0	1
SC5D	1946	586	2414	1647	2607	1375	1839	1364	1891	1882	2342	2486	2075	743	2650	2290	1887	443	1752	2431	1731	1398	1053	2974
SORL1-AS1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3
SORL1	162	46	230	73	186	99	337	130	107	229	342	69	258	49	185	228	97	57	174	68	139	263	266	405
LOC105369535	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC107984402	1	0	1	0	3	1	4	2	2	1	0	0	1	0	0	0	1	0	2	0	0	2	0	1
MIR100HG	1567	502	1181	1616	3455	1684	4214	1677	2148	1599	1296	291	2188	613	666	1607	1977	1587	1165	1603	2367	2987	2094	1895
MIR125B1	1	0	5	5	17	4	7	3	4	6	11	0	6	5	6	3	2	0	9	4	9	7	5	7
BLID	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MIRLET7A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR10526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
MIR100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRK-TTT2-1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0
UBASH3B	229	41	61	146	45	61	47	57	265	149	151	407	91	85	556	134	172	31	68	116	56	71	32	369
LOC124902828	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRTAM	0	0	1	2	0	2	0	1	0	4	1	6	0	0	0	2	0	2	1	2	0	0	0	3
JHY	75	67	153	167	67	56	83	47	122	79	120	166	108	128	31	85	163	39	164	58	110	62	37	86
LOC124902774	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
BSX	1	0	1	0	0	2	0	0	0	2	0	3	0	0	0	0	0	0	0	2	1	0	0	0
SAE1P1	4	0	4	1	2	4	3	3	4	4	5	5	2	0	0	4	3	11	0	0	2	1	6	3
HSPA8	23005	8749	21036	19944	27646	25579	16557	13369	24938	23106	23646	72508	24248	13145	34666	27167	23223	8011	15016	25402	24391	17899	5929	27744
SNORD14E	2	1	1	5	2	8	0	3	3	6	0	6	3	2	8	8	1	0	3	0	0	2	0	8
SNORD14D	2	0	0	0	0	2	0	0	2	4	1	1	0	0	1	1	0	0	0	1	0	1	0	6
SNORD14C	2	3	0	0	0	1	0	0	1	3	0	2	0	0	0	3	1	0	0	0	0	0	0	6
LOC124902775	57	58	55	37	53	59	89	97	51	41	19	64	38	25	27	43	40	94	58	31	70	71	75	46
CLMP	110	413	553	789	69	140	220	50	603	55	220	296	145	1053	911	90	1090	81	788	301	485	190	126	111
LOC105369540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105369539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900305	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC02727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD1B	249	124	463	199	498	207	662	207	248	199	327	338	472	303	127	280	272	96	265	260	223	316	380	308
MIR4493	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902776	6	8	9	6	14	6	26	9	17	14	4	3	7	2	0	13	13	0	4	14	14	8	12	13
SCN3B	324	101	160	142	125	77	103	65	148	319	375	257	121	67	97	360	170	10	160	105	88	74	54	437
LOC124902777	1	2	2	4	1	0	4	1	2	1	8	3	2	0	2	6	0	1	4	4	3	5	3	7
LOC105369543	3	0	1	1	0	3	0	0	0	4	8	0	4	3	0	3	1	0	0	0	0	2	3	3
ZNF202	527	272	609	572	469	349	397	274	729	467	479	849	428	266	564	512	664	173	329	350	416	317	219	620
OR6X1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105369544	2	1	14	3	0	2	1	1	0	8	2	2	1	3	5	2	1	0	1	2	1	4	4	0
OR6M1	1	0	2	0	0	0	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
TMEM225	1	0	4	0	0	2	0	0	0	0	0	5	1	0	0	1	0	0	0	1	0	0	0	0
OR8D4	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0
OR4D5	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
OR6T1	0	0	2	1	1	1	0	0	0	1	0	1	0	0	3	1	0	0	1	0	0	2	0	0
OR10S1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
OR10G6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10G4	0	0	4	2	0	0	0	0	3	1	0	1	2	2	3	0	1	0	0	0	0	2	0	0
OR10G9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OR10G8	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0
OR10G7	0	0	1	1	0	1	1	0	0	0	0	0	0	1	3	0	0	7	0	0	0	0	6	0
LOC105369545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5A	460	630	1133	598	702	791	788	625	609	545	793	449	714	298	319	526	684	325	440	463	1036	627	513	526
LOC124902778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10D3	0	0	2	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0
OR8G3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724410	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0
OR8G2P	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
OR8G1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
OR8G5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OR8D1	0	1	2	0	0	3	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
LOC112268069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OR8D2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
OR8B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
OR8B3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
LOC107984404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8B4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0
OR8B8	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OR8B12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8A1	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
PANX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902779	3	0	1	4	1	0	3	0	3	0	1	0	1	0	0	0	2	0	2	0	4	1	0	3
TBRG1	757	375	820	788	655	503	557	487	940	658	712	1823	706	590	704	688	793	158	547	533	673	507	292	908
SIAE	268	291	752	596	1017	604	1181	708	728	295	787	223	892	390	450	320	710	101	350	514	691	402	358	327
SPA17	111	24	151	78	72	73	49	72	71	127	26	54	51	14	40	142	100	38	51	37	38	79	19	129
LOC124902780	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	1	0	2	0	0	0	0	1
LOC107984405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRGN	91	171	195	46	226	132	268	101	53	53	65	19	127	61	97	73	55	295	116	80	43	277	267	94
VSIG2	4	3	5	3	8	10	1	4	1	3	1	30	0	2	29	9	7	8	2	6	2	7	3	7
ESAM	21	18	26	5	62	44	237	35	13	13	15	161	74	4	109	7	10	156	9	7	19	235	167	23
ESAM-AS1	7	2	6	3	8	5	16	9	12	3	9	10	15	2	14	5	4	2	3	2	3	18	0	10
MSANTD2	562	144	519	487	481	300	342	264	516	416	356	747	351	200	453	451	468	134	216	227	306	309	177	642
MSANTD2-AS1	31	35	91	62	75	44	122	51	61	40	59	36	52	21	28	58	57	4	41	51	58	62	29	57
ROBO3	296	96	568	143	174	83	222	189	131	162	282	219	360	191	210	205	130	426	1353	132	302	296	191	285
ROBO4	13	1	12	0	7	2	70	1	1	2	2	5	11	2	17	0	1	24	0	4	0	3	17	6
LOC107984406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEPACAM	2	1	5	4	3	5	6	5	2	4	1	3	4	1	3	4	3	12	0	2	7	6	7	3
HEPN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC15-DT	23	3	16	12	6	14	9	4	12	15	12	30	5	6	7	28	9	4	16	8	2	13	5	38
CCDC15	58	23	75	28	42	33	40	19	53	63	37	95	28	26	73	61	58	33	40	24	23	38	20	103
SLC37A2	15	20	26	8	15	11	29	17	12	6	7	41	13	5	12	6	6	2	9	6	5	6	7	15
TMEM218	370	185	591	284	558	410	592	296	261	333	366	338	368	336	339	336	355	241	362	238	309	349	185	363
PKNOX2-DT	1	2	13	7	17	10	28	19	4	1	8	3	7	7	5	10	7	0	8	9	6	16	3	7
PKNOX2	173	106	798	427	686	464	1083	369	309	163	431	140	798	484	624	164	485	437	430	210	314	530	586	264
PKNOX2-AS1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
FEZ1	1364	241	1017	908	3959	1967	3682	1869	1038	862	963	575	2267	592	361	1045	938	1221	921	609	877	1296	1533	1850
LOC403312	5	0	7	2	13	9	9	6	4	2	3	3	6	1	3	8	3	0	1	3	2	1	1	14
STT3A-AS1	5	3	9	1	10	4	7	2	6	4	1	9	3	3	2	1	2	0	1	5	1	2	1	3
EI24	3471	1194	3220	3122	3383	2893	2855	2283	3693	2751	2900	5578	3347	2451	3236	2999	3368	1125	2316	2118	2929	2490	952	3324
STT3A	2822	1863	6984	4203	4307	3698	5116	2905	4298	2678	6189	16056	6036	4231	6847	3237	5293	1841	4349	3318	5198	3645	1480	3587
CHEK1	836	107	771	444	817	473	451	406	596	796	334	820	506	172	845	895	580	313	265	647	522	684	245	1016
LOC118567325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRV1	2	1	2	2	4	0	2	0	1	2	1	3	0	1	4	0	2	0	0	0	2	0	11	10
LOC105369551	8	4	7	1	4	3	3	1	2	8	3	21	1	0	8	9	0	3	5	4	3	0	3	9
PATE1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PATE2	0	1	1	0	0	0	0	0	0	2	1	1	1	1	0	1	1	1	0	0	0	0	0	0
PATE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PATE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902781	3	4	16	0	3	6	7	6	4	9	2	7	2	1	5	4	2	1	4	3	1	4	0	1
HYLS1	153	52	141	121	167	102	129	136	163	155	99	119	139	97	154	192	180	76	100	96	85	201	63	115
PUS3	466	89	427	390	305	249	266	244	418	353	329	701	319	236	352	442	461	250	266	274	306	228	121	412
DDX25	48	9	63	27	15	30	32	37	19	42	59	48	55	24	13	62	29	27	45	17	32	38	9	63
VSIG10L2	2	0	31	0	1	0	11	1	1	1	47	0	1	17	1	2	6	0	34	2	1	0	0	1
CDON	452	579	3281	791	717	228	2448	515	646	757	5341	206	1406	2731	551	894	1075	116	3340	722	644	321	415	743
LOC124902782	0	2	10	2	0	0	1	0	0	0	3	2	1	0	0	2	1	0	2	0	0	0	0	0
LOC107984407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902784	1	0	3	2	0	0	1	0	1	0	0	1	1	0	1	0	1	1	3	2	0	0	0	0
LOC105369591	1	7	19	5	6	0	6	1	4	4	11	0	6	11	2	2	4	1	15	1	0	1	0	3
LOC124902783	1	0	3	2	0	0	4	0	1	1	2	0	2	3	0	1	3	0	4	1	5	1	0	0
RPUSD4	1043	466	998	840	838	508	770	471	996	783	648	790	843	503	659	750	871	493	519	531	1022	611	351	843
FAM118B	592	133	406	535	500	402	393	399	714	578	405	664	475	328	497	614	603	120	330	308	382	439	157	604
SRPRA	2393	2380	4289	3692	4041	2472	3163	2648	4285	2509	5306	19959	4963	3367	4212	2520	4635	1552	3441	3338	4358	2884	1845	3038
FOXRED1	915	683	1177	832	1389	1087	1383	1277	1234	853	825	1396	1232	536	730	862	841	617	545	1015	1111	1001	658	908
TIRAP	114	120	264	118	227	147	201	161	141	72	186	128	171	123	107	99	137	78	154	178	185	165	87	104
TIRAP-AS1	52	30	80	36	61	35	74	27	45	39	46	48	60	33	55	51	48	30	33	28	40	34	20	54
DCPS	829	440	839	749	602	380	719	430	935	674	456	715	710	393	406	678	754	307	394	450	639	486	286	675
GSEC	84	70	152	74	74	32	169	52	106	62	35	19	130	65	33	71	74	64	56	52	137	50	44	42
ST3GAL4	727	1259	1066	1259	951	518	1090	544	1513	745	533	118	1575	555	329	792	1307	551	451	783	2098	595	547	481
KIRREL3	87	24	51	21	18	13	22	6	30	57	6	14	11	10	2	62	27	20	56	30	51	13	23	135
KIRREL3-AS1	0	1	1	2	0	0	2	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	3
LOC101929427	0	0	0	2	0	1	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	2
LOC124902785	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	5	2	0	0	0
LOC105369561	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369559	6	0	13	1	2	3	0	7	0	8	1	9	1	0	6	4	2	7	0	2	6	1	1	4
KIRREL3-AS2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
MIR3167	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC105369558	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1
KIRREL3-AS3	2	0	6	1	3	4	1	5	0	2	1	3	0	0	2	0	0	1	0	1	1	2	0	2
LOC101929473	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
LOC105369562	1	0	0	0	0	1	0	3	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	2
LOC107984379	9	20	22	48	17	11	10	16	29	19	85	5	227	13	5	16	43	4	11	29	63	11	6	8
LINC02712	12	10	20	25	20	11	8	18	31	10	75	7	163	12	4	7	22	16	14	39	70	14	5	9
LOC107984373	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984374	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	1	1	0	0
LINC02725	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0
LINC02098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902786	0	0	5	2	4	0	0	0	0	0	4	1	5	0	3	0	1	12	3	0	0	4	0	0
LOC124902787	0	0	4	1	2	5	0	1	0	3	1	3	1	0	0	0	0	0	0	0	0	0	0	2
LOC124902788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC124902789	0	0	3	0	0	2	0	0	0	0	0	4	1	0	5	0	0	1	1	0	0	2	0	0
ETS1	1073	454	3749	2795	2781	1825	1587	1196	3227	625	2319	5202	2014	1380	5998	630	3428	774	2255	608	1241	3988	985	1551
MIR6090	0	0	1	0	1	0	0	0	0	0	2	1	0	0	1	0	0	1	3	0	0	0	0	0
ETS1-AS1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902790	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC105369565	2	2	3	1	1	3	0	0	1	1	2	2	1	0	0	3	5	1	1	3	0	5	0	2
LOC105369568	0	0	4	0	1	3	0	0	0	0	0	2	1	1	4	0	0	2	0	1	2	0	0	1
LOC101929538	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLI1	124	43	198	209	399	185	250	242	286	54	480	688	583	377	1115	40	282	330	297	123	228	782	125	148
SENCR	2	0	4	1	6	4	1	0	3	1	16	12	10	7	14	0	5	54	8	3	5	19	7	3
KCNJ1	2	0	1	0	1	0	3	1	2	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0
LOC107984409	0	0	1	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ5	2281	4450	3563	2675	2009	706	1527	947	3137	3835	1857	350	4221	1077	311	3579	2769	544	546	4323	2937	484	856	1471
KCNJ5-AS1	26	41	82	34	25	35	21	30	28	38	34	20	28	44	22	29	42	11	34	38	55	38	28	29
TP53AIP1	2	0	12	10	5	5	9	6	11	8	9	6	12	1	7	10	13	4	6	19	3	7	4	11
ARHGAP32	516	466	1526	749	1011	643	1581	668	796	763	1426	1048	1123	657	935	811	860	145	825	623	896	677	609	1071
LOC399975	27	3	39	25	25	33	12	37	44	22	52	120	10	22	121	26	59	1	48	25	20	36	4	41
LOC124902791	1	0	5	1	0	2	3	7	5	1	12	1	2	0	3	3	1	0	3	6	1	3	0	2
LOC105369571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369572	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
BARX2	2	0	8	1	24	31	82	31	2	8	1	12	3	0	14	0	0	0	6	1	1	11	5	8
LINC01395	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC124902792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902793	6	0	4	0	0	8	0	7	2	7	3	10	2	0	2	5	1	1	0	2	0	1	0	3
TMEM45B	18	33	23	11	6	4	5	10	24	38	20	21	39	6	20	30	14	18	29	41	28	4	5	15
NFRKB	1049	1063	1739	1093	1175	693	1225	783	1476	1295	1227	2133	1292	788	1215	1248	1306	412	898	1151	1215	807	700	1452
PRDM10	252	193	427	303	317	256	271	208	305	277	319	539	240	205	347	305	323	78	249	334	277	210	146	403
PRDM10-DT	9	3	1	3	4	5	7	5	2	2	6	8	4	3	4	5	3	3	6	2	9	2	2	0
LOC107984432	9	3	6	5	6	3	8	8	7	4	6	2	4	2	5	8	11	3	4	5	7	13	10	7
APLP2	17830	13710	34050	21831	27077	13923	29122	18538	24660	19071	44834	30869	37066	28788	30147	22583	27448	7981	30950	34568	29537	16631	12666	19613
ST14	1	5	16	0	3	2	6	2	6	11	177	265	73	2	627	2	2	40	61	15	41	8	11	4
ZBTB44	1488	756	1845	1890	1360	545	1499	681	1798	1750	977	1472	1148	717	653	2004	2317	241	781	1446	1328	504	535	1898
ZBTB44-DT	3	4	4	0	2	4	2	3	3	2	1	2	2	3	3	2	0	2	0	1	1	1	3	5
ADAMTS8	926	1202	3793	2308	4665	171	10901	756	3064	1632	1945	122	7313	772	129	1498	3362	289	433	2045	1270	310	367	688
ADAMTS15	912	686	2666	1225	5251	2702	4047	3777	2166	1099	5519	1791	9154	3780	2685	969	1735	664	3173	3107	2280	3473	1780	1262
LOC105369574	4	0	4	8	5	4	0	5	10	7	11	0	21	2	8	4	5	0	3	11	5	9	0	5
MIR8052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02873	0	0	2	0	0	0	0	0	0	0	0	2	1	2	0	1	1	0	0	0	0	0	0	0
LOC105369575	3	2	12	1	5	5	4	1	4	0	2	2	5	7	5	2	4	3	5	1	6	3	7	1
LOC105369576	15	0	26	13	0	0	2	0	15	4	5	7	3	4	9	12	8	1	4	4	5	0	0	14
LINC02551	5	0	5	6	3	4	2	3	5	3	5	16	5	2	2	1	3	2	0	1	2	5	0	7
SNX19	2595	1546	3538	3444	3755	2244	2936	2328	4034	2725	3019	3275	3223	1953	2090	3054	3990	631	2398	2980	3013	2173	1217	4042
LOC105369577	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
LOC107984411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105369579	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369578	0	5	1	2	12	2	7	12	3	1	6	0	21	3	0	2	2	1	0	1	5	6	0	5
LOC107984412	0	0	0	0	4	1	1	5	0	1	4	0	3	0	0	0	1	1	0	0	0	1	0	2
LOC124902794	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NTM	127	40	387	118	460	209	166	180	100	73	274	38	413	102	618	102	223	42	395	97	248	146	71	290
LOC101929653	1	0	2	0	0	7	0	1	0	2	0	2	0	0	0	0	0	0	0	1	1	0	0	0
NTM-AS1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
LOC107984413	5	1	1	1	0	3	1	0	1	2	1	4	3	1	1	1	1	1	2	0	2	2	0	9
LOC124902795	0	0	0	2	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0
NTM-IT	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OPCML	40	13	118	80	541	250	181	330	49	43	68	12	155	8	30	69	86	74	107	88	95	177	256	156
LOC105369580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
LOC124902796	2	0	0	0	0	3	1	1	0	2	1	3	0	0	6	0	0	1	1	0	2	0	2	0
OPCML-IT1	0	2	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	1	1	0	0	0	0	0
LOC124902835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02743	1	0	1	1	0	0	0	0	1	0	3	0	2	2	0	3	0	0	0	2	8	0	1	1
SPATA19	7	0	0	4	1	0	0	0	7	4	13	1	5	4	3	2	3	1	1	10	64	1	2	3
IGSF9B	1615	1733	2347	2542	1898	1025	3200	686	2639	2364	1604	125	3712	823	183	2473	2859	75	401	3394	2894	469	702	2718
MIR4697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02731	16	16	32	14	16	5	45	16	15	7	8	5	31	6	6	20	11	11	15	12	22	10	34	18
JAM3	666	549	1675	881	1898	1086	2001	1043	833	746	1579	1707	1986	1672	1441	788	1082	196	1247	912	1492	1176	741	1181
LOC124902797	6	0	7	0	5	5	3	3	1	7	1	4	5	1	0	6	2	0	1	2	1	0	0	3
