	BOR_1	BOR_2	BOR_3	BOR_4	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	GEF_1	GEF_2	GEF_3	GEF_4
LOC105379230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNKS	2151	2037	3110	7483	4061	3213	1707	3388	1404	1938	1576	1589	2575	1403	3113	3078	1555	1761	2158	1064
MIR597	0	0	2	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0
LOC124902085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902056	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
MIR124-1HG	0	0	0	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR124-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379235	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
MSRA-DT	1	1	0	0	1	0	1	0	2	4	0	0	2	0	1	2	0	0	0	0
MSRA	212	251	58	524	841	630	403	780	333	285	242	112	556	219	730	607	230	202	475	168
LOC124901885	3	0	2	14	1	2	1	9	1	0	2	0	1	0	2	2	4	0	1	2
LOC124901886	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
LINC03022	2	0	2	0	1	1	1	0	1	3	1	0	2	1	7	4	2	1	3	0
LOC124901887	1	0	4	5	6	5	1	11	4	2	2	3	3	3	5	5	2	5	5	0
PRSS51	5	6	5	24	20	22	12	26	20	16	14	5	21	9	19	20	13	23	21	11
PRSS55	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
LOC105379237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1L1	0	0	0	0	0	1	1	1	2	1	1	1	3	2	5	0	1	3	0	0
MIR4286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX7	3	4	1	6	52	16	6	27	19	21	9	14	16	15	43	21	17	26	28	20
LOC102723313	4	1	3	5	18	17	8	5	5	5	9	4	7	6	18	9	5	8	8	4
PINX1	48	30	24	117	267	194	107	154	64	96	94	45	108	41	162	130	64	64	77	33
MIR1322	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PINX1-DT	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
LOC101929248	1	2	2	0	27	27	17	9	12	6	16	12	24	12	42	17	17	21	29	8
LOC112268022	4	10	15	16	274	221	118	233	168	202	134	159	291	238	518	313	158	186	361	95
XKR6	37	49	94	121	249	180	69	227	86	150	60	110	138	107	181	136	101	91	142	66
MIR598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101929269	0	0	0	0	1	4	1	4	1	2	0	0	5	3	7	3	6	2	5	2
LINC00529	0	0	0	5	4	0	1	9	1	0	1	0	2	1	4	2	1	1	2	1
MTMR9	901	1036	621	3044	3191	2574	1105	2177	1035	1246	988	798	1845	1207	2346	2040	1099	1080	1619	792
SLC35G5	0	4	3	8	16	3	2	0	4	1	2	3	5	10	15	6	1	6	5	2
TDH	0	1	1	9	6	6	0	16	0	0	3	2	1	1	11	5	5	2	2	0
TDH-AS1	8	44	5	47	10	6	5	24	10	2	3	0	8	2	13	9	5	4	10	1
FAM167A-AS1	1	1	0	0	6	3	1	17	2	9	6	6	7	2	2	9	8	6	2	1
FAM167A	12	6	4	50	70	95	51	86	31	45	21	56	36	62	146	90	33	26	80	20
BLK	0	0	0	1	6	9	1	1	3	2	5	4	5	2	1	8	2	8	4	1
LOC105379241	0	1	0	0	21	20	17	11	6	8	6	6	11	3	8	6	4	8	2	0
LINC00208	0	1	0	0	6	1	1	2	0	0	3	0	2	0	1	2	3	3	0	2
LOC105379242	1	8	0	8	80	131	70	135	39	25	26	15	64	68	148	84	35	18	100	27
GATA4	1563	1564	912	2445	12193	7856	4462	9752	4844	5048	4618	3472	8145	2906	9558	10158	3842	4066	4953	2505
SNORA99	0	0	4	0	28	12	9	24	8	5	3	10	19	5	15	20	3	4	13	6
LINC02905	82	55	42	160	588	382	231	321	205	192	204	140	380	116	283	381	169	174	201	144
LOC124901888	4	6	4	4	22	5	3	0	3	5	1	5	3	0	3	6	0	6	5	1
NEIL2	214	186	144	573	766	706	361	578	230	275	247	192	397	184	482	409	178	219	278	143
LOC105379243	6	4	4	13	2	3	0	2	2	4	3	1	0	2	2	0	2	7	1	0
FDFT1	4982	3981	7139	9044	6884	8622	4296	7360	2910	4062	3876	1923	4285	2913	7813	6222	2146	3044	4444	1742
CTSB	5129	7485	3187	12617	17115	16646	8105	12249	5707	5726	5862	3113	8016	3430	9427	9153	3774	5262	4947	2315
LOC105379244	8	16	4	24	170	219	71	80	46	28	20	9	24	7	31	56	6	10	5	11
LOC112268017	3	2	0	0	5	6	1	1	1	1	0	1	2	0	0	2	0	0	1	0
DEFB136	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
DEFB135	0	0	2	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0
DEFB134	0	0	0	0	1	2	0	0	1	2	0	2	1	2	1	3	1	1	0	0
LOC105379245	0	0	0	0	0	4	1	6	0	0	0	0	0	0	0	0	0	1	0	0
LOC105379246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB130B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF705D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM66D	0	0	0	0	4	5	4	7	5	4	6	5	7	3	8	9	5	13	9	2
LOC392196	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
USP17L7	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
USP17L2	0	0	0	0	0	0	0	0	0	4	1	3	2	0	0	2	1	0	0	0
FAM90A2P	0	0	0	0	1	1	2	6	0	0	1	1	0	0	1	0	0	2	2	0
FAM86B1	4	7	2	5	13	18	13	7	10	11	18	12	12	13	13	9	3	20	10	4
FAM85A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DEFB130A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM66A	0	0	0	0	9	1	2	6	2	9	2	3	7	0	4	3	3	3	6	4
LOC649352	0	0	0	0	1	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0
DEFB109A	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
FAM90A25P	0	1	0	2	1	1	0	2	0	1	0	2	0	1	0	0	2	1	0	0
FAM86B2	4	0	1	0	4	11	3	1	1	7	4	4	5	3	6	7	1	6	4	2
FAM86B2-DT	59	84	85	193	656	845	411	618	251	255	230	193	268	176	418	387	221	261	293	136
LOC729732	1	1	2	28	3	25	10	9	3	9	7	10	11	10	11	8	6	11	14	4
MIR5692A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LONRF1	298	279	413	755	1230	895	452	1057	431	469	407	324	642	393	813	744	521	430	537	293
MIR3926-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3926-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC03019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRMT9B	9	47	10	34	2150	1317	609	1703	632	661	458	618	1485	972	2131	1569	846	649	1589	614
LOC124901889	0	0	0	0	2	2	2	0	1	1	2	2	6	2	4	2	0	6	5	1
DLC1	805	1074	608	3209	11494	9635	4776	8601	3383	4849	3825	3757	7627	4423	11320	11508	3697	4214	8269	4491
LOC101930149	1	0	0	13	2	0	0	0	0	0	2	1	3	3	1	3	2	1	2	1
LOC124901890	0	0	4	0	0	4	1	2	1	6	2	1	2	1	0	7	0	4	5	2
C8orf48	41	21	11	53	110	44	27	75	10	32	25	14	29	13	49	56	16	17	22	12
LOC102725080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCZ	0	0	0	0	0	4	2	0	0	0	0	1	1	1	3	0	0	2	1	0
LOC124902058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUSC3	2307	2541	3472	5028	15143	8339	4192	12158	4762	6258	4810	3538	7313	3765	9385	10063	5570	5580	6019	3483
LOC124902060	1	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSR1	0	0	0	15	2	66	28	2	3	1	0	6	0	1	0	0	0	5	0	0
LOC101929028	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0
LOC105379297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF20	0	1	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0
MICU3	68	56	115	293	370	381	151	292	146	229	118	140	302	223	351	296	172	177	295	100
ZDHHC2	464	517	671	1666	3406	3286	1554	2309	1377	1676	1094	953	2873	1064	2020	2542	1210	1219	1300	912
LOC107986918	1	0	3	6	2	0	1	7	3	5	0	3	5	1	2	3	3	0	2	1
CNOT7	603	656	654	2352	4007	3345	1519	2507	1102	1229	949	1014	2166	1237	2517	2433	1197	1060	1760	960
VPS37A	1800	2186	1640	6036	2743	1597	855	1887	809	1082	845	676	1377	730	1754	1691	912	907	1113	511
MTMR7	1	11	11	33	16	21	5	9	11	18	14	12	6	5	7	6	9	15	5	2
LOC102724838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SLC7A2	108	139	310	475	1695	1280	485	965	475	802	568	800	804	378	931	645	620	737	592	274
PDGFRL	3	1	8	14	208	244	130	111	44	181	147	76	97	11	72	99	43	145	38	26
LOC107986919	4	1	0	0	4	9	1	4	1	4	6	2	3	0	1	2	2	3	1	0
MTUS1	1569	1379	1660	3601	23091	14936	6923	12993	5550	8948	7103	5531	9285	3608	8203	10829	6106	7021	5628	3846
LOC124901891	6	9	26	24	215	132	76	123	73	108	98	49	109	44	142	128	73	98	90	57
MIR548V	0	0	1	0	1	4	0	2	2	2	0	4	2	0	0	2	4	5	0	0
LOC124901893	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
FGL1	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	1	0	1	0	0
LOC124901892	1	0	1	0	0	3	4	0	1	0	2	2	0	0	0	0	0	0	0	0
LOC124901867	1	3	6	3	7	7	4	27	3	4	10	4	6	3	7	7	3	6	10	2
PCM1	2608	2978	2690	10231	14538	9003	4749	10785	3723	4816	3389	4028	7547	4780	9469	9229	3881	4051	6633	3523
LOC124901894	0	0	2	1	6	5	0	3	0	4	2	6	1	4	10	8	6	3	4	3
ASAH1	1940	2528	1759	6239	20966	11836	5847	15532	7366	9432	7202	3334	11625	4396	9993	16150	9344	8484	7713	6279
ASAH1-AS1	2	4	1	19	86	50	36	48	31	49	41	33	64	31	78	66	37	50	51	40
NAT1	54	53	22	106	290	166	101	151	75	93	66	34	103	49	115	130	67	80	72	38
NAT2	1	1	1	0	10	4	0	8	0	0	2	0	2	0	1	3	2	1	4	1
PSD3	2296	3520	2951	9808	7722	4533	2176	6094	2771	3523	2562	3027	5665	2862	6151	7032	3612	3225	4945	2536
LOC124901896	19	34	64	89	61	8	21	69	13	40	10	14	40	17	8	53	38	21	15	30
LOC124901897	3	4	6	13	16	10	6	8	4	17	1	4	5	1	5	12	7	5	3	6
LOC124901895	0	0	1	1	2	0	1	4	1	2	1	0	0	0	0	0	2	0	0	2
LOC107986868	0	3	4	14	3	2	1	4	4	9	3	1	3	1	0	3	4	5	1	1
LOC124900256	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
LOC105379303	6	4	9	21	14	3	10	36	12	23	10	3	7	3	5	10	12	9	5	7
LOC124901898	0	0	0	0	2	0	4	2	4	1	0	1	0	0	0	4	0	4	1	0
LOC105379301	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100128993	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LOC105379300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D4A	8	12	5	43	107	174	89	97	50	58	47	48	107	33	48	135	40	48	61	39
CSGALNACT1	3	3	8	17	166	201	92	90	24	122	121	56	112	42	92	118	52	121	63	46
LOC124901900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC124901899	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
LOC107986920	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0
INTS10	851	911	534	2037	1074	811	424	960	354	501	439	375	539	395	951	700	413	486	573	211
LOC124901901	2	1	0	0	2	3	0	2	0	0	0	0	0	2	1	0	0	0	1	0
LOC105379309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPL	1094	1747	136	3271	5674	5494	2578	5166	2044	2462	1802	547	3378	1430	3429	7587	1606	1711	2099	2754
LOC105379311	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC18A1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
ATP6V1B2	1826	2291	1156	5795	3392	3145	1486	2974	1146	1290	1155	704	1548	808	2163	2062	1240	1291	1316	685
LZTS1	8	9	10	56	242	370	277	131	66	117	116	101	142	72	209	159	50	100	126	32
LZTS1-AS1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	2	0
LOC105379314	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0
SNORD3F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379315	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105379316	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC03023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02153	0	0	0	0	2	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC124901902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC03093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986922	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFRA2	0	0	0	0	26	57	14	7	5	10	11	2	7	2	27	6	8	12	12	1
DOK2	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
XPO7	1366	1316	1963	3494	5106	4044	1993	3676	1873	2422	1875	1676	3158	1681	3888	3541	1886	1929	2612	1111
LOC124901903	3	12	45	66	21	13	8	39	9	21	8	6	17	14	14	13	18	13	17	9
NPM2	0	0	2	0	4	8	2	5	5	2	4	3	4	0	5	3	4	9	5	3
LOC124902091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF17	1	0	0	0	2	6	5	4	3	4	2	2	1	1	6	4	3	3	7	2
DMTN	20	21	16	25	76	79	26	103	40	44	37	23	53	18	64	54	26	45	41	21
FHIP2B	546	493	374	848	2466	1941	1075	2456	1169	1258	1310	775	1631	637	2448	2305	991	1488	1215	571
NUDT18	6	4	4	6	79	75	34	69	17	31	27	55	30	14	57	43	17	37	21	11
HR	0	0	0	0	2	4	6	5	0	2	2	0	0	0	0	3	0	0	0	2
HRURF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REEP4	145	122	78	234	502	419	231	423	180	193	197	125	272	120	397	360	108	175	177	73
LGI3	0	3	1	0	3	1	0	2	0	1	1	0	2	3	1	1	0	3	0	1
SFTPC	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
BMP1	461	280	282	510	2054	2351	1309	1623	1008	1358	1379	633	1475	558	1967	2024	761	1447	1208	511
LOC124901904	3	2	2	6	11	9	3	12	15	14	17	1	12	8	30	12	4	11	7	2
PHYHIP	14	12	9	14	30	65	29	56	31	32	32	24	27	11	35	61	18	43	36	22
MIR320A	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
POLR3D	420	396	404	1082	1142	1024	596	1226	447	592	500	394	685	419	1145	878	456	538	826	289
PIWIL2-DT	4	11	13	43	49	41	7	3	17	13	10	11	20	15	44	31	15	12	31	14
PIWIL2	34	10	35	91	47	77	40	33	20	51	27	35	30	1	9	23	18	38	5	3
SLC39A14	1160	1048	908	2066	5765	3862	2221	4458	1940	2335	1941	1452	3406	1428	3763	5042	1918	2102	1946	1676
PPP3CC	412	383	468	1080	1177	838	430	841	315	416	313	248	591	332	942	795	374	411	592	285
LOC124901905	1	1	7	3	5	4	4	23	4	8	1	2	8	3	10	6	3	6	5	1
SORBS3	278	161	194	342	2073	2387	1424	1801	892	1309	1234	823	1597	717	2247	1913	786	1314	1409	598
PDLIM2	17	5	31	22	406	554	292	228	103	184	215	191	198	106	393	371	78	158	170	72
C8orf58	37	25	18	22	180	139	67	149	57	64	50	58	79	45	151	129	41	52	56	43
LOC107986876	0	1	1	4	3	5	2	2	3	1	3	1	1	0	0	4	2	4	0	2
CCAR2	1717	1503	1025	3053	4232	3789	1804	4386	1624	1866	1879	1139	2517	1254	3857	3492	1344	1788	2193	899
BIN3	272	226	266	440	410	311	146	501	135	190	210	100	234	81	299	287	142	256	137	78
BIN3-IT1	2	14	14	16	2	9	5	14	2	3	4	3	4	3	5	6	1	7	3	2
LOC107986924	0	0	1	0	0	3	1	3	3	0	4	0	2	0	0	0	2	3	0	0
EGR3	2	0	1	0	35	71	30	30	8	26	43	13	25	10	21	29	6	38	16	8
LOC105379321	1	0	0	0	0	6	2	0	0	0	0	1	1	1	3	5	0	0	0	0
LOC107986926	1	2	1	11	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
PEBP4	0	0	2	0	30	19	4	47	24	8	15	8	18	1	6	26	17	31	6	10
LOC124901908	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC107986925	0	0	0	11	3	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0
LOC105379325	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	1	0	0
LOC124901906	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
LOC101929237	0	0	0	0	2	0	1	0	1	3	1	2	0	1	0	5	3	3	0	0
LOC124901907	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RHOBTB2	511	777	359	969	4261	2913	1522	3187	1376	1363	1252	1135	2292	777	2326	2794	1195	1250	1281	721
LOC107984124	0	0	0	0	10	8	2	5	3	5	3	0	4	0	3	3	6	1	3	2
TNFRSF10B	2178	2423	1661	5569	3601	3655	1679	3030	1106	1157	1645	1078	1806	994	2797	2245	1061	1580	1557	743
LOC286059	0	4	3	0	5	8	2	2	2	0	15	4	2	0	3	3	4	20	3	1
LOC254896	0	0	0	0	10	6	5	20	2	3	3	2	5	1	1	0	7	2	1	3
TNFRSF10C	6	10	5	17	139	53	45	97	34	43	100	42	74	34	87	88	32	152	40	16
TNFRSF10D	239	113	175	604	758	1073	414	288	168	203	398	249	296	154	260	337	136	458	165	135
TNFRSF10A	59	66	55	117	44	63	38	57	10	18	52	10	20	18	40	35	13	100	18	13
TNFRSF10A-DT	5	7	6	7	7	13	4	3	0	4	8	1	3	1	0	8	1	19	2	1
CHMP7	645	635	373	1685	2232	1429	812	1632	630	819	753	491	1102	497	1458	1460	624	775	790	394
R3HCC1	640	536	318	891	2033	1245	662	2056	623	693	643	392	878	411	1521	1434	534	737	825	370
LOXL2	61	24	136	126	2222	3514	1916	1668	777	1562	1337	823	1095	656	1979	1800	528	1100	1132	425
LOXL2-AS1	4	0	15	5	52	31	22	71	26	33	35	11	26	16	78	43	17	44	50	15
ENTPD4	1364	1399	1193	2850	5943	4875	2329	5477	2133	2585	2044	1584	3221	1373	3688	4019	2091	2204	2368	1300
LOC105379327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901909	0	0	0	0	5	16	1	8	3	2	2	2	7	0	4	5	2	2	3	1
SLC25A37	201	139	440	354	1906	1532	749	1528	722	891	803	809	1108	600	1746	1682	802	922	1198	561
LOC107986930	1	1	2	6	8	1	0	12	9	6	3	11	9	4	10	3	4	0	7	5
NKX3-1	97	101	59	266	323	256	123	282	116	143	134	62	194	102	244	260	83	128	148	90
NKX2-6	18	20	38	16	119	38	26	255	74	27	26	61	72	45	219	49	63	42	103	17
LOC124901910	7	2	19	4	176	92	52	263	103	65	60	100	107	111	332	93	106	79	205	25
LOC101929258	0	3	1	1	45	25	14	87	39	21	29	25	40	12	55	31	30	31	22	11
STC1	11	5	47	53	98	20	4	16	9	20	24	126	3	43	63	13	8	14	73	8
LOC107986931	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM28	2	2	0	1	8	55	22	1	3	8	8	22	7	0	11	1	5	2	2	0
ADAM7-AS1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ADAMDEC1	0	0	0	8	2	71	59	19	6	3	2	8	0	1	0	0	2	7	0	0
ADAM7	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0
ADAM7-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEFM	467	744	418	1983	66	53	34	46	17	23	37	6	24	11	6	8	11	59	8	4
LOC112268023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NEFL	6	3	4	14	112	66	28	167	59	6	15	28	30	39	100	4	21	27	55	4
MIR6841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379330	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901911	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
LOC124901912	6	3	2	19	9	8	3	6	2	8	6	3	6	2	3	2	3	23	0	0
DOCK5	837	810	335	3310	775	1076	476	537	280	415	365	317	576	281	606	682	314	425	513	275
MIR6876	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105379331	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GNRH1	75	56	83	252	255	131	45	141	41	54	43	29	77	48	108	94	79	65	90	45
KCTD9	1862	2045	1666	6241	3258	1524	862	2031	845	880	695	676	1467	943	2064	1734	1038	743	1400	623
LOC124901913	1	10	9	26	15	20	4	5	2	2	2	8	12	13	9	9	3	7	9	4
CDCA2	207	179	226	643	816	523	339	605	209	179	174	193	514	256	592	638	149	118	338	158
LOC107986933	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105379333	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105379332	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
LOC124901915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF2	2	0	5	3	6	50	34	10	3	120	100	21	22	17	27	23	5	82	21	2
LOC102723395	0	0	3	0	1	1	0	0	0	2	1	0	1	0	0	0	1	1	0	0
LOC124901914	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC105379335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PPP2R2A	561	472	730	1962	2583	1851	924	1434	667	886	674	618	1134	743	1589	1470	667	698	1045	522
SDAD1P1	30	62	18	109	200	123	53	110	45	51	46	103	55	37	99	84	46	81	72	20
BNIP3L	994	1026	1371	3933	3353	2823	1173	1561	735	1123	743	1663	1139	631	1669	1274	749	892	934	499
LOC124901868	1	0	9	7	4	3	4	2	2	1	2	2	3	0	2	8	3	2	3	1
PNMA2	10	9	21	23	55	333	150	144	60	50	22	47	77	22	112	63	33	35	32	17
DPYSL2	123	71	174	373	1353	2462	1236	1192	476	957	911	648	1279	493	1272	1762	366	668	713	489
LOC124901916	1	1	1	8	9	5	13	11	1	9	1	3	3	1	7	1	1	2	7	1
ADRA1A	0	0	0	0	0	1	3	0	0	0	0	3	1	0	1	0	2	3	2	0
LOC124901918	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
LOC124901917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548H4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379340	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
STMN4	1	1	0	8	0	10	4	0	0	0	1	0	0	0	3	2	2	0	0	0
TRIM35	158	155	158	314	719	527	256	613	238	288	220	195	430	175	490	597	206	288	290	162
PTK2B	13	19	8	22	127	215	114	147	76	77	109	86	106	51	189	147	61	133	118	43
MIR6842	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CHRNA2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
EPHX2	56	51	62	68	653	431	270	942	343	438	422	415	519	302	771	687	458	502	556	212
LOC124901919	19	20	0	41	3	0	0	6	2	3	1	4	3	1	8	2	7	6	7	1
CLU	33506	34485	13173	60110	10149	7686	3437	9412	3526	6263	5750	1774	5334	1486	4947	6567	4648	7641	3681	2095
MIR6843	13	14	1	5	1	0	0	6	2	2	3	2	1	1	2	0	7	3	2	0
SCARA3	23	17	9	32	713	921	520	448	230	1030	960	219	378	120	333	465	252	1098	242	120
LOC124901921	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	1	0	0
LOC124901920	0	0	0	0	10	13	0	0	2	28	6	6	6	2	0	11	12	27	5	3
