	SRX3375391	SRX3375392	SRX3375393	SRX3375394	SRX3375395	SRX3375396	SRX3375397	SRX3375398	SRX3375399	SRX3375400
LOC105369756	0	0	0	0	0	0	0	0	0	0
DDN	20	9	9	9	11	18	107	119	44	26
DDN-AS1	4	5	4	2	2	1	3	5	6	11
PRKAG1	661	651	742	948	838	523	977	1074	1079	803
KMT2D	2386	1490	1423	1481	2672	2875	1487	1170	5014	5080
RHEBL1	143	171	30	38	89	90	7	15	8	19
DHH	1	3	0	3	8	4	0	0	47	68
LOC105369759	4	4	4	7	8	4	0	1	2	5
LMBR1L	731	719	821	1422	1305	895	388	431	610	576
TUBA1B	31703	39548	19099	18302	44244	32200	11209	15738	29457	19514
TUBA1B-AS1	6	5	3	5	7	9	2	4	15	17
TUBA1A	4641	5097	3331	3217	4649	2738	8972	14095	11115	9237
TUBA1C	7602	10082	5084	5985	5290	4017	964	1088	2447	1691
TROAP-AS1	9	6	6	6	11	10	1	0	18	16
PRPH	3	0	2	0	32	38	1	0	10	29
TROAP	570	802	375	466	1231	866	64	39	658	619
C1QL4	6	3	5	1	11	10	0	0	2	14
DNAJC22	2	4	27	31	234	150	32	13	82	88
SPATS2	920	699	1083	1282	1457	1133	970	816	769	831
LOC100335030	15	5	6	6	27	25	8	4	29	75
KCNH3	17	9	24	25	96	57	29	57	75	63
LOC105369761	0	0	3	6	11	6	4	4	19	25
MCRS1	1361	1965	850	1160	2121	1482	1968	2077	1739	1103
FAM186B	23	16	31	32	67	91	20	22	126	134
PRPF40B	214	211	134	230	323	261	163	175	294	294
FMNL3	791	1062	632	792	1752	1523	300	234	2366	2599
LOC124902929	0	2	0	0	1	1	0	0	0	0
TMBIM6	12894	14652	9807	11857	16395	12328	10013	10541	9124	6597
NCKAP5L	946	1253	570	719	1251	866	1617	1667	1529	1220
BCDIN3D-AS1	18	18	15	19	51	48	26	43	35	49
BCDIN3D	29	41	29	65	147	90	91	130	58	69
FAIM2	4	1	43	20	41	28	1	2	45	44
LINC02396	1	1	0	4	2	0	0	0	1	1
LINC02395	0	0	0	0	1	0	1	1	3	1
LOC124902930	0	0	0	0	0	0	0	0	2	1
LOC105369763	0	1	0	0	0	0	0	0	1	1
AQP2	0	2	0	0	1	1	1	0	0	0
AQP5-AS1	2	0	0	0	0	0	2	0	0	1
AQP5	25	34	6	5	17	5	1	5	8	4
LOC105369764	0	0	1	0	3	4	1	0	7	2
AQP6	4	2	0	2	2	3	4	2	2	4
RACGAP1	1894	2372	1743	2142	3591	2446	496	561	2385	1755
ASIC1	31	15	37	36	281	242	30	69	112	134
SMARCD1	3536	3712	2644	3119	4147	3007	936	1002	1236	1220
GPD1	13	8	3	4	43	28	18	32	21	19
COX14	233	347	125	139	240	193	682	722	621	323
CERS5	678	747	742	996	1122	887	626	796	919	854
LOC124902931	31	32	18	29	37	50	13	11	60	102
LIMA1	1947	1769	731	787	1624	1235	321	116	1110	1998
MIR1293	0	0	0	0	0	0	0	0	1	1
LOC107984505	3	6	4	5	9	13	3	9	21	29
FAM186A	2	1	1	1	5	2	0	0	3	19
LARP4	2904	2664	1404	1281	2618	2629	1862	2339	2220	2392
SNORD133	603	381	251	960	945	1770	1231	1950	1132	1577
DIP2B	2500	2220	1647	1862	3901	2933	3955	3469	3322	3027
LOC124902932	3	4	2	4	3	6	3	2	15	20
ATF1	705	622	447	589	550	451	389	474	453	458
TMPRSS12	1	0	0	0	2	3	1	1	2	4
TMT1A	250	299	10	11	275	70	99	27	457	346
HIGD1C	10	1	4	5	23	26	13	12	64	122
SLC11A2	1819	1831	1673	2355	3239	2477	1258	1427	1385	1385
LETMD1	912	743	1124	1763	1178	854	643	700	1038	1014
CSRNP2	697	891	555	917	1422	1305	742	845	1206	1377
TFCP2	871	808	617	632	804	715	557	593	975	1050
LOC124902933	1	0	0	1	5	0	0	0	0	0
POU6F1	237	238	212	238	145	157	135	203	362	369
DAZAP2	520	505	387	629	755	609	1153	1337	1816	1565
SMAGP	65	80	81	166	402	384	24	25	93	101
BIN2	1	1	0	0	2	6	0	0	53	55
LOC105369767	0	0	0	0	2	0	0	0	1	2
CELA1	0	1	0	0	1	1	0	0	0	0
GALNT6	232	271	148	195	714	460	155	51	27	67
SLC4A8	176	179	163	393	1867	1260	635	171	163	335
SLC4A8-AS1	2	3	1	0	11	8	1	0	0	2
SCN8A	447	386	302	316	431	366	95	143	96	188
TMDD1	3	1	3	7	15	11	1	3	1	5
FIGNL2	72	82	163	237	1458	1065	292	321	43	111
FIGNL2-DT	3	1	2	4	16	17	3	7	1	2
ANKRD33	68	21	54	72	16	16	0	5	3	2
ACVRL1	12	9	57	102	218	186	46	28	1090	800
ACVR1B	580	494	912	991	1854	1283	1878	2138	1197	921
TAMALIN-AS1	2	1	2	7	17	2	0	4	5	11
TAMALIN	97	71	167	215	212	147	33	40	213	238
LOC124902934	4	4	4	5	10	2	0	1	1	2
NR4A1	267	257	210	282	222	201	129	141	97	142
LOC107984510	10	12	10	6	13	7	1	1	4	11
NR4A1AS	0	0	0	0	0	0	0	0	0	0
ATG101	587	946	279	384	595	413	579	634	325	303
SMIM41	2	0	0	0	3	3	0	0	7	4
OR7E47P	0	0	0	0	0	0	0	0	0	2
LOC112268096	4	2	1	1	1	0	1	1	4	70
KRT80	8	4	0	0	4	3	4	0	50	48
LINC02874	0	0	0	0	0	0	0	0	1	0
LINC00592	3	0	0	0	0	0	0	0	2	0
KRT7	42	58	2	2	1	1	278	13	19	20
KRT7-AS	2	3	0	0	0	0	1	0	0	2
KRT87P	1	0	0	0	0	0	0	0	0	0
KRT86	0	1	0	0	0	0	0	0	0	0
KRT81	1	4	0	0	0	0	1	1	1	17
LOC124902935	0	0	1	0	0	0	0	0	0	0
KRT83	1	1	0	0	0	0	0	0	0	0
KRT85	0	0	0	0	0	0	0	0	0	0
KRT84	0	0	0	0	0	0	0	0	0	0
KRT82	0	0	0	0	0	0	0	0	2	1
KRT75	0	0	0	0	0	0	0	0	2	1
KRT6B	0	0	0	0	0	0	0	0	2	0
KRT6C	0	0	0	0	0	0	0	0	0	1
KRT6A	0	0	0	0	0	0	0	0	0	4
KRT5	0	0	0	0	0	0	0	0	8	353
KRT71	0	0	0	0	0	0	0	0	0	0
KRT74	0	0	1	0	1	1	0	0	3	6
KRT72	0	0	3	2	0	0	0	0	1	4
KRT73	0	0	2	5	0	0	0	0	1	0
KRT73-AS1	0	0	0	0	0	0	0	0	0	0
KRT2	0	0	2	6	0	0	0	0	1	2
KRT1	0	0	0	0	0	0	0	0	3	6
KRT77	0	0	0	0	0	0	1	0	1	1
KRT76	0	1	0	0	0	0	0	0	0	1
KRT3	0	1	0	0	0	0	0	0	0	0
KRT4	0	0	0	0	0	3	0	0	5	51
KRT79	0	0	0	0	8	5	0	0	1	0
KRT78	0	0	0	0	1	0	0	0	0	0
KRT8	6465	7395	7384	10434	37426	26028	16514	26019	4052	3456
MIR9898	0	0	1	0	0	0	0	0	0	0
KRT18	7599	8873	6276	9250	20396	13744	7581	10888	2823	2304
EIF4B	23242	20508	23956	34701	34847	26429	8829	9657	19810	11959
TNS2-AS1	60	38	21	46	70	72	8	29	98	80
TNS2	218	269	559	613	515	342	64	101	2241	2124
MIR6757	1	2	1	1	0	2	0	0	11	9
SPRYD3	174	185	130	151	212	172	389	408	571	422
IGFBP6	130	166	143	232	379	147	44	60	286	299
SOAT2	0	0	1	4	44	18	11	2	10	23
LOC124902936	0	1	1	0	19	1	1	0	0	4
CSAD	103	86	125	241	506	442	80	87	323	614
ZNF740	998	1023	937	1328	2531	1853	878	970	1195	990
ITGB7	3	4	18	30	8	12	0	2	0	16
RARG	1150	1189	1269	1726	466	422	123	150	349	629
LOC122455340	3	1	1	0	6	1	0	1	0	0
MFSD5	284	396	262	310	402	263	325	331	312	250
ESPL1	1736	2171	1072	1168	2137	1535	180	168	802	934
PFDN5	2361	2501	2709	3550	5220	3601	2435	2858	3749	2502
MYG1	712	876	674	915	880	568	551	694	576	424
AAAS	1183	1366	1328	1468	1955	1347	1096	1277	1065	817
SP7	9	0	18	19	16	7	0	3	2	13
SP1	4878	3961	4324	5381	5411	4612	2311	2623	4500	4041
AMHR2	0	3	622	1195	321	190	187	138	100	86
PRR13	1032	1181	966	1388	950	649	559	751	320	273
PCBP2	2666	2186	2793	3817	5924	4629	2886	3064	7032	7112
PCBP2-OT1	5	10	5	15	17	18	4	0	20	36
MAP3K12	403	353	266	430	569	466	208	249	516	714
TARBP2	694	978	593	812	962	625	530	548	316	285
ATF7-NPFF	0	0	1	0	1	0	0	0	0	2
NPFF	1	1	5	3	7	2	3	2	11	12
ATF7	137	98	95	95	213	225	129	111	609	695
LOC100652999	0	0	0	0	0	0	0	0	4	4
LOC124902937	4	0	4	3	8	13	2	1	22	31
LOC124902938	2	3	10	10	11	6	0	3	6	2
ATP5MC2	3998	3870	3343	4729	6392	4864	3466	3906	5621	3280
CALCOCO1	250	318	439	791	1524	949	2000	2131	2522	1825
LOC105369774	1	2	1	6	5	1	0	1	0	0
CISTR	5	0	0	1	1	0	0	0	1	0
LOC105378250	3	1	1	0	0	0	0	0	0	0
LOC107984525	41	22	2	2	4	1	0	0	0	2
HOXC13-AS	0	1	0	0	0	0	0	0	0	0
HOXC13	0	0	0	0	0	0	1	1	0	0
LOC105369775	0	0	0	0	0	0	0	0	0	0
HOXC12	0	0	0	0	0	0	0	0	0	0
HOTAIR	0	0	0	0	0	0	0	0	0	0
HOXC11	0	0	0	0	0	0	0	0	0	0
HOXC-AS3	0	0	0	0	0	0	0	0	0	0
HOXC10	0	0	0	1	0	0	0	0	0	0
MIR196A2	0	0	0	0	0	0	0	0	0	0
HOXC-AS2	0	0	0	0	0	0	0	0	0	0
HOXC-AS1	0	0	0	0	0	0	0	0	0	0
HOXC9	0	0	0	0	0	0	0	0	0	0
HOXC8	0	0	0	0	0	0	0	0	1	1
LOC124902939	0	0	0	0	0	0	0	0	0	0
HOXC4	0	0	0	0	0	0	0	0	2	53
HOXC5	0	1	1	0	0	1	1	0	0	22
HOXC6	0	0	0	0	0	0	0	1	4	6
MIR615	0	0	0	0	0	0	0	0	0	1
FLJ12825	0	0	0	0	3	5	0	0	0	21
LOC100240735	1	0	0	0	0	0	0	0	1	8
LOC100240734	0	0	0	0	0	0	0	0	0	1
FAM242C	0	0	0	0	0	0	0	0	0	0
LINC02381	1	0	1	0	17	6	69	0	19	93
SMUG1-AS1	6	0	5	3	13	18	3	2	1	16
SMUG1	322	363	361	440	729	484	478	629	398	402
LOC102724030	3	0	1	0	2	2	0	0	2	6
LOC105369777	0	0	0	0	0	0	0	0	0	0
CBX5	18367	12910	14169	17177	34392	29913	10416	11732	16721	16925
MIR3198-2	0	0	0	0	0	0	0	0	0	0
SCAT2	27	29	24	25	47	47	6	5	25	43
HNRNPA1	29783	25514	28048	33812	46779	37140	7512	7318	14010	13387
NFE2	35	35	47	46	58	33	100	92	61	92
COPZ1	931	952	1053	1481	1787	1196	1163	1303	1233	978
MIR148B	0	2	1	2	0	2	0	1	3	5
GPR84	2	1	2	1	9	5	0	1	3	3
GPR84-AS1	11	10	33	79	27	30	3	7	11	23
ZNF385A	102	55	70	90	246	144	103	140	89	72
ITGA5	1330	1340	8422	15877	5922	4219	1885	2409	3673	3127
GTSF1	11	15	10	3	6	3	0	0	4	2
NCKAP1L	1	2	21	50	43	20	3	12	198	284
PDE1B	51	48	116	191	1323	787	165	148	79	89
PPP1R1A	135	112	44	54	924	485	1469	1694	1735	766
GLYCAM1	0	0	0	1	0	0	0	0	1	0
LACRT	0	0	0	0	0	0	0	0	0	0
DCD	0	0	0	0	0	0	0	0	0	0
MUCL1	1	0	0	1	1	0	0	0	0	0
TESPA1	3	5	7	10	0	1	0	0	5	112
LOC107984515	0	0	0	0	0	0	0	0	1	1
NEUROD4	0	0	0	0	3	0	0	0	0	1
LOC101927484	1	0	0	0	1	1	0	0	0	0
OR9K2	0	0	0	0	0	0	0	0	0	0
OR10A7	0	0	0	0	0	0	0	0	0	0
OR6C74	1	0	0	0	0	0	0	0	0	1
OR6C6	0	0	0	0	0	0	0	0	0	0
OR6C1	0	0	0	0	0	0	0	0	0	0
OR6C3	0	0	0	0	0	0	0	0	0	0
OR6C75	0	0	0	0	0	0	0	0	0	0
OR6C65	0	0	0	0	0	0	0	0	0	0
OR6C76	0	0	0	0	0	0	0	0	2	1
LOC124902940	0	0	0	0	0	0	0	0	0	0
OR6C2	0	1	0	0	0	0	0	0	0	0
OR6C70	0	0	0	0	0	0	0	0	0	0
OR6C68	0	0	0	0	0	0	0	0	0	1
OR6C4	0	0	0	0	0	1	1	0	0	0
OR2AP1	0	0	0	0	0	0	0	0	0	0
OR10P1	0	0	0	0	0	0	0	0	2	0
TMT1B	39	53	42	39	90	72	39	41	105	52
ITGA7	924	1228	431	579	1601	1196	4768	5858	4498	3039
BLOC1S1-RDH5	0	0	0	0	0	0	0	0	0	0
BLOC1S1	151	184	121	160	225	126	131	117	213	128
RDH5	9	12	10	20	33	26	7	7	22	36
CD63	3602	4231	3829	4747	5545	4253	5091	5649	5512	3816
CD63-AS1	55	86	57	78	116	97	111	158	155	106
GDF11	494	520	515	718	1742	1516	1958	1798	1021	882
SARNP	1795	2207	1280	1575	2100	1376	1364	1640	1330	1062
ORMDL2	253	385	222	213	474	384	272	326	230	228
DNAJC14	960	1039	795	1019	1497	1160	737	939	804	678
TMEM198B	114	128	66	132	239	180	126	130	218	183
MMP19	26	31	22	26	23	8	8	6	101	105
LOC124903120	0	0	0	0	0	0	0	0	0	0
PYM1	734	1035	645	811	827	524	362	417	205	192
LOC124902941	18	13	10	11	20	25	11	16	27	46
DGKA	239	246	183	220	241	168	245	308	247	566
PMEL	3070	3335	834	701	1263	968	58	53	96	86
CDK2	1086	1215	716	820	1783	1335	696	954	1380	1098
RAB5B	1375	1279	1284	1694	2590	1910	2387	2971	3416	2569
SUOX	309	484	264	319	780	479	793	921	846	619
IKZF4	121	80	85	95	188	171	82	97	309	366
LOC105369781	0	0	0	0	0	0	0	0	0	0
RPS26	2692	3705	1105	1330	1549	1033	1293	1438	1210	795
ERBB3	1752	2045	1018	1087	1144	863	798	540	345	650
LOC105369782	9	2	2	4	11	6	2	1	1	3
PA2G4	6166	7235	3312	3870	4698	3790	2155	3075	2635	2220
RPL41	10737	10372	10863	13288	16536	12429	5450	7087	8517	6437
ZC3H10	410	429	264	339	553	392	412	466	463	371
ESYT1	3889	4151	4348	6330	4816	3724	4648	4734	2682	2460
LOC124902943	14	11	10	15	17	12	3	9	6	12
LOC124902942	8	4	2	4	4	9	1	1	9	4
MYL6B	1145	1150	1158	1647	1843	1265	921	993	927	693
MYL6	8666	11162	7193	8623	16634	10774	25389	36686	25250	16899
SMARCC2	1415	1443	1190	1580	2879	2254	2195	2332	3451	2811
TRS-CGA4-1	0	0	0	0	1	0	0	2	0	0
LOC107984468	7	0	1	3	5	5	1	0	0	7
RNF41	1744	1960	902	1157	1583	1194	1246	1741	1706	1192
NABP2	562	617	338	434	248	147	314	279	328	264
SLC39A5	14	8	6	7	219	156	60	2	20	24
ANKRD52	1264	1391	637	836	1278	1160	1267	1114	1920	1882
COQ10A	315	330	395	569	429	322	397	584	421	280
CS	4040	4207	2718	3206	4336	3253	7191	9434	9824	6243
CNPY2	1673	2208	895	1157	1754	1213	848	849	627	641
CNPY2-AS1	23	27	24	30	23	28	4	12	30	46
PAN2	1220	1034	1901	2780	3368	2713	1078	1425	2323	1768
IL23A	88	99	173	277	33	19	4	7	8	10
STAT2	1015	1264	1399	1875	2479	1819	1253	1276	2041	2104
APOF	2	4	5	6	9	7	4	1	1	3
TIMELESS	3080	2887	2233	2509	4066	3255	622	595	1246	1240
MIP	2	1	1	8	8	11	8	6	3	3
SPRYD4	300	422	197	235	327	249	263	393	478	410
GLS2	58	55	7	8	4	8	6	6	12	15
LOC124902944	8	4	1	1	3	2	0	0	7	7
SNORA105C	1	0	2	0	1	1	1	1	1	3
RBMS2	585	534	666	816	875	814	496	680	2261	2500
BAZ2A	3145	2617	3021	3742	5053	4106	3343	3299	2695	2545
ATP5F1B	19648	21700	11693	14993	18720	13634	36549	47328	33007	17086
SNORD59B	8	1	4	5	10	7	2	7	9	11
SNORD59A	12	11	2	5	10	12	1	6	13	14
PTGES3	10341	9482	4781	6334	7305	6476	2856	3815	3591	3959
NACA	17001	17338	13755	18213	22616	18059	7421	8888	12855	11060
PRIM1	1114	1420	652	881	1368	1059	110	149	400	405
HSD17B6	38	51	18	37	18	25	4	4	2	5
LOC124900330	0	0	0	0	0	0	0	0	0	0
SDR9C7	1	2	1	0	8	15	6	11	5	9
RDH16	16	7	22	18	27	42	2	10	7	19
LOC124902945	37	14	22	26	53	83	9	20	30	45
GPR182	43	23	35	32	84	142	11	16	54	47
ZBTB39	1475	1561	1241	1632	2561	2222	951	999	826	663
TAC3	118	108	59	80	330	207	23	10	19	12
MYO1A	5	5	2	2	11	9	2	1	11	6
NEMP1	2438	2472	2112	2724	3143	2967	503	545	1383	1365
NAB2	680	693	887	1236	944	754	708	1074	601	639
STAT6	952	1034	1217	1818	1276	922	1274	1418	928	1384
LOC124902946	14	19	16	25	21	28	5	9	10	14
LRP1	7992	4238	5336	5944	6914	6253	4708	4563	11988	15281
LRP1-AS	7	2	3	7	8	11	1	5	11	26
MIR1228	0	0	0	0	1	0	0	0	0	0
NXPH4	41	30	182	237	1	4	21	87	30	34
SHMT2	6094	7312	4779	5906	2746	2235	2829	6748	1543	1079
NDUFA4L2	51	20	789	1223	30	23	16	91	284	183
STAC3	41	20	29	29	62	40	276	55	39	46
R3HDM2	646	533	1066	1451	1976	1557	732	904	1789	1611
INHBC	6	7	5	6	3	3	3	7	2	5
INHBE	114	216	21	19	10	13	141	388	2	8
LOC124902947	17	34	20	19	16	3	8	12	1	6
GLI1	265	331	226	266	306	150	32	41	59	132
ARHGAP9	62	82	15	25	6	5	18	32	20	79
MARS1	6451	8131	1841	1874	3029	2564	3867	7047	2275	1873
MIR6758	8	10	1	1	12	6	5	0	3	7
DDIT3	58	71	100	245	157	126	164	418	200	139
LOC128125814	0	0	0	0	0	0	0	0	0	0
MIR616	11	5	7	15	12	7	4	1	9	5
MBD6	135	69	101	137	246	240	241	160	523	555
DCTN2	1686	1618	1525	1956	2902	1931	2188	2720	2992	2079
KIF5A	376	380	133	169	41	17	20	43	22	140
PIP4K2C	540	644	445	508	693	505	510	642	445	403
DTX3	605	658	728	1189	1207	887	509	672	1099	861
ARHGEF25	225	195	510	664	1013	765	244	444	1217	1155
LOC101927583	2	1	4	6	9	11	1	1	10	25
SLC26A10P	1	3	8	13	15	6	2	1	17	30
B4GALNT1	17	16	9	11	9	20	1	1	39	60
OS9	1990	2183	3215	4277	5438	3260	3094	2900	2996	2615
AGAP2	54	51	12	10	11	7	2	0	203	163
AGAP2-AS1	1	0	1	0	0	0	0	0	1	0
TSPAN31	293	306	493	724	913	574	522	593	562	484
CDK4	1867	2368	1303	1655	2358	1677	812	936	1137	1029
MIR6759	0	0	0	0	0	0	0	0	0	0
MARCHF9	89	83	71	89	249	197	248	312	232	192
CYP27B1	32	45	25	17	31	24	5	2	17	15
METTL1	197	338	172	238	246	238	125	163	141	185
EEF1AKMT3	84	74	99	144	173	149	34	49	92	162
TSFM	673	1050	481	509	765	589	678	726	718	559
AVIL	76	56	59	66	182	153	104	134	527	524
CTDSP2	3726	3232	3376	5113	5575	3993	3685	3758	6871	5451
MIR26A2	6	2	5	4	3	6	3	3	21	15
LOC105369783	40	32	31	41	82	57	14	7	126	173
LOC283387	4	2	4	4	6	4	1	2	4	6
LOC124902948	2	0	3	4	3	2	2	1	1	2
LOC101927608	1	2	1	1	0	0	1	0	1	0
GIHCG	32	49	79	112	192	113	140	252	207	181
ATP23	154	165	133	179	168	99	84	128	83	111
LOC105369784	0	0	0	0	0	0	0	0	0	0
LINC02403	1	0	0	0	0	1	0	0	0	0
LOC105369786	0	0	0	0	0	0	0	0	0	1
LOC105369787	3	1	1	6	2	2	1	0	0	0
LOC105369788	0	0	0	1	0	0	0	0	0	0
LOC105369789	0	1	0	0	0	1	0	0	1	1
LINC02388	0	0	0	0	2	0	0	0	0	3
LOC124902949	0	0	0	0	0	0	0	0	0	0
LOC100506869	0	0	2	0	0	0	0	0	0	0
LRIG3	564	587	6031	9083	9766	8187	607	429	1388	1888
LRIG3-DT	6	2	11	13	30	23	3	6	0	13
LINC02448	0	0	0	1	0	0	0	0	0	0
SLC16A7	197	188	63	34	197	307	180	241	1897	1749
LOC100996696	2	0	1	0	0	1	0	0	0	1
LOC124903070	0	0	0	0	0	0	0	0	1	0
LOC124903071	0	0	0	0	0	0	0	0	0	0
LOC105369793	2	0	7	2	1	4	0	1	6	13
TAFA2	50	38	129	401	72	149	51	61	56	136
LOC124902950	9	3	9	13	6	38	1	3	27	80
MIR6125	0	0	1	0	0	0	0	0	0	0
USP15	1277	1538	710	940	1292	1221	1638	1955	2000	2457
MON2	1132	842	1195	1471	2016	2301	1004	1052	2520	3641
LINC01465	55	60	94	130	165	186	22	28	89	104
MIRLET7I	8	12	9	22	26	29	2	2	8	4
MIRLET7IHG	64	46	134	204	231	272	30	35	240	421
PPM1H	3405	2993	2251	2255	3355	2230	477	333	413	402
LOC124903103	0	1	0	1	1	4	0	0	0	4
LOC105369795	23	15	15	4	18	59	2	1	23	41
AVPR1A	24	3	2	2	1	0	5	1	97	39
LINC03056	0	0	0	0	0	0	0	0	1	3
LOC105369797	0	0	1	0	0	0	0	0	2	0
DPY19L2	45	59	66	82	219	306	107	230	2828	2895
RXYLT1	228	266	169	234	330	294	256	331	390	391
RXYLT1-AS1	0	3	1	0	4	1	0	0	3	4
MIR10527	2	3	1	1	2	3	0	0	4	7
SRGAP1	290	208	130	156	415	430	460	398	1152	1035
LOC105369801	2	3	4	1	4	7	2	2	18	17
LOC105369798	3	0	0	1	2	8	2	1	14	9
KICS2	273	199	173	167	210	203	122	169	80	100
LOC124902952	4	7	2	1	7	3	5	8	4	7
C12orf56	67	74	39	31	66	29	16	9	1	41
LOC124903101	0	0	0	0	0	0	0	0	0	0
XPOT	9429	11139	4266	5157	5413	4832	3121	5831	2372	2325
TBK1	1128	1024	763	880	929	785	524	644	482	524
RASSF3	1175	1177	1308	1525	855	713	1067	1062	2143	1656
LOC105369803	1	0	0	0	0	0	0	0	0	0
LOC124903098	0	0	0	0	0	0	0	0	0	0
LOC107984521	0	0	0	0	0	0	0	0	0	0
RASSF3-DT	2	4	11	12	4	5	2	2	1	1
MIR548C	0	0	0	0	0	0	0	0	0	0
MIR548Z	0	0	0	0	0	0	0	0	0	0
GNS	1533	1410	1755	2543	3956	2745	5873	5065	6044	4216
TBC1D30	59	75	34	20	51	42	73	56	59	93
LOC124903113	0	0	0	0	0	2	0	0	1	3
LINC02389	16	18	1	2	0	0	1	0	1	0
LINC02231	11	27	0	0	0	0	0	0	0	0
LOC107984522	3	8	2	2	0	0	0	0	0	0
WIF1	26	34	4	5	3	8	2	0	0	93
LOC124902953	0	2	2	0	1	0	1	0	0	0
LEMD3	1462	1823	1060	1471	1988	2020	1293	1457	1071	1058
MSRB3	10	17	23	13	224	205	2135	2682	5821	3932
LOC124902954	0	0	0	0	1	1	3	2	33	52
MSRB3-AS1	0	0	0	0	0	0	3	3	11	18
LOC105369809	0	0	0	0	0	0	1	3	13	7
LOC105369187	0	0	0	0	0	0	0	0	0	0
LOC105369808	0	0	0	0	0	0	0	0	4	0
LINC02454	0	0	0	0	0	0	0	0	12	8
LOC105369806	0	0	0	0	0	0	0	0	0	2
RPSAP52	8	5	6	1	6	11	2	4	13	19
HMGA2	3345	3238	2642	2689	4058	3052	1561	1021	759	1496
HMGA2-AS1	45	20	26	12	76	127	9	4	207	407
LOC124902955	37	9	10	7	32	67	9	2	63	152
MIR6074	0	0	0	0	0	0	0	0	0	0
LINC02425	0	0	0	0	0	0	0	0	0	0
LLPH	474	658	336	368	561	474	531	661	508	520
LLPH-DT	4	7	3	4	23	25	15	18	27	23
TMBIM4	290	403	371	545	579	462	501	547	873	898
IRAK3	63	89	63	71	54	50	10	20	595	1079
MIR6502	0	0	0	0	0	0	0	0	0	0
HELB	558	533	305	370	474	360	142	148	131	256
LOC124903104	12	19	9	10	18	11	10	4	2	6
GRIP1	389	342	235	245	515	413	674	676	163	311
LOC105369811	7	5	4	3	9	12	2	4	9	17
LOC124902956	49	26	15	16	89	156	45	38	150	477
LOC102724421	0	0	0	0	0	0	0	0	0	0
CAND1	9805	11736	7343	9997	12933	10475	6256	6753	5141	6076
LOC124902957	4	7	3	3	6	11	4	6	8	13
LOC105369813	0	0	0	0	1	1	0	0	0	4
LOC105369812	0	3	2	1	0	8	1	2	5	34
LOC124903072	0	0	0	0	0	0	0	0	0	2
LINC02420	0	0	0	0	0	1	0	0	0	1
LINC02408	0	0	0	0	1	1	0	0	0	6
LINC02442	0	0	0	0	0	0	0	0	0	0
DYRK2	1833	1923	1512	2200	9165	10464	2814	3157	4051	3707
LOC105369816	37	22	32	37	121	192	50	35	148	174
LOC124902958	2	2	1	0	7	14	2	2	10	19
LINC02421	1	0	0	0	10	24	0	4	11	12
LINC01479	0	0	0	0	3	3	1	1	3	7
IFNG-AS1	1	0	0	0	2	3	0	1	3	4
IFNG	0	0	0	0	1	0	0	0	0	0
LOC105369818	0	0	0	0	0	0	0	0	0	1
IL26	0	0	0	0	4	1	0	0	0	0
IL22	0	0	0	0	0	0	0	0	0	0
MDM1	258	294	240	214	864	629	362	454	667	700
LOC105369819	2	2	4	2	5	7	1	3	14	13
LINC02384	0	0	0	0	0	0	0	0	0	2
RAP1B	902	1007	612	788	1205	972	610	665	749	1045
SNORA70G	4	3	3	1	3	11	1	0	12	21
LOC100507250	9	16	19	16	55	43	5	8	6	7
NUP107	4172	4730	2934	3553	4945	3752	1425	1518	1835	1639
SLC35E3	392	405	446	521	673	523	495	523	509	519
SZRD1P1	2	0	0	3	0	1	1	2	1	2
MDM2	7105	5707	3019	4091	3491	3119	4155	4752	2494	2864
CPM	7	20	5	1	20	9	74	46	45	84
TODL	0	1	0	0	2	0	0	0	0	0
CPSF6	4274	4310	3084	3809	5589	6413	1964	2066	2768	3668
MIR1279	0	0	0	0	0	0	0	0	0	0
LYZ	0	2	2	2	26	20	7	6	50	80
YEATS4	959	1043	713	993	1076	815	206	285	343	368
FRS2	1021	929	893	1345	2558	2543	949	908	1480	1602
SNORA113	2	1	0	1	0	3	1	0	3	7
MIR3913-1	0	0	0	0	0	0	0	0	0	0
MIR3913-2	0	0	0	0	0	0	0	0	0	0
CCT2	11221	14340	6580	8300	10683	8540	7095	9419	4999	4051
LRRC10	2	0	0	1	1	0	634	802	4937	2019
LOC105369823	0	0	2	0	0	0	1	1	26	26
BEST3	1	1	0	0	1	0	1	5	99	136
LOC101928002	0	0	0	0	1	0	3	4	18	12
RAB3IP	989	926	612	640	1248	1035	1410	2235	2735	2082
MYRFL	47	60	9	12	36	28	61	60	177	83
LOC124902959	4	0	0	3	0	2	0	0	0	0
LINC02821	5	0	1	4	3	8	0	0	1	6
PRANCR	48	57	45	40	53	54	20	23	42	60
CNOT2	2110	2123	2004	2660	2656	2217	1275	1518	1997	2160
KCNMB4	932	889	448	628	620	418	621	927	1069	1158
LOC105369828	6	3	3	0	2	2	0	1	92	118
PTPRB	108	61	1	1	32	34	28	15	1417	1275
PTPRR	29	11	1	3	3	1	40	29	47	54
LOC124902960	0	1	0	0	0	0	0	0	1	2
LOC124902961	50	55	25	25	25	29	0	1	2	2
TSPAN8	1	1	0	0	2	0	0	0	17	26
LOC105369831	0	0	0	0	0	0	0	0	0	0
LOC105369832	0	0	0	0	0	0	0	0	0	1
LOC124902962	0	0	2	4	7	2	0	0	0	0
