	day0_rep1	day0_rep2	day2_rep1	day2_rep2	day5_rep1	day5_rep2	day14_rep1	day14_rep2	fetal_rep1	fetal_rep2
LOC105370204	0	0	1	0	2	2	0	1	2	0
ARL11	37	56	31	40	27	21	21	13	97	49
LOC105370205	61	49	14	26	31	39	4	5	40	24
EBPL	2072	2027	1038	1304	1674	1414	458	462	320	356
KPNA3	2719	2553	1254	1649	3966	3361	2591	2935	2208	2430
CTAGE10P	1	0	0	0	2	0	0	1	1	5
SPRYD7	233	201	218	312	361	255	401	538	418	369
DLEU2	86	80	62	60	290	301	17	16	491	820
MIR3613	1	2	0	1	3	2	4	3	6	3
TRIM13	1514	1581	1035	1523	2352	1794	1195	1327	1971	2177
KCNRG	16	16	15	11	38	43	6	11	107	123
MIR16-1	0	0	0	0	0	0	0	0	0	1
MIR15A	0	0	0	0	0	1	0	0	0	1
DLEU1	487	439	195	245	371	316	178	195	453	408
ST13P4	9	10	23	14	22	16	7	5	12	15
LOC124900337	13	7	9	6	13	16	1	1	25	35
DLEU1-AS1	1	3	0	2	0	1	0	0	1	3
LOC107984568	2	2	1	0	0	0	0	0	1	4
DLEU7	84	101	5	11	19	16	2	2	6	66
DLEU7-AS1	6	2	1	0	2	4	2	1	3	13
RNASEH2B-AS1	15	11	8	1	23	9	2	3	4	10
RNASEH2B	695	1047	773	829	1724	1330	488	625	1781	1820
GUCY1B2	9	2	4	1	0	1	1	0	8	5
C13orf42	447	503	329	558	58	34	1	0	0	0
LOC107984554	14	3	13	6	0	0	0	0	0	2
FAM124A	1128	1498	641	1077	342	308	15	15	1012	566
INTS6	2134	2435	2551	3172	3157	3006	1553	1633	1806	2551
SERPINE3	4	4	3	3	14	7	1	3	8	21
MIR5693	0	0	0	0	0	0	0	0	0	3
INTS6-AS1	35	20	29	57	84	84	18	37	44	83
LOC124903175	0	0	0	0	0	0	0	0	0	1
MIR4703	0	0	0	0	0	0	0	0	0	0
WDFY2	1507	1439	821	1040	1786	1880	1058	723	855	1187
LOC124903177	0	1	0	3	0	5	0	1	4	5
DHRS12	191	163	157	221	362	352	156	163	286	360
LOC107984561	29	43	35	35	84	63	32	45	82	54
TMEM272	7	18	6	3	23	21	15	11	87	69
CCDC70	0	0	0	0	2	2	0	0	3	9
ATP7B	606	638	272	304	1652	1449	781	696	1933	1869
ALG11	248	306	182	238	422	365	257	245	262	293
UTP14C	0	0	0	0	0	0	0	0	0	0
NEK5	75	42	44	31	67	77	22	28	85	115
LOC101929657	5	5	2	6	15	15	2	7	13	29
NEK3	548	634	521	584	1116	729	432	732	436	461
LOC124903176	43	47	45	60	125	124	8	32	129	226
MRPS31P5	198	262	241	335	703	542	400	674	549	531
TPTE2P2	0	2	2	1	0	3	1	0	6	18
LINC02333	0	0	0	0	0	0	0	0	0	0
LOC105370207	0	0	0	0	0	1	0	0	5	8
THSD1	6	9	5	9	135	98	94	97	697	557
VPS36	995	1177	1699	2319	2999	2497	1529	1860	2905	2808
CKAP2	3035	3457	2304	2838	5618	4424	1446	1590	3772	4174
LINC00345	12	13	14	10	30	20	15	14	38	40
TPTE2P3	2	6	7	6	11	4	0	2	23	23
HNRNPA1L2	242	279	224	251	558	463	238	315	356	479
SUGT1-DT	25	26	27	27	54	50	5	10	39	56
SUGT1	3181	3873	2605	3045	5283	5534	3119	3240	5431	5635
CNMD	1896	2324	212	228	213	183	14	9	18	187
MIR759	0	0	0	0	0	0	0	0	0	0
PCDH8	34	38	75	179	666	578	57	12	9	88
OLFM4	0	1	0	2	3	2	0	0	4	28
LINC01065	0	0	0	0	0	0	0	0	0	1
LOC105370210	0	0	0	0	2	3	0	0	1	0
LINC00558	1	0	8	5	1	2	0	0	1	0
LINC00458	3499	4962	7470	6348	891	393	3	1	0	0
MIR1297	2	0	0	2	0	0	0	0	0	0
LOC105370213	19	7	32	19	29	40	29	29	9	23
LOC124903233	1	2	1	3	2	2	5	4	0	2
LOC124903234	14	32	1	4	0	0	1	1	0	0
MIR5007	0	0	0	0	0	0	0	0	0	0
LOC105370214	120	75	50	87	126	131	29	40	0	0
LOC124903268	6	2	1	0	4	3	1	0	0	0
LOC124903235	0	0	0	0	0	0	0	0	0	0
PRR20A	0	0	0	0	0	0	0	0	0	0
PRR20B	0	0	0	0	0	0	0	0	0	0
PRR20C	0	0	0	0	0	0	0	0	0	0
PRR20D	0	0	0	0	0	0	0	0	0	0
PRR20E	0	0	0	0	0	0	0	0	0	0
LOC105370216	0	0	0	0	0	0	0	0	0	0
LOC105370217	0	0	0	0	0	0	0	0	0	0
PCDH17	90	32	234	423	2210	2007	400	176	1893	2145
LINC02338	0	0	0	0	1	0	0	0	0	1
LINC00374	0	0	0	0	0	0	0	0	1	0
LOC105370218	0	0	0	0	0	0	0	0	0	0
LOC105370219	0	0	0	0	0	0	0	0	0	0
LOC105370220	0	1	1	1	0	0	0	0	0	0
LOC105370221	0	0	14	26	3	1	0	0	4	3
LOC105370224	0	0	33	71	4	6	1	1	2	7
LOC105370223	0	0	1	1	0	1	0	0	1	1
LOC105370222	0	0	0	1	0	0	0	0	0	0
LOC107984625	2	0	8	34	0	1	0	0	0	6
DIAPH3	1736	1704	953	840	4323	3914	499	706	1649	2865
DIAPH3-AS1	5	4	2	4	23	26	2	0	49	58
DIAPH3-AS2	3	3	4	1	20	26	0	1	28	61
LOC105370227	5	7	6	7	21	30	4	8	7	7
LINC00434	1	4	4	9	45	32	34	32	1	13
LOC105370228	0	0	0	1	4	1	1	1	1	2
TDRD3	942	870	1049	1363	1539	1256	2027	2265	2091	2065
LOC124903178	2	0	0	0	2	3	1	0	8	12
LOC105370230	0	0	0	0	0	0	0	0	0	1
LINC00378	0	0	0	0	1	0	1	0	0	1
LINC01442	0	0	2	3	0	1	0	0	3	3
LOC102723910	8	8	57	43	3	2	1	2	1	6
MIR3169	0	0	1	3	0	0	0	0	0	0
PCDH20	847	651	2491	2699	2883	2944	874	1050	1980	1132
LINC02339	0	0	0	0	0	0	0	1	2	1
LOC105370231	0	0	0	2	1	2	0	0	0	0
LINC00358	0	0	1	0	0	0	0	0	0	0
LINC01075	0	0	0	0	0	0	0	0	0	0
LINC01074	0	0	0	0	0	0	0	0	0	0
LINC00459	0	0	0	0	0	0	0	0	0	0
LOC105370232	0	0	0	0	0	0	0	0	0	0
LINC00448	0	0	0	0	0	0	0	0	0	0
LOC105370234	0	2	2	1	0	1	0	0	1	0
LINC00376	0	0	0	0	0	0	0	0	0	0
LOC124903236	0	0	0	1	0	0	0	0	0	0
LOC105370237	0	0	0	0	0	0	0	0	0	0
LOC105370236	0	0	0	0	0	0	0	0	0	0
LINC00395	0	0	0	0	0	0	0	1	0	0
LOC105370235	0	0	0	0	0	0	0	0	0	0
OR7E156P	0	0	1	1	1	3	1	0	0	3
LOC112267897	0	0	0	0	45	39	0	0	0	0
LOC102723968	0	0	0	0	10	4	0	0	0	0
LOC647264	0	0	0	0	13	10	0	0	0	0
LOC105377815	0	0	0	0	0	0	0	0	0	0
LINC00355	0	0	0	0	0	0	0	0	2	0
LOC124903237	0	0	0	0	0	0	0	0	0	0
LOC105370238	0	1	0	0	0	0	0	0	0	0
LOC107987190	0	0	0	0	0	0	0	0	0	0
LOC105370239	0	0	0	0	0	0	1	0	0	0
LOC105370240	0	0	1	0	0	0	0	0	0	0
LOC105370241	0	0	0	0	0	0	0	0	0	0
LINC01052	0	0	0	0	0	0	0	0	0	0
LOC105370243	0	0	0	0	0	0	0	0	0	0
LOC105370244	0	0	0	0	0	0	0	0	0	0
MIR548X2	0	0	0	0	0	0	0	0	0	0
LOC105370245	0	0	0	0	0	0	0	0	0	0
LOC124903225	4	4	30	24	0	0	0	0	0	0
MIR4704	0	0	0	0	0	0	0	0	0	0
LOC124903179	0	1	9	3	0	1	0	0	0	1
PCDH9	61	43	318	319	489	882	215	135	5418	6564
LOC124903180	0	0	0	0	0	0	0	0	1	4
LOC105370247	0	0	0	0	0	1	0	0	16	23
PCDH9-AS2	0	0	0	0	0	0	0	0	8	14
PCDH9-AS3	0	0	0	1	0	0	0	0	9	15
PCDH9-AS4	0	0	0	0	0	0	0	0	7	22
LOC105370246	0	0	0	0	0	0	0	0	0	0
LINC00364	0	0	0	0	0	0	0	0	3	0
LOC105370248	0	1	0	0	0	0	0	0	0	0
LOC105370249	1	0	0	0	0	0	0	0	0	0
LOC105370250	0	0	0	0	0	0	0	0	1	0
LOC107984622	1	1	1	0	2	1	2	0	0	0
LOC124903238	2	1	2	4	3	2	0	1	0	0
LOC105370251	0	0	0	0	0	0	0	0	0	0
LOC101927072	0	0	0	0	0	0	1	0	3	0
LOC124903239	0	0	0	0	0	1	0	0	2	1
LINC00550	0	0	0	0	0	0	0	0	0	0
LOC105370254	0	0	0	0	0	0	0	0	0	0
LINC02342	0	0	0	3	0	7	0	0	0	0
LINC00383	0	2	0	0	0	0	0	0	0	0
KLHL1	0	0	1	2	1	1	0	0	1	16
ATXN8OS	0	0	0	1	0	0	0	0	0	0
LOC105370255	0	0	0	0	0	0	0	0	0	0
LINC00348	0	0	0	0	148	118	0	0	0	0
DACH1	35	47	50	32	73	64	37	29	719	779
LOC124900345	0	0	0	0	0	0	0	0	0	0
LOC124903181	0	0	0	0	0	2	0	0	0	1
LOC124900344	0	0	0	0	0	1	0	0	0	0
MZT1	1110	984	1008	1261	1122	900	199	274	525	510
BORA	433	703	409	554	933	710	90	102	274	357
DIS3	3725	4485	2845	3684	4570	4133	1954	2568	1835	2118
PIBF1	779	797	903	1177	1661	1382	874	1044	1204	1523
KLF5	343	322	894	1212	415	335	193	46	214	368
LOC105377816	0	0	0	1	0	0	0	0	0	1
LINC00393	0	0	0	0	0	0	0	0	0	1
LINC00392	0	0	0	0	0	0	0	0	0	0
LOC128966561	0	0	0	0	0	0	0	0	0	0
LOC105370256	0	0	0	0	4	4	0	0	3	10
KLF12	1384	1188	1463	1426	2463	2473	3579	2505	4835	4773
LOC124903182	5	0	7	5	24	52	31	7	109	209
LINC00402	7	3	4	6	7	8	0	0	1	4
LOC105370259	5	5	6	5	12	7	2	1	0	1
LOC100288208	1	0	0	0	0	3	0	0	0	0
LINC00381	0	0	1	1	1	1	1	0	0	0
LOC107987191	0	0	0	0	0	0	0	0	0	0
LINC00347	0	0	0	0	1	0	0	0	1	3
LOC105370260	0	0	0	0	0	0	0	0	0	1
LOC107984620	0	0	4	0	0	0	0	0	0	3
CTAGE11P	0	0	1	0	0	0	0	0	8	15
LINC01078	0	0	1	0	0	0	0	0	2	0
TBC1D4	3376	3756	970	729	1035	919	2138	2631	8646	6887
COMMD6	1248	1269	1050	1441	2379	1925	1696	1863	1686	1195
UCHL3	844	1089	354	406	663	549	589	697	357	477
LMO7-AS1	2	2	6	3	5	4	0	0	7	13
LMO7	1194	1505	844	465	178	258	4597	6208	12141	8849
LMO7DN	0	0	0	0	0	1	2	0	0	6
LMO7DN-IT1	0	0	0	0	0	0	0	0	0	1
LINC00561	0	0	5	6	33	28	1	4	1	5
LOC105370262	0	0	0	0	2	5	0	0	2	6
LOC105370261	0	0	1	3	30	25	9	20	0	11
LOC105370263	0	0	0	0	0	0	0	0	0	0
LOC105370264	0	0	0	0	0	0	0	0	0	0
LOC124903183	0	0	1	1	1	0	0	0	2	5
LOC105370266	0	0	0	0	0	0	0	0	0	2
LOC112268120	0	0	1	1	1	1	0	0	0	2
LOC105370265	1	1	2	1	0	1	0	3	1	9
LOC107984587	0	0	0	0	0	0	0	0	0	1
KCTD12	821	616	204	188	2127	1281	17822	35586	6983	11287
BTF3P11	0	3	1	0	1	0	0	0	0	0
LOC105370269	0	0	0	3	0	0	0	1	0	2
ACOD1	1	1	0	0	0	0	0	0	0	0
CLN5	368	342	452	534	799	680	657	631	582	733
FBXL3	323	487	414	713	965	881	936	1066	1550	1539
MYCBP2	4293	3042	2244	1957	3396	3378	4572	3695	5887	6678
MYCBP2-AS1	2	2	1	1	0	3	0	3	8	8
MYCBP2-AS2	2	8	0	0	2	6	0	0	11	18
LOC124903184	4	6	0	0	6	4	0	2	10	29
LOC127898562	0	0	0	0	0	0	0	0	0	0
LOC107984564	0	0	0	0	1	1	0	1	1	2
LOC124903185	0	0	0	0	0	0	0	0	1	0
LOC124903186	0	0	0	0	0	0	0	0	0	0
LOC105370271	0	0	0	0	0	0	0	0	0	0
SCEL	1	2	5	2	5	4	5	0	2	17
SCEL-AS1	1	0	0	0	0	0	0	0	0	0
LOC100129307	0	0	0	0	0	0	0	0	0	0
SLAIN1	1063	1413	249	230	681	548	528	611	303	282
MIR3665	0	0	0	0	0	0	0	0	0	0
EDNRB-AS1	82	37	33	5	39	63	6	1	16	22
EDNRB	8944	4680	5120	4081	3607	3434	174	130	1553	1488
LINC01069	3	2	5	1	0	3	0	0	2	1
LINC00446	1	0	3	1	1	3	0	0	0	1
OBI1-AS1	1	1	7	7	9	3	0	1	3	2
LOC780529	0	0	1	0	1	0	3	0	0	1
POU4F1	13	14	7	5	9	23	77	12	4	49
OBI1	409	548	483	561	1087	1021	743	866	615	692
LOC105370272	0	0	0	0	0	0	0	0	0	0
LINC00331	0	0	0	0	0	1	0	0	0	0
LOC105370273	0	1	2	1	9	21	0	0	0	0
RBM26	4759	4168	3198	3059	5174	5229	2244	2362	3319	4445
RBM26-AS1	29	45	26	47	101	73	59	63	21	34
LOC105370274	1	0	1	0	0	0	0	0	0	1
NDFIP2-AS1	0	0	0	0	1	4	0	1	1	0
NDFIP2	969	1008	1129	1351	2570	2368	1089	1324	1216	1148
LINC01068	4	2	2	3	7	6	1	1	0	1
LOC124903226	0	0	0	0	0	0	1	0	0	4
LINC01038	0	0	0	0	1	3	0	0	2	3
LINC00382	0	0	0	0	1	2	0	0	0	5
LINC01080	0	0	0	0	0	2	0	1	0	0
LOC105370275	0	0	3	0	2	2	0	0	0	1
LOC101927238	3	0	1	1	2	8	2	0	3	3
SPRY2	1524	1389	2683	4372	5191	3005	2022	1841	2182	1684
LOC105370276	2	1	6	2	6	6	5	5	15	17
LOC124903240	0	1	0	0	1	2	1	3	5	6
LOC105370278	0	1	1	0	0	2	0	0	2	6
LOC124903241	0	0	0	0	2	3	3	2	10	20
LINC00377	0	0	1	0	3	1	6	4	4	21
LINC00564	0	0	0	0	0	0	0	0	0	0
LOC105370281	0	0	0	0	0	0	0	0	0	0
LOC105370282	0	0	0	0	0	2	0	0	0	0
LOC105370283	0	0	1	0	0	1	0	0	0	0
LOC105370284	0	0	0	1	0	0	0	0	0	0
LOC105370285	0	0	0	0	1	0	0	0	0	0
LOC124903242	1	0	0	0	1	0	0	0	0	0
LOC105370286	1	0	0	0	0	0	0	0	1	11
SLITRK1	43	56	6	4	2	9	0	0	12	110
LOC105370287	1	0	0	0	0	1	0	0	1	0
LINC00333	4	3	1	2	3	4	1	0	1	6
LOC105370289	0	1	0	0	0	0	0	0	0	0
SNORA107	0	0	0	0	0	0	0	0	0	0
LOC105370290	0	0	0	1	0	0	0	0	0	0
LINC00375	0	0	0	0	0	0	0	0	0	0
LOC105370291	1	0	0	0	0	1	0	0	0	0
LOC105370292	0	0	0	0	0	0	0	0	1	0
LINC00351	0	0	0	0	0	0	0	0	0	0
SLITRK6	35	22	43	36	33	17	20	3	138	406
LOC124903227	0	4	9	10	0	0	0	0	0	0
LOC105370299	1	0	0	0	0	1	0	0	0	0
LOC105370300	0	0	2	0	0	0	0	0	0	0
LINC00430	0	0	0	0	0	0	0	0	0	0
LOC105370301	0	0	0	0	0	0	0	0	0	0
LOC105370302	1	0	55	71	28	35	1	1	0	0
MIR4500HG	0	0	2	6	1	1	0	0	0	0
LOC124900338	0	2	1	0	0	1	0	0	2	1
MIR4500	0	0	0	0	0	0	0	0	0	0
LOC124903229	0	0	0	0	0	0	0	0	0	0
SLITRK5	444	305	498	369	292	192	2	9	67	371
LOC112268106	37	18	58	38	19	35	0	1	9	81
LINC00397	1	2	0	0	4	2	0	0	0	0
LOC105370304	0	0	0	0	0	0	0	0	0	0
LINC00373	0	0	0	0	0	0	0	0	0	0
LOC124903243	0	0	0	0	0	0	0	0	0	1
LINC00433	0	2	0	0	0	0	0	0	0	0
LINC00560	0	0	0	0	0	0	0	0	0	4
LOC105370307	0	0	0	0	0	0	0	0	0	0
LINC01047	0	0	0	0	0	0	0	0	0	0
LINC00440	0	0	0	0	0	0	1	0	2	2
LOC107984621	0	1	0	0	0	0	0	0	0	0
LINC01040	0	0	0	0	0	0	0	0	0	0
LINC00353	0	0	0	0	0	0	0	0	0	0
LINC02336	0	1	0	0	0	0	0	0	0	0
LOC124903257	0	0	0	0	0	0	0	0	0	0
LINC00559	0	0	0	0	0	0	0	0	0	0
MIR622	0	3	1	0	0	0	1	0	2	0
LOC124903228	0	0	0	0	0	0	0	0	6	1
LOC105370310	2	11	6	4	0	1	0	0	0	1
LINC01049	2	0	0	0	0	2	0	0	1	0
LOC107984572	0	0	0	0	0	0	0	0	0	0
LOC105370311	1	1	0	0	0	0	0	0	1	0
LINC00410	0	0	0	0	0	0	0	0	0	1
LINC00380	0	0	1	0	1	0	0	0	0	0
LOC105370312	0	0	0	0	16	33	1	0	0	0
LOC124903187	0	0	0	0	120	98	6	0	0	0
LINC00379	0	0	0	1	252	152	14	0	1	0
LOC124903188	0	0	0	0	5	2	1	0	0	0
LOC105370313	0	0	0	0	0	0	0	0	0	0
LOC105370314	0	0	0	0	0	0	0	0	0	0
MIR17HG	988	1385	527	884	1840	1913	84	86	353	706
MIR17	0	0	0	0	0	0	0	0	0	0
MIR18A	0	0	0	0	0	0	0	0	0	0
MIR19A	0	0	0	0	0	0	0	0	0	0
MIR20A	0	0	0	0	0	0	0	0	0	0
MIR19B1	0	0	0	0	0	0	0	0	0	0
MIR92A1	0	0	0	0	0	0	0	0	0	0
LOC124903189	1	0	0	0	2	0	0	1	0	1
GPC5	13	19	12	25	52	56	60	21	36	51
GPC5-AS2	0	0	0	0	0	1	1	0	1	2
GPC5-IT1	0	0	1	0	0	1	0	0	3	9
MIR548AS	0	0	0	0	0	0	0	0	0	1
LOC124903190	0	0	0	0	3	2	0	0	11	16
LOC105370315	0	0	0	0	1	3	0	0	31	21
GPC5-AS1	1	0	0	0	33	19	0	0	5	6
LOC105370317	0	0	0	1	0	0	0	0	0	0
LINC00363	0	0	0	0	0	0	0	0	0	0
GPC6	3771	2793	4550	5425	6136	5717	3663	3512	3109	8142
GPC6-AS2	16	6	13	7	19	48	4	6	35	142
GPC6-AS1	7	1	2	4	7	17	6	0	19	68
DCT	2	0	2	3	6	8	3	12	6	8
LOC124903191	6	9	6	6	12	11	5	18	6	3
TRF-GAA1-5	0	0	0	0	0	0	0	0	0	0
TGDS	485	516	481	667	682	633	287	461	252	317
GPR180	732	794	557	699	1142	1136	594	877	730	1054
LINC00391	4	10	1	0	1	0	2	2	1	3
SOX21	7	22	3	17	23	24	5	0	2	9
SOX21-AS1	7	20	2	4	3	15	0	0	1	6
LOC112268114	1	0	0	0	1	0	0	0	0	0
LOC101927284	1	0	0	0	0	0	0	0	0	0
LINC00557	0	0	0	0	0	0	0	0	0	2
ABCC4	880	919	483	457	661	752	201	280	394	575
SNORD13G	1	0	0	0	0	1	0	0	2	0
LOC124903192	3	2	0	1	3	3	1	0	4	11
LOC102724149	15	12	1	3	14	11	2	9	7	6
LOC124903193	0	2	1	1	2	0	1	0	0	1
CLDN10	678	904	148	163	125	97	13	4	33	55
CLDN10-AS1	0	1	0	0	0	0	0	0	2	0
DZIP1	2477	2665	1978	2233	4550	3756	728	839	1322	1917
LOC124903194	1	0	1	0	1	1	0	0	0	1
DNAJC3-DT	78	109	88	78	218	144	81	126	131	167
DNAJC3	2167	2366	2057	2402	3123	2478	2237	2283	2483	2538
UGGT2	1023	1036	894	962	2562	2490	847	1052	1412	2479
HS6ST3	155	155	79	85	46	17	62	52	60	170
MIR4501	0	0	0	0	0	0	0	0	0	2
LOC124903195	0	0	0	0	0	0	1	0	0	5
LINC00359	0	0	0	0	0	0	0	0	0	1
OXGR1	3	7	16	24	51	65	5	2	1	19
LOC124903264	0	0	0	0	0	0	0	0	0	0
LOC124903196	0	0	0	2	0	0	0	0	0	1
LOC124903197	1	0	4	6	3	2	1	1	5	9
MBNL2	25	41	98	117	704	570	1308	1488	2047	2384
LINC00456	0	0	2	2	0	0	0	0	0	0
LOC107984573	2	1	10	0	5	4	4	4	28	48
LOC101927385	5	2	29	17	12	33	14	7	176	255
RAP2A	3958	3699	5871	7019	3837	3319	3309	3164	2935	2826
LOC105370324	7	4	109	77	1	0	2	1	2	5
LOC105370325	0	0	2	0	0	0	0	0	0	0
LOC124903259	0	0	0	0	0	0	0	0	0	0
IPO5	31490	33311	22105	27164	31779	24197	7842	9768	11532	9288
LOC105370328	3	2	0	4	11	7	2	4	7	8
LOC107984566	0	0	0	0	0	0	0	0	0	0
FARP1	2416	2157	1647	2214	10716	7272	3376	2797	4420	3808
RNF113B	6	1	2	3	13	12	1	0	12	39
MIR3170	0	0	0	0	0	5	0	0	1	3
LOC105370327	4	3	3	2	15	20	2	0	17	31
STK24	4451	4442	3732	4748	4228	3100	2376	2439	1872	1576
STK24-AS1	33	38	47	39	41	33	18	28	45	36
SLC15A1	47	59	4	4	11	14	14	0	2	33
LOC105370330	0	0	0	0	0	0	0	0	0	0
DOCK9	1552	1183	693	643	4655	3591	1963	2409	3289	3244
DOCK9-AS1	2	4	0	1	3	4	1	0	14	11
DOCK9-DT	13	25	21	15	22	31	21	39	15	21
UBAC2-AS1	73	85	64	74	113	99	66	134	57	54
UBAC2	2189	2418	1765	2645	3032	2325	1937	2096	1652	1406
GPR18	27	16	17	11	36	83	9	5	95	163
LOC124903198	14	1	8	5	9	28	3	1	27	62
GPR183	20	18	16	13	143	140	336	161	227	263
FKSG29	7	1	4	3	9	31	1	2	35	35
MIR623	4	0	5	2	4	7	0	2	15	13
LINC01232	77	72	56	66	83	67	41	72	19	19
LINC00449	48	59	43	55	62	48	42	45	12	12
TM9SF2	6476	7771	5151	6721	8658	6634	5697	5956	4035	4494
LINC01039	0	1	0	0	0	3	0	0	0	4
LOC105370332	0	0	2	0	0	0	0	0	0	0
CLYBL	241	183	201	237	225	220	293	359	280	215
MIR4306	1	0	0	0	3	1	0	0	2	5
LOC124903199	66	62	56	37	23	33	13	6	41	88
CLYBL-AS2	11	5	3	2	0	0	0	0	3	4
CLYBL-AS1	5	1	2	0	1	2	0	0	7	3
CLYBL-AS3	2	3	6	2	5	3	0	0	1	9
LOC124903263	2	0	2	0	0	0	0	0	0	1
ZIC5	2839	2331	2306	2035	127	74	0	2	0	2
ZIC2	4973	3617	6716	7685	179	95	6	2	2	1
LINC00554	6	11	5	4	0	0	0	0	0	0
LOC124903200	0	2	0	0	0	0	0	1	2	4
PCCA-DT	311	462	128	132	97	98	85	131	95	101
PCCA	1878	1443	1524	2135	1895	1476	1678	2165	1468	1374
LOC105370335	12	6	4	5	10	13	4	2	19	34
LOC124903201	32	5	19	5	26	45	2	8	51	126
PCCA-AS1	7	1	7	5	2	17	0	2	28	39
LOC107984574	3	3	1	4	6	5	0	0	18	48
GGACT	64	41	88	95	154	134	151	168	72	121
TMTC4	1796	1621	1392	1539	2507	2059	1023	1346	1305	1398
NALCN-AS1	2	2	4	2	1	2	0	0	1	7
LINC00411	0	0	0	0	0	0	0	0	0	0
NALCN	11	33	0	3	1	9	8	5	8	119
LOC124903202	0	2	0	0	1	1	0	0	0	1
ITGBL1	1	0	0	0	1	0	0	0	1	19
FGF14	12	7	14	24	15	23	13	7	81	57
MIR2681	0	0	0	0	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	0	0	0	1
LOC107984615	0	0	0	0	0	0	0	1	3	9
FGF14-IT1	2	3	0	2	1	6	0	0	3	10
FGF14-AS1	1	0	0	0	3	3	0	0	0	3
FGF14-AS2	57	69	112	94	209	120	32	53	25	33
LOC107984588	17	13	18	25	22	22	4	10	22	20
TPP2	6456	7115	3945	4990	5687	5125	2508	2363	3697	3742
METTL21C	1	2	3	5	5	9	0	2	9	12
LOC124903258	0	0	0	0	0	0	0	0	0	0
CCDC168	14	12	6	8	11	26	5	10	32	33
LOC105370337	1	0	0	1	1	2	0	2	1	4
TEX30	196	254	174	209	330	312	80	117	306	342
POGLUT2	857	1052	742	908	1284	923	557	554	627	861
BIVM	174	263	133	157	304	255	357	553	643	660
BIVM-ERCC5	0	0	0	0	0	0	0	0	0	0
ERCC5	79	95	52	58	101	73	72	78	63	103
METTL21EP	0	1	1	1	3	4	7	4	18	13
SLC10A2	0	0	0	0	0	0	0	0	0	0
LOC105370338	0	0	0	0	0	0	0	0	0	3
LOC105370339	0	0	0	0	0	0	0	0	0	2
LINC01309	0	0	0	0	0	0	0	0	0	0
LOC124903203	0	0	0	0	0	0	0	0	0	0
LOC124903204	0	0	0	0	0	0	0	0	0	1
LOC105370340	0	0	0	0	0	0	0	0	0	0
LOC107984624	0	2	2	1	0	2	0	0	1	11
LOC107984606	0	0	0	1	0	0	0	0	0	28
LOC107984607	0	0	0	0	2	0	0	0	0	8
LOC107984608	0	0	0	0	0	0	0	0	0	0
LOC105370342	0	0	0	0	0	0	0	0	0	0
LOC105370343	0	0	1	0	0	0	0	0	0	0
LOC107984609	0	0	0	0	0	0	0	0	0	0
LOC105370344	0	0	0	0	0	0	0	0	0	0
DAOA-AS1	0	0	0	0	0	0	0	0	0	0
DAOA	0	0	0	0	0	0	0	0	0	0
LOC105370345	0	0	0	1	0	1	0	0	1	2
LINC00343	0	0	0	0	0	0	0	0	0	0
LOC124903244	0	0	0	0	0	2	0	0	0	0
LOC124903245	6	5	5	7	16	16	1	0	1	1
LOC107984626	0	0	0	0	0	0	0	0	0	2
LINC00460	0	0	0	0	1	0	0	0	0	0
LOC124903246	0	0	0	0	0	1	0	0	0	0
LOC105370346	1	0	1	0	1	3	1	0	3	4
LOC124903247	1	2	1	1	3	4	5	1	12	14
EFNB2	1723	1618	1747	1180	2612	1847	2942	1107	3766	6625
ARGLU1	3767	4041	3276	3826	6027	6528	1481	1902	3635	4572
LINC00551	6	6	2	5	5	6	3	1	0	1
LINC00443	2	2	0	1	1	1	0	0	0	1
LOC107984627	0	0	0	0	0	3	0	0	2	0
LOC105370349	14	14	14	11	0	0	0	0	0	0
LOC124903248	6	4	8	2	5	3	2	2	17	28
LOC124903205	0	0	0	0	0	0	0	0	0	0
NALF1	274	256	125	105	301	249	78	91	102	206
SNORD31B	0	0	0	1	0	0	0	0	0	0
LOC105370353	24	16	10	9	24	28	4	1	12	34
LOC112268110	38	37	21	16	55	134	14	7	160	498
MIR1267	0	0	0	0	0	0	0	0	0	0
NALF1-IT1	7	13	4	1	9	22	1	1	32	48
LOC124903206	16	12	10	6	16	9	0	2	13	29
LIG4	251	372	138	222	575	562	957	1042	482	617
ABHD13	550	633	489	598	1067	974	784	896	655	874
TNFSF13B	22	4	7	10	20	25	12	19	24	39
LOC105370355	0	0	0	0	0	0	0	0	0	0
MYO16	7	13	16	22	26	38	29	9	203	173
MYO16-AS2	0	0	0	0	0	0	0	0	3	1
LOC124903208	0	0	0	1	0	0	1	0	4	11
LOC105370356	1	1	1	1	0	1	1	2	6	10
MYO16-AS1	0	0	0	0	0	0	0	0	1	2
LOC124903207	5	6	20	13	2	5	2	4	28	32
LINC03061	3	5	77	117	6	11	5	1	7	1
LINC00370	0	0	0	0	0	0	1	0	2	2
LOC105370359	3	2	1	2	0	2	2	1	1	4
LINC00399	0	0	0	0	0	0	0	0	0	0
LOC107984602	0	0	2	1	0	0	0	1	4	3
LOC124903210	14	6	16	7	11	8	15	19	30	20
LOC101927627	0	0	1	0	0	0	0	0	0	3
LINC00676	0	1	1	0	0	0	0	0	0	0
IRS2	1654	1411	1674	2395	975	696	1046	860	588	658
