	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	GEF_1	GEF_2	GEF_3	GEF_4	IDA_1	IDA_2	IDA_3	IDA_4
ANKS1B	331	77	40	189	40	438	98	340	137	316	176	124	129	157	91	49	117	45	84	68
LOC101928937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
GARIN6	1	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	6	2	4	5
BLTP3B	1036	1184	559	878	484	1639	457	1274	662	1165	487	627	413	565	488	724	1373	461	1130	722
GOLGA2P5	323	243	59	165	131	227	108	259	163	318	107	156	80	189	136	170	173	85	127	89
MIR1827	0	0	0	0	0	0	1	0	1	2	2	0	0	0	0	1	1	0	0	0
ACTR6	993	722	291	417	269	1197	274	780	361	633	257	402	207	304	385	346	626	217	460	358
DEPDC4	83	67	49	64	37	121	47	85	50	56	38	75	32	47	40	64	159	45	82	68
SCYL2	3431	4310	2147	3367	1450	6218	1592	4469	2237	3200	1913	2189	1292	1815	1963	2698	4438	1156	2580	2043
SLC17A8	113	139	85	41	15	109	14	316	97	14	41	18	13	12	53	136	95	11	28	17
LOC124903108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR1H4	3	0	0	28	6	1	3	34	30	4	0	4	0	4	0	2	23	7	17	15
GAS2L3	470	501	263	624	222	682	167	800	377	437	187	206	123	139	176	269	544	94	358	217
ANO4	519	1746	653	415	222	916	265	1110	583	323	236	355	138	324	274	906	175	76	101	53
SLC5A8	0	0	1	0	0	1	0	2	1	0	0	0	0	1	0	0	16	2	9	6
UTP20	918	785	415	617	299	1105	398	1086	514	762	323	473	246	374	265	507	1089	291	797	458
LOC124903119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL1	2956	2974	1396	2237	1163	4565	1275	3246	1558	2565	1281	1787	917	1372	1442	2017	3655	1008	1726	1631
SPIC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0
LOC105369935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
MYBPC1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	86	11	43	28
LOC105369938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	2
LOC105369937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
LOC124902996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CHPT1	488	638	303	382	189	884	233	703	320	572	271	301	182	199	268	377	575	189	353	296
SYCP3	23	12	12	12	3	6	3	11	9	12	6	7	8	9	7	14	22	1	17	8
LOC124902997	17	6	4	7	7	8	10	11	3	19	16	12	1	1	11	7	5	7	7	6
GNPTAB	937	619	354	770	380	1154	455	1505	666	739	442	687	253	455	442	427	1419	397	851	734
LOC124903105	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0
DRAM1	44	35	31	73	67	148	88	577	245	65	22	86	26	65	29	31	427	124	352	174
LOC107984548	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	3	6
WASHC3	533	663	228	357	177	807	289	576	286	526	226	316	158	258	233	415	437	207	219	221
NUP37	541	519	224	372	272	817	265	643	328	554	305	337	153	290	263	334	440	231	320	277
PARPBP	212	216	88	191	72	300	54	256	145	187	88	81	52	47	60	104	57	16	64	29
PMCH	0	2	0	4	0	4	0	1	2	1	3	0	0	0	1	1	6	1	7	3
LOC124902998	14	9	1	3	4	2	2	7	7	8	0	5	2	2	2	3	12	0	6	1
LINC02456	3	0	1	2	1	3	5	7	6	1	0	7	0	6	1	0	34	5	27	15
IGF1	40	19	11	50	131	195	171	286	166	70	37	228	19	161	21	12	113	74	147	121
LINC00485	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	1	4	5
PAH	0	0	0	1	0	1	0	3	0	4	2	0	0	0	1	0	63	4	32	20
LOC124902999	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	4
LOC112267865	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ASCL1	8	0	0	21	6	9	2	7	2	1	7	2	2	5	5	0	12	4	4	7
C12orf42	0	1	2	1	0	10	1	0	1	0	2	1	0	3	4	1	34	6	12	19
LOC124903096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf42-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
LOC105369945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02401	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3	0	4	5
STAB2	8	3	9	3	1	14	3	5	2	1	4	3	2	6	3	0	266	59	217	118
LOC124900318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369946	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1	6	5
LOC124903106	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NT5DC3	223	385	156	303	128	766	166	717	265	250	95	155	84	155	53	224	912	136	609	258
LOC124903000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	1	0
LOC107984433	21	28	14	19	21	28	12	29	8	20	10	18	9	16	9	28	46	24	39	31
TTC41P	5	9	2	9	12	16	8	12	11	16	3	7	3	16	3	7	35	7	58	28
LOC124903001	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	8	3	5	3
HSP90B1	22459	16329	7181	14422	7174	23641	6588	26820	11549	16849	5971	9342	5584	6656	5602	10993	13996	6775	10771	8000
MIR3652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQCC6	389	435	116	201	113	419	142	326	173	252	156	189	69	214	168	209	312	120	254	209
TDG	1263	1474	656	934	364	2069	451	1778	732	1005	498	620	426	470	492	989	1709	457	1047	753
GLT8D2	113	57	34	85	92	120	138	361	182	88	46	183	21	126	57	42	148	65	178	64
HCFC2	1265	1209	561	989	481	1632	616	1175	646	1334	716	878	418	771	821	757	896	373	960	613
NFYB	1491	1207	488	828	455	1762	400	1217	572	952	609	555	352	551	678	832	1011	376	914	574
LOC105369947	0	0	0	1	0	0	1	0	0	0	0	0	0	6	0	0	8	0	33	2
LINC02385	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	18	4	14	10
TXNRD1	8412	5647	2636	5808	1512	7874	3138	8170	3747	6857	2972	3319	3154	3426	3253	3823	12355	1957	9038	6089
LOC124903002	2	2	0	3	2	1	4	2	4	0	1	0	1	1	0	2	19	5	14	8
EID3	162	99	29	94	50	191	35	124	51	144	51	77	39	38	33	74	193	54	170	86
LOC105369949	37	19	11	21	3	19	5	37	8	31	11	16	19	16	9	19	41	8	32	26
LOC124903003	4	5	2	2	0	2	3	3	0	5	1	0	2	0	2	1	2	0	1	4
CHST11	303	215	85	235	112	349	162	461	203	133	154	167	41	159	122	122	286	94	297	228
MIR3922	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SLC41A2	129	122	67	96	42	163	85	295	146	88	65	107	40	90	59	59	524	72	381	199
LOC105369952	0	2	0	0	0	2	5	3	0	0	0	0	0	5	0	1	4	4	18	5
NOPCHAP1	517	711	394	580	258	853	329	655	329	552	247	282	217	486	210	520	2264	423	2450	836
ALDH1L2	112	34	23	162	197	131	200	890	548	87	39	188	45	159	47	38	340	128	251	185
LOC124903005	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	3	7	2
LOC414300	0	0	0	2	2	1	8	5	4	5	3	3	2	3	1	3	10	2	26	12
WASHC4	2026	1809	894	1383	787	2786	783	1857	887	1422	816	1123	598	1010	1016	1151	2070	786	1538	1030
APPL2	1023	1038	352	668	437	1432	561	1233	570	878	431	668	314	562	595	743	638	385	475	354
C12orf75-AS1	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	6	0	3	1
C12orf75	2289	3605	1513	1193	973	4679	1022	4088	1849	1778	980	1526	567	1014	1164	2704	1038	528	473	347
LOC105369957	31	41	23	34	43	87	20	81	44	33	10	20	14	25	27	47	49	24	29	18
LOC105369956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3
LOC105369955	1	2	0	0	0	4	0	1	2	4	0	0	0	1	1	0	3	3	0	4
LOC105369958	6	8	2	4	12	9	9	15	9	3	2	8	2	10	5	3	60	12	38	23
LOC124903006	8	17	13	4	11	26	4	19	11	9	16	12	4	14	4	12	68	24	46	35
CASC18	25	9	1	7	7	17	5	18	4	5	2	13	1	8	7	3	91	20	48	39
LOC105369959	0	6	1	1	0	2	1	3	2	0	0	1	1	0	1	2	12	1	3	5
LOC107984435	1	3	0	1	1	2	2	8	0	1	0	4	3	1	0	0	17	2	10	15
LOC105369960	0	3	0	0	0	0	0	1	1	0	0	1	0	1	0	0	6	0	5	4
NUAK1	4347	3490	1498	2849	1064	4444	1532	5301	2313	2880	1669	1704	1109	1301	1175	2071	1616	443	806	889
LOC124903007	11	2	2	2	4	4	3	9	2	8	8	4	1	10	3	6	4	2	3	2
CKAP4	5986	4518	1597	3741	1756	6836	2567	7146	3659	4142	1922	2741	1234	2091	1357	2794	2026	1494	2118	1344
LOC124903008	124	91	26	53	21	89	37	74	25	60	37	34	30	58	38	61	63	30	121	52
TCP11L2	307	414	196	341	280	676	223	448	200	412	150	206	142	263	187	225	557	241	314	196
POLR3B	796	739	273	537	270	1122	363	634	377	721	311	473	260	379	310	520	568	224	314	315
LOC100287944	0	1	7	0	0	9	2	8	3	3	1	4	0	4	4	5	1	2	2	3
RFX4	1	2	3	1	0	3	9	5	4	5	0	9	1	14	1	2	95	7	50	36
LOC100505978	3	1	0	2	0	0	0	4	0	3	0	1	0	0	0	1	9	4	7	0
RIC8B	1483	1669	743	1448	680	3068	837	1497	768	1577	780	1006	531	824	846	1134	1252	519	1445	741
LOC105369961	8	7	5	6	4	11	1	8	0	7	7	3	3	2	5	10	15	3	6	6
TMEM263	4488	3825	1960	3828	2234	6765	1633	4622	2308	3710	2014	2493	1482	2074	2475	2834	5050	1484	2889	2682
MTERF2	2558	1684	613	1212	874	3082	768	1245	689	1685	917	1038	642	1116	1228	1042	1531	860	1016	1065
CRY1	1530	1044	452	979	377	1993	590	1412	700	1087	640	653	370	653	613	610	1051	393	1003	599
LOC124903009	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	3	1
ABTB3	148	193	65	70	38	149	46	134	60	109	56	48	43	53	70	135	291	53	192	141
LOC124900324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWP1	1345	1090	414	722	346	1722	520	1316	610	968	498	618	315	522	516	650	893	293	563	444
LOC124903010	0	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	2	0	0	0
PRDM4	840	962	419	632	377	1216	442	1065	551	809	383	500	296	456	364	640	975	297	715	482
PRDM4-AS1	16	14	11	10	11	21	7	19	6	15	8	16	8	18	6	10	15	8	21	7
ASCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
LOC105369963	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
LOC728739	33	16	7	9	11	34	4	15	8	10	5	7	0	4	5	6	10	6	5	11
LOC105369964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	5
WSCD2	125	202	85	74	8	80	27	73	48	94	38	25	35	58	56	119	197	9	62	93
LOC124903076	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1
LOC105369965	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
LOC124903077	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC124903078	3	6	1	0	0	0	1	1	1	1	0	0	1	1	2	1	8	0	2	2
CMKLR1	231	15	11	148	34	212	71	209	104	101	105	77	11	36	32	3	52	26	119	134
LINC01498	6	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
FICD	174	139	41	112	41	170	72	195	105	155	74	85	42	62	54	87	139	46	134	62
SART3	2628	1881	586	1276	667	2489	860	1961	988	1989	893	1032	579	1003	828	1297	1858	619	1680	1038
ISCU	4054	2670	916	2009	611	4339	1380	2648	1454	2724	1367	1535	786	1502	1417	1661	4221	994	3094	2270
TMEM119	19	0	1	78	199	208	237	413	302	49	13	233	11	208	10	0	7	57	42	4
SELPLG	79	68	27	65	9	104	32	98	51	46	31	24	19	31	16	28	84	8	84	42
LOC105369968	115	99	55	90	17	193	64	104	61	113	71	80	42	71	55	89	105	17	73	44
MIR4496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORO1C	2345	2065	854	1982	665	2581	923	3300	1402	1864	1038	1180	580	976	895	1493	1335	461	916	720
LOC105369969	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	2	0
LOC124900333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSH1	3275	4195	1549	3384	1329	4499	1846	4757	2009	3882	1733	2201	1232	1841	1536	2496	3107	954	1972	1783
LOC101929204	170	153	49	114	38	114	141	153	55	138	109	93	45	130	61	95	200	50	108	97
MIR619	4	1	0	0	0	1	2	0	0	7	1	1	0	1	0	1	3	0	2	2
DAO	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	4
LOC124903011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SVOP	36	3	2	6	0	7	6	13	7	15	8	9	1	2	5	1	41	5	25	30
LOC105378256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
USP30	841	1097	387	716	411	1424	525	1075	486	1090	475	569	379	492	420	697	606	313	442	322
USP30-AS1	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	0	5	1	7	1
ALKBH2	359	260	66	181	105	332	133	232	140	228	106	159	57	145	92	151	117	33	126	79
UNG	1323	1501	463	798	378	1851	569	1142	636	1373	509	681	375	507	492	882	699	173	372	398
ACACB	6304	6252	2085	3624	2168	5953	3210	3119	1770	5729	2609	3557	1565	4278	2840	4325	2578	1580	1004	1363
LOC105369974	89	81	32	46	28	71	44	58	29	61	33	37	21	43	48	47	87	49	49	57
FOXN4	15	13	10	31	16	19	10	14	13	42	11	8	9	6	18	14	23	2	24	15
MYO1H	21	23	15	13	3	42	8	27	18	14	17	8	6	10	4	10	86	19	75	49
LINC01486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
KCTD10	5316	3733	1366	3139	1028	5895	1876	5736	2530	3468	1996	1895	958	1309	1160	1699	2968	873	2049	1831
UBE3B	2641	2217	805	1856	770	3042	1492	2125	1117	2293	1271	1381	628	1593	1111	1198	2594	789	4065	1600
MMAB	1836	1930	651	1006	336	1702	749	1400	812	1383	740	818	338	710	517	997	740	222	329	373
MVK	1898	1226	357	824	205	1554	697	1117	653	1171	775	580	241	610	325	555	352	100	242	311
FAM222A	918	677	203	751	178	1254	297	557	227	778	585	373	142	228	233	263	513	149	412	547
FAM222A-AS1	9	9	3	8	1	17	3	8	4	3	6	3	2	0	2	6	4	0	2	4
TRPV4	21	14	3	12	8	33	24	51	13	26	17	18	2	13	3	8	19	6	10	6
MIR4497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369975	9	1	1	3	3	4	0	4	0	1	1	1	0	2	1	1	2	1	2	2
GLTP	661	663	254	619	338	1183	388	942	464	864	339	492	260	353	279	426	1075	304	770	547
TCHP	1095	941	290	555	265	1192	366	773	386	911	388	502	258	487	427	568	245	178	180	184
LOC124903012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GIT2	2099	2024	772	1826	760	2915	1291	1957	1146	2167	1047	1388	725	1359	1181	1210	2143	672	2656	1279
LOC124903013	11	3	3	4	7	9	3	2	4	3	1	1	1	5	3	6	15	5	17	4
ANKRD13A	2229	2116	825	1580	803	3447	1039	2063	1070	1785	1037	1174	635	1143	1230	1322	1653	681	1572	1096
C12orf76	150	156	51	80	70	200	57	164	77	93	61	82	39	66	47	93	129	49	77	64
LOC105369976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
IFT81	2465	1985	773	1408	619	2905	659	1502	786	1812	806	925	642	780	920	1205	689	284	358	337
ATP2A2	75866	65111	25107	59076	20420	81193	32973	49512	26643	91266	29404	34950	30641	31685	32479	45913	25445	13116	17120	17685
LOC124903014	3	7	5	5	4	19	4	18	6	16	4	13	6	9	3	7	13	2	6	8
ANAPC7	1984	2252	896	1585	614	3570	882	2158	1185	2005	899	1094	595	952	770	1434	1884	617	1218	1051
ARPC3	2854	2419	865	1564	730	4049	1257	3385	1744	2071	1107	1455	620	1092	989	1333	2313	910	2126	1319
GPN3	1112	892	298	523	228	1292	304	793	376	728	357	440	256	360	330	463	601	206	442	277
FAM216A	233	423	186	213	161	465	102	351	192	256	153	161	81	111	140	234	442	196	248	232
LOC124903016	15	12	9	7	6	10	8	12	9	18	2	12	5	12	4	5	12	7	7	2
VPS29	2124	1666	627	1165	406	2562	655	1708	959	1671	831	1075	539	837	800	893	1063	394	766	651
LOC124903015	79	121	81	108	63	138	59	159	74	112	66	78	42	67	102	108	189	63	125	73
LOC124903099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD9B	156	96	43	79	29	229	62	162	77	173	63	64	55	53	50	60	83	26	85	42
PPTC7	1785	2191	996	1344	652	2643	766	1381	725	1797	814	1063	573	918	917	1496	2353	532	1519	1270
TCTN1	444	552	216	442	238	686	324	581	305	565	265	353	171	331	301	363	286	186	198	152
HVCN1	24	15	14	21	14	36	18	11	15	23	11	22	5	20	6	15	18	17	27	15
LOC124903017	0	1	0	2	0	6	1	1	3	0	0	1	0	2	1	1	6	1	5	2
PPP1CC	5849	6874	3115	4816	2382	10572	2511	5894	3109	5572	2519	3378	2013	2437	2506	4597	4890	1477	2353	2329
CCDC63	86	88	34	37	10	70	23	55	21	93	31	28	20	17	31	45	51	10	30	17
MYL2	300969	183646	63026	141133	34073	318459	79393	171751	95140	227825	102646	102870	75245	94610	93314	169413	13777	15347	7383	13135
LINC01405	951	1072	260	575	235	1611	545	547	306	1264	406	571	271	627	396	730	237	141	137	184
LINC01404	40	46	9	47	11	111	35	42	24	55	34	26	30	31	30	48	14	3	9	3
LOC105369981	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CUX2	1151	3394	1335	1148	366	971	500	1258	681	1727	489	512	667	456	486	2423	791	268	294	274
LOC124903018	28	56	26	11	0	17	9	8	15	20	13	14	24	6	11	49	21	9	13	7
LOC105369983	3	8	6	2	1	4	2	4	1	2	0	3	2	3	1	8	7	0	0	1
MIR6760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
PHETA1	1753	1465	363	1143	332	1920	722	1227	647	1400	692	706	375	809	686	757	670	148	1255	512
LINC02356	0	0	0	0	1	0	0	0	0	3	0	1	0	1	0	0	6	2	0	1
SH2B3	507	450	200	515	208	754	288	729	387	600	287	323	178	344	256	288	1003	238	858	581
LOC124903019	291	263	88	214	118	290	189	239	139	350	158	215	111	268	158	204	270	158	233	142
ATXN2	1442	1825	716	1431	713	2151	1066	1422	1027	1789	855	1149	622	1136	980	1068	1172	606	987	688
LOC124903094	0	0	1	1	0	1	1	1	0	3	0	3	0	0	0	0	3	1	1	2
ATXN2-AS	8	6	1	2	0	1	6	1	3	10	0	4	1	3	0	3	4	0	13	6
BRAP	649	849	334	565	266	1085	344	931	460	690	291	346	276	326	304	582	973	318	669	464
LOC124903020	15	5	1	9	5	7	4	6	1	1	3	0	1	8	3	4	12	5	12	4
ACAD10	1390	1429	482	908	522	1401	640	1063	663	1264	538	732	346	765	609	875	743	427	591	501
ALDH2	2729	3040	981	2258	755	3349	1363	2484	1339	3231	1241	1566	870	1415	1014	1821	1811	385	835	830
MIR6761	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MAPKAPK5-AS1	490	455	167	277	154	631	192	396	187	383	178	230	101	249	225	347	431	143	332	277
MAPKAPK5	1501	1581	624	1021	568	1894	576	1506	773	1155	557	670	484	717	607	1066	1470	523	970	670
TMEM116	196	288	131	177	124	444	86	196	94	215	132	101	77	121	133	168	275	124	113	122
ERP29	1761	1944	718	1289	657	2814	870	2277	1059	1944	849	997	492	980	824	1225	1277	250	787	680
LOC124903021	82	129	60	65	39	201	47	154	58	114	39	45	42	72	68	97	90	33	90	36
NAA25	1964	2005	890	1218	667	2558	680	1595	806	1674	709	918	629	761	769	1269	1825	599	1311	858
MIR3657	4	3	0	3	1	3	3	0	2	5	0	3	0	6	2	2	4	2	3	1
LOC124903022	13	10	5	5	4	7	3	5	3	13	6	9	6	4	10	16	26	4	13	6
TRAFD1	2644	2028	743	1514	717	2775	1007	2188	1124	1990	984	1155	641	1178	959	1199	2206	623	1941	1202
HECTD4	4938	4249	1623	3633	1733	4128	2706	3635	1900	4363	2405	2926	1125	3237	2323	2518	3320	1604	3343	2179
MIR6861	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
RPL6	9798	13951	4463	7067	4422	18117	5391	13318	6865	10229	4310	6504	3222	5570	4074	8728	10283	3758	5829	4166
PTPN11	10893	8239	3766	6698	2421	10886	2805	8521	4021	6618	3756	3968	2609	3462	3750	5937	6289	1972	3595	3502
LOC124903023	3	0	1	3	1	11	1	2	1	0	0	1	1	0	0	4	2	2	4	4
LOC124903024	23	36	19	32	10	60	13	29	5	40	13	15	11	18	18	30	86	21	39	16
RPH3A	6	4	3	4	1	0	6	1	0	0	4	1	0	4	2	1	135	12	65	60
MIR1302-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAS1	951	1	0	5	23	7	6	17	11	4	4	59	1	33	1	1	18	87	345	28
OAS3	645	5	4	30	35	22	37	64	50	27	19	120	17	79	9	1	34	127	439	44
OAS2	315	0	0	6	15	0	1	0	5	0	1	39	1	8	0	0	40	37	255	27
DTX1	2	1	0	4	4	4	5	19	7	3	1	11	1	2	2	0	7	2	4	5
RASAL1	0	3	0	0	1	2	2	9	4	0	0	2	0	0	0	1	42	4	15	17
CFAP73	3	2	0	0	2	2	1	0	4	4	0	1	0	2	4	0	6	0	4	1
DDX54	1447	1228	294	801	385	1402	545	1108	570	1153	502	604	291	590	399	756	1167	247	978	723
MIR7106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RITA1	563	443	128	382	187	607	257	468	267	472	229	283	146	309	227	274	436	136	344	323
IQCD	41	14	7	25	18	39	17	30	12	37	10	24	8	12	12	9	22	8	51	2
TPCN1	773	700	206	610	344	652	599	1044	511	1181	431	532	319	647	427	489	714	345	820	472
MIR6762	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
SLC8B1	275	130	34	110	76	174	163	249	166	120	96	122	24	137	82	69	135	74	163	95
LOC105369989	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	1	0	2	1
PLBD2	1054	1004	513	1377	520	1636	1023	1716	981	1258	621	1034	407	919	534	908	1341	415	937	671
SDS	12	0	0	0	0	1	2	1	2	0	1	2	0	3	0	1	4	0	11	5
SDSL	288	202	51	164	84	232	105	269	172	204	127	118	50	126	76	107	147	68	178	130
LHX5	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	2	0	3	2
LHX5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369990	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LOC105369991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01234	0	3	0	0	1	2	0	0	0	0	0	1	0	2	0	2	4	0	6	0
RBM19	1355	1146	378	788	384	1343	597	1033	517	1102	520	629	287	759	513	782	948	344	898	561
LOC124903025	2	1	0	1	1	3	2	1	2	1	0	2	0	1	3	0	12	0	17	6
LOC105369993	5	1	0	2	1	1	0	2	1	1	2	0	0	0	0	0	7	1	9	8
LOC105369994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	2
LOC105369995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LINC02459	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0
TBX5	2141	2201	688	3353	1842	3219	1164	1719	1025	2617	1302	1454	886	1360	1173	1466	729	1018	450	531
TBX5-AS1	601	364	156	637	367	724	250	456	255	462	253	306	141	301	286	213	198	184	198	184
LOC105369998	70	3	4	66	32	35	11	23	20	13	27	12	2	4	21	4	9	26	8	13
LOC124903026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
TBX3	1436	890	326	1546	564	1818	410	592	361	891	733	549	243	495	657	431	1066	438	586	613
TBX3-AS1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	5	0	4	4
LOC105369999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC124900329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC124903079	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	3	3	3
LOC124903080	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	5	1	4	5
LOC102723639	2	0	0	0	0	3	0	1	0	0	0	1	0	1	0	0	34	0	10	7
LOC124903081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	2	4
LOC124903082	1	1	2	0	1	9	6	10	2	4	2	3	0	1	1	0	110	50	113	59
LOC105370003	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	10	2	4	3
LOC105370002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	4
LINC02463	12	5	2	5	1	0	2	3	4	3	4	2	3	2	2	5	25	5	13	11
LOC124900323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED13L	3597	3289	1497	2595	1602	3870	2034	3410	1508	2990	1652	2502	957	2439	1837	2317	1176	839	1793	782
MIR620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC105370005	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
MIR4472-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105370007	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	12	1	2	3
LOC105370008	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LINC02457	0	2	3	0	0	0	0	4	2	1	0	1	0	1	1	5	29	10	23	12
LINC00173	5	14	2	2	2	5	7	13	1	1	4	3	1	12	5	11	33	4	7	9
MAP1LC3B2	7	10	8	15	5	32	4	9	4	22	8	11	5	10	4	11	22	4	17	9
LOC124903028	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	3	1	0	1
LINC03088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	2
SPRING1	1022	1117	456	906	355	1480	549	1587	737	920	525	611	243	581	524	647	1105	292	840	545
RNFT2	115	154	65	140	67	192	73	201	122	128	51	63	36	35	27	87	206	42	71	79
HRK	954	300	158	313	42	440	158	217	67	222	389	149	81	248	666	253	227	26	130	137
FBXW8	804	861	316	663	300	1037	456	670	329	661	451	471	203	440	445	568	495	207	390	327
LOC100506551	32	5	6	6	6	10	4	10	4	13	6	11	6	9	13	15	26	15	25	13
