	CAR_1	CAR_2	CAR_3	CAR_4	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	GEF_1	GEF_2	GEF_3	GEF_4
LOC124901437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378061	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCT1	16	392	89	394	0	2	3	2	1	4	4	3	4	3	3	0	1	3	2	0
VIP	0	2	5	4	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02840	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901440	14	59	43	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901439	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXO5	53	93	55	79	580	495	242	443	168	214	144	119	321	164	486	414	129	125	301	103
MTRF1L	292	428	399	417	765	537	215	469	218	212	196	188	349	252	580	383	209	181	373	148
RGS17	26	46	73	55	117	77	43	69	29	89	44	44	64	42	75	72	42	61	55	18
LOC105378066	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986661	2	0	13	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OPRM1	0	0	88	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
IPCEF1	1	5	34	6	149	207	79	136	53	36	34	17	66	20	56	85	30	15	38	20
LOC105378067	16	5	36	3	21	29	12	35	15	4	11	2	25	6	9	22	24	11	10	14
CNKSR3	858	867	1011	740	3055	2556	908	2317	890	883	705	459	1938	776	1891	1639	709	489	1366	587
LOC101928868	8	6	9	8	24	15	8	6	3	5	9	4	13	1	15	26	7	3	8	5
SCAF8	1164	1414	1592	1426	3526	3020	1375	2827	1077	1614	1178	1363	2148	1416	2962	2722	1210	1307	2122	1094
MIR1273C	0	1	1	0	2	0	1	0	0	2	2	1	1	1	0	0	0	0	0	0
TIAM2	513	543	628	474	1451	1455	476	1035	425	516	362	285	942	681	1456	961	362	303	1239	262
TFB1M	191	136	225	116	785	589	293	555	284	381	289	255	391	207	548	595	260	345	367	205
CLDN20	8	8	21	6	47	24	21	33	15	20	24	15	46	18	43	46	12	31	25	14
NOX3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378068	0	1	5	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
LOC105378069	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378072	0	3	13	3	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
LOC101928923	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC124901443	0	1	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MIR1202	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901441	0	1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378071	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD28B	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378073	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901444	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARID1B	1333	1682	1605	1851	4313	4228	2032	2882	1537	2242	2033	1738	3293	1478	3828	4157	1359	1932	2510	1181
LOC115308161	1	1	2	2	18	15	10	11	12	10	7	8	9	6	7	27	15	13	10	4
MIR4466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901445	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105378075	11	14	27	10	20	10	10	8	8	4	6	3	7	10	18	15	4	9	14	7
TMEM242	624	407	466	335	1602	1109	563	1534	480	598	497	306	753	407	964	1111	555	539	657	313
LOC105378076	0	0	3	0	4	3	1	6	6	4	2	1	4	3	8	1	1	4	5	0
LOC124901446	3	4	6	2	12	11	1	15	7	9	8	5	8	7	14	7	7	10	8	4
ZDHHC14	143	246	252	172	845	633	261	514	243	266	243	247	525	180	596	466	283	290	428	145
MIR3692	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986663	2	2	13	6	3	0	1	4	0	4	2	0	0	0	1	4	1	0	0	2
SNX9	1324	1072	1169	879	2507	2328	1054	2263	894	1180	993	651	1411	683	1871	1718	898	1031	1225	539
SNX9-AS1	3	1	1	0	5	0	0	2	2	1	0	0	3	0	3	0	0	1	0	0
SYNJ2	1082	1523	902	1297	3018	2923	1284	2289	1111	1024	1097	404	2276	819	1705	2072	805	922	973	713
SYNJ2-IT1	5	0	9	5	1	4	3	4	2	0	1	0	1	0	1	1	1	1	1	0
SERAC1	521	800	548	732	904	683	337	668	275	320	269	191	453	291	744	468	269	258	437	179
GTF2H5	137	123	150	98	1029	847	404	904	394	439	356	238	489	302	850	675	343	372	514	239
TULP4	1100	1334	1436	1169	1864	1986	898	1638	625	895	706	647	1435	647	1486	1361	544	749	973	478
LOC124901447	53	13	52	8	16	6	6	18	6	9	3	5	5	4	6	4	10	4	7	2
SNORA116	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0
TMEM181	1697	1830	1717	1708	2755	2417	1213	2417	1050	1202	1013	882	1698	940	1964	1799	977	1106	1265	587
MIR7161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYNLT1	782	265	510	226	5943	3415	1665	3756	1720	1895	1500	836	2170	1077	3232	3262	1877	1630	1893	1030
SYTL3	40	101	83	108	425	226	113	421	153	174	133	104	287	149	384	372	215	225	296	125
MIR3918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EZR	3088	3773	3409	3002	28112	15644	8211	21363	8136	8409	6436	6387	13788	6477	18762	16765	7482	7344	11992	5343
EZR-AS1	0	2	0	2	1	5	0	0	0	0	2	0	2	3	1	0	1	2	1	0
OSTCP1	0	0	8	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
LOC124901448	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LINC02901	4	5	5	14	8	10	6	17	6	2	3	0	7	0	1	14	3	3	0	5
RSPH3	298	399	364	420	1152	747	345	695	328	447	327	337	684	328	747	683	346	361	583	287
TAGAP-AS1	2	2	8	4	23	16	5	13	7	8	8	8	13	6	10	14	7	16	5	4
TAGAP	0	3	20	5	5	2	4	2	0	2	1	3	2	6	5	2	2	5	4	5
LOC112267968	0	0	13	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0
LOC124901449	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC1-AS1	0	0	8	0	0	4	4	0	0	2	2	0	0	0	0	0	0	2	0	0
FNDC1	10	5	64	30	29	157	84	9	6	78	75	6	69	2	6	34	11	74	11	9
FNDC1-IT1	0	0	1	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
LOC105378084	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02529	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929142	0	0	2	0	4	0	2	3	0	1	0	1	1	0	0	0	0	0	0	0
LOC105378085	8	28	27	30	24	3	3	8	2	5	11	2	10	3	2	6	3	5	5	4
LOC124901450	17	16	37	17	30	7	6	17	3	4	5	1	9	7	9	14	3	14	9	4
SOD2	2242	1803	2448	1557	10712	6232	3233	8639	3309	3662	2913	2841	6397	4691	10268	7937	3457	3427	8183	3147
WTAP	980	1241	1096	1056	3220	2234	1099	1736	788	919	807	661	1348	782	1944	1831	830	888	1326	666
SOD2-OT1	0	0	5	0	24	14	13	12	7	11	20	3	16	8	39	27	10	16	31	6
ACAT2	522	297	714	385	1028	1657	852	1286	426	641	659	125	694	604	1500	1094	266	430	915	327
TCP1	5076	6845	5939	5884	8366	6082	2836	7043	1996	2602	2109	1573	3437	2106	5381	4437	1937	2100	3205	1520
SNORA20	7	11	12	10	3	10	1	0	1	1	4	1	2	2	6	6	4	0	3	0
SNORA29	4	8	5	10	11	1	2	2	5	2	1	1	2	2	3	6	4	0	4	0
MRPL18	531	765	575	882	1619	1147	553	1564	507	531	497	275	700	334	998	988	454	478	586	239
PNLDC1	5	23	33	17	5	3	1	1	4	4	3	1	1	0	2	1	2	6	1	1
MAS1	0	0	51	4	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0
IGF2R	6746	5660	6548	5140	11924	10477	4873	12115	4456	5602	5197	3391	8195	3778	9072	8861	4151	5425	6120	2595
AIRN	10	0	19	1	1	3	1	1	0	0	0	0	0	0	0	1	1	2	0	0
LOC124901451	13	7	15	13	5	3	1	14	3	10	9	2	6	2	11	4	3	6	6	0
CHP1P2	243	348	264	342	288	175	91	91	81	112	124	34	112	52	144	147	75	152	92	62
LOC124901452	10	5	23	5	3	3	2	11	2	1	3	0	1	1	0	8	0	3	1	2
SLC22A1	1	13	20	12	5	5	5	7	3	7	4	2	5	0	5	2	6	5	2	3
SLC22A2	0	0	10	2	4	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
LOC105378088	0	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A3	17	56	64	58	32	101	48	27	9	57	72	54	18	2	16	8	11	73	12	2
LOC124901453	6	1	42	2	0	2	2	0	0	2	4	4	1	1	0	0	0	3	0	0
LPAL2	2	6	21	15	7	22	5	7	2	3	3	5	12	4	1	3	4	3	4	1
LOC124901454	1	0	3	0	0	0	1	4	2	0	0	3	2	1	2	0	3	1	0	1
LPA	0	0	24	0	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	2
PLG	0	0	18	0	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
LOC112267969	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378093	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724087	0	0	10	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0
MAP3K4-AS1	6	6	16	3	12	29	12	6	6	15	22	11	11	7	16	23	13	19	5	6
MAP3K4	766	1031	840	862	1747	1156	615	1642	570	771	562	528	932	418	1218	1253	660	650	743	408
AGPAT4	620	891	589	571	2749	1450	857	1937	816	970	786	755	1030	654	1773	1391	808	861	1024	395
LOC124901455	105	106	132	82	150	71	53	80	57	79	73	52	72	63	137	98	88	89	92	35
AGPAT4-IT1	41	45	35	28	86	56	33	90	53	45	51	43	57	18	101	63	45	57	56	12
LOC105378094	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3
PRKN	8	13	33	10	629	305	181	488	250	248	191	153	389	96	220	402	227	209	155	157
LOC124901457	0	0	3	2	3	0	2	6	0	2	1	0	1	1	0	0	0	1	0	1
LOC124901456	0	1	42	3	10	12	13	3	1	6	1	3	4	0	3	10	2	8	7	5
LOC105378098	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0
LOC105378097	0	0	2	0	4	2	4	6	5	0	1	0	4	0	2	11	3	1	1	1
LOC105369171	2	5	39	0	0	9	1	15	0	7	3	2	3	0	0	5	5	3	1	1
PACRG	2	20	113	14	732	151	107	388	201	266	219	294	267	96	277	558	433	459	174	188
PACRG-AS2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PACRG-AS3	0	2	10	0	6	3	1	9	0	3	5	1	3	1	0	0	3	3	0	2
LOC105378095	0	1	6	0	36	13	7	13	12	12	16	13	13	2	1	21	11	11	5	8
PACRG-AS1	0	0	10	0	1	0	0	0	0	2	1	1	0	0	0	4	5	1	0	1
DKFZp451B082	7	6	32	4	20	5	1	20	2	4	4	5	10	1	6	11	8	6	9	6
LOC105378099	2	2	12	7	15	5	1	1	3	4	3	5	4	3	4	4	1	5	2	3
LOC105378100	3	1	6	3	12	4	8	2	5	6	4	4	7	6	9	14	4	5	5	4
LOC124901234	0	2	7	2	12	1	0	18	8	10	11	8	13	2	12	14	7	13	6	8
CAHM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QKI	2175	2616	2737	2107	26240	17726	8185	18248	8531	13078	8439	8636	18790	10119	20979	21781	10737	11171	17235	8904
LOC102724152	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901498	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378104	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901499	0	0	4	1	14	1	2	12	1	4	1	0	0	5	7	6	3	12	7	4
LOC105378102	0	0	3	1	0	0	0	5	0	0	0	0	0	1	0	1	1	0	0	0
LOC105378106	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105378109	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105379712	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986667	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MEAT6	9	1	4	3	5	5	2	7	2	8	2	5	3	1	1	12	3	1	1	2
LOC124901500	0	4	16	3	2	1	0	0	1	3	1	0	1	0	0	2	3	2	1	0
C6orf118	0	4	18	6	0	1	0	0	3	2	1	0	3	0	1	0	1	0	2	1
LOC105378113	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE10A	1452	911	1208	989	3262	2699	1113	2034	1128	1297	937	691	2338	1520	2980	2330	1178	1206	2111	1022
LOC105378116	0	0	1	1	2	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0
LOC105378115	2	0	11	0	4	0	2	5	1	1	4	1	4	1	4	0	1	1	4	0
LOC124901458	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
LINC00473	17	0	12	0	24	12	5	9	4	8	8	4	3	1	9	8	1	5	4	3
LINC00602	0	0	8	0	2	0	1	4	0	0	0	0	0	0	2	0	0	1	0	0
LOC105378117	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC729681	0	0	15	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0
TBXT	0	0	12	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
LNCDAT	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101929297	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986668	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378118	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRR18	3	1	19	1	17	22	6	29	6	14	14	8	26	3	9	21	9	9	11	14
LOC107986669	1	6	21	2	3	9	0	0	0	2	1	3	2	1	5	3	1	4	3	0
SFT2D1	399	440	342	339	1050	683	323	654	282	419	272	215	400	238	645	544	319	312	374	184
LOC100289495	5	23	28	18	80	47	16	40	14	15	21	19	21	28	63	27	25	30	58	16
MPC1	397	274	222	213	4021	2005	985	2539	1310	1372	944	570	2285	966	2498	2620	1565	1129	2107	911
RPS6KA2	175	310	252	224	4157	3802	2018	4558	1905	1973	1882	1029	3145	1029	2608	3445	1445	1758	1533	986
LOC124901460	4	2	11	1	6	7	1	4	6	3	4	1	9	3	13	7	3	4	4	1
RPS6KA2-IT1	10	4	7	12	18	27	6	16	7	14	9	3	16	13	9	17	8	7	9	4
MIR1913	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAMACL	5	8	19	8	6	9	4	5	2	2	5	2	6	4	13	5	3	2	6	1
LOC107986671	0	3	2	4	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
LOC124901459	0	2	7	2	1	1	0	0	2	1	2	0	0	1	3	0	1	0	0	0
LOC124901461	0	0	24	1	0	2	1	2	0	2	0	1	1	0	1	3	0	6	1	0
RPS6KA2-AS1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
RNASET2	79	152	161	133	88	180	87	96	37	102	50	103	74	34	115	91	64	81	87	25
LOC105378120	2	0	48	1	45	76	32	10	10	10	23	18	48	20	42	45	16	11	36	13
MIR3939	0	0	0	0	1	0	1	1	3	3	0	1	0	1	1	2	0	1	0	0
CEP43	462	498	500	501	1534	1015	522	1499	521	655	505	434	857	509	1212	1069	561	598	830	338
CCR6	0	1	12	0	2	1	2	1	2	0	0	1	2	1	10	0	1	4	0	0
LOC107986672	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267970	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR31	0	4	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378123	0	5	5	6	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
TCP10L2	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901462	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HPAT5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724220	0	2	28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC102725048	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC93A	4	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTLL2	0	1	25	1	0	2	2	2	2	1	2	3	2	0	6	0	0	4	3	0
TCP10L3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378126	1	19	15	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105378127	1	28	9	48	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC105378128	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107986546	0	2	7	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901463	0	1	17	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0
LOC105378129	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901464	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378130	2	0	14	4	4	0	0	4	0	0	1	0	0	0	2	1	0	0	0	0
LOC105378131	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
LINC02538	2	3	23	4	8	12	9	8	8	6	7	13	9	2	9	16	5	10	6	3
LOC124901465	0	1	7	3	94	5	4	25	19	59	31	31	24	12	38	48	41	57	19	14
LINC02487	3	4	10	4	15	10	4	20	8	8	5	4	6	3	7	7	5	6	6	3
LOC107986547	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01558	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC441179	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFDN-DT	4	3	10	6	38	47	21	53	21	18	22	26	20	15	57	47	19	26	42	6
AFDN	2669	2626	2546	2234	9510	8288	3956	10114	3594	4388	3457	2836	5695	3686	9183	6761	3624	3894	5982	2336
LOC107986673	19	10	13	6	11	3	7	14	5	8	1	5	8	8	10	8	4	6	11	2
HGC6.3	2	1	13	0	3	1	3	0	0	9	8	11	4	3	9	3	2	10	4	4
KIF25-AS1	0	1	5	0	5	5	3	11	6	9	10	5	3	8	20	15	3	11	12	1
KIF25	0	3	16	4	4	3	2	4	4	6	8	7	6	11	37	9	5	11	32	2
LOC105378135	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMD1	8	84	67	67	3	2	0	10	3	5	6	2	0	1	1	12	0	6	4	4
LOC107986548	0	2	9	0	0	0	0	0	1	3	1	0	1	0	0	2	0	0	2	0
LOC105378137	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901501	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929420	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DACT2	0	4	30	4	9	15	16	3	1	17	20	17	5	4	7	16	1	18	3	1
LOC105378139	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC107986549	0	0	18	1	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
LOC105378140	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378141	0	0	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMOC2	3	2	22	6	175	709	400	50	29	394	355	172	123	57	196	133	41	303	115	55
LOC124901466	0	0	47	0	0	0	4	0	0	0	1	0	0	0	1	0	0	3	0	1
LOC124901467	0	0	8	0	0	7	1	0	0	3	0	0	0	1	5	0	0	0	0	0
LOC124901468	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378142	0	0	16	2	0	1	1	0	0	0	0	2	0	0	1	0	1	4	0	0
LOC105378143	0	2	34	0	0	1	0	0	0	2	4	1	0	1	3	0	0	5	1	0
LOC107986550	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378144	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378146	1	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC105378145	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929460	0	0	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724357	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901469	0	1	26	3	0	5	3	0	0	0	0	0	0	0	0	1	0	3	0	0
LINC01615	5	13	16	8	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
LINC02544	2	2	4	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
THBS2-AS1	1	0	8	1	8	7	8	15	4	8	2	5	7	3	12	5	3	9	6	2
THBS2	154	14	96	114	572	4901	2151	150	68	1585	1369	573	1008	23	62	782	106	997	39	330
LOC124901470	2	0	3	1	1	14	2	0	0	4	4	1	1	0	0	3	2	3	0	0
LOC105378148	0	0	10	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0
LINC02519	1	1	21	0	2	3	2	10	3	2	5	6	2	0	2	6	5	6	0	0
LOC124901472	0	2	15	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0
LOC124901473	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
WDR27	172	282	304	248	649	490	217	793	270	409	379	256	325	219	703	400	328	456	448	111
LOC124901471	4	3	7	10	2	5	1	7	0	2	4	0	3	0	3	2	0	0	3	0
C6orf120	189	107	234	135	1737	1400	634	1243	572	685	527	428	912	481	1202	1049	538	616	819	338
PHF10	456	616	478	504	2169	1504	741	1841	709	794	554	534	1245	675	1849	1618	682	574	1212	570
DYNLT2	40	24	32	22	219	153	71	208	77	103	85	55	115	84	201	176	96	90	148	51
ERMARD	46	45	102	65	326	333	160	290	138	211	190	188	199	98	258	242	155	240	184	87
LINC00242	1	5	8	11	72	24	17	37	17	20	19	16	18	14	46	26	18	28	41	10
LINC00574	0	0	7	0	7	0	2	4	2	4	2	2	0	1	3	3	1	5	2	1
LOC105378149	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC107986674	0	1	15	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0
LOC107986675	0	6	12	8	17	6	1	15	6	8	24	12	8	7	9	17	6	26	8	4
LOC100131532	5	9	28	5	9	2	3	47	5	17	14	8	8	2	13	21	11	16	5	6
LOC105378150	0	1	43	0	1	0	1	0	0	2	1	0	0	0	0	0	0	1	1	0
LOC101929614	0	0	1	0	4	1	0	4	0	4	3	1	4	0	6	6	0	2	3	2
LOC105378153	3	1	3	0	8	4	2	21	8	5	12	4	7	4	7	15	7	14	1	6
LOC102724511	2	0	5	0	1	1	1	9	3	1	6	1	3	0	1	7	0	1	0	1
LOC154449	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC285804	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01624	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DLL1	15	29	30	13	90	18	11	81	24	35	44	8	55	7	62	50	25	38	32	14
FAM120B	1025	951	1197	777	2693	1798	887	2185	933	1081	1108	889	1541	756	2009	1914	1126	1258	1340	666
MIR4644	2	0	4	1	0	1	0	0	1	3	0	0	1	0	0	0	1	0	1	0
LOC124901474	245	203	262	170	273	220	107	262	147	158	132	141	255	156	366	304	174	193	261	99
LOC124901475	453	285	285	335	304	227	135	658	112	139	121	123	283	88	150	250	166	178	136	121
LOC107986676	2	4	29	8	4	8	2	12	6	6	4	2	4	2	5	13	2	5	2	0
LOC124901477	14	13	43	3	12	7	2	19	7	6	8	3	9	10	14	23	10	11	10	7
LOC124901235	10	6	16	3	5	9	1	6	5	4	6	1	4	1	10	6	4	5	4	2
LOC124901476	6	7	15	2	15	8	6	6	4	12	12	4	20	2	10	14	10	18	7	7
LOC105378157	37	15	42	7	34	18	7	16	16	23	10	12	21	8	16	29	22	30	8	14
PSMB1	2349	1502	1607	1158	5072	3462	1736	3822	1525	1643	1439	761	1930	1192	3624	3053	1345	1517	1875	880
TBP	283	320	323	304	832	556	313	441	244	286	269	234	355	198	549	523	274	302	336	138
PDCD2	611	726	575	643	2200	1615	753	1734	572	695	504	423	856	578	1437	1174	609	632	889	365
LOC101929692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723872	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105375112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375113	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929756	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105375114	0	0	11	1	0	5	1	0	0	0	1	1	1	0	0	0	0	1	0	0
LINC03015	0	0	1	0	15	4	4	7	4	6	4	1	8	6	12	10	7	4	8	2
LINC03014	0	5	12	3	14	16	8	9	2	3	6	8	7	2	6	11	7	14	1	3
LOC105375116	0	0	32	1	4	1	3	33	8	6	5	2	11	1	7	7	5	14	7	3
LOC105375115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124901806	0	0	13	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
LOC124901808	4	5	20	9	15	7	14	31	8	13	9	3	20	5	15	12	10	14	10	6
FAM20C	159	154	162	100	354	447	238	409	145	216	245	128	305	80	300	434	144	253	172	100
LOC124901807	0	2	5	0	6	4	4	5	2	1	2	1	5	1	4	4	0	2	3	3
FOXL3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXL3-OT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105375118	0	0	10	1	2	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0
