	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	DAU_1	DAU_2	DAU_3	DAU_4	GEF_1	GEF_2	GEF_3	GEF_4
DNTT	0	0	0	0	0	0	0	1	2	1	0	0	7	1	7	6	0	0	0	0
OPALIN	0	0	0	0	0	0	0	1	0	0	0	1	7	17	7	3	0	0	0	0
TLL2	100	251	143	151	94	300	108	71	201	38	234	38	176	180	160	91	76	94	79	103
TM9SF3	2748	5150	5806	7867	3716	6802	3649	2391	8560	2279	4995	3195	2531	1866	2795	1555	2500	2596	4222	2019
LOC105378443	17	54	37	28	17	28	23	16	53	13	25	12	132	200	120	70	27	27	44	10
PIK3AP1	94	81	145	167	82	184	43	24	223	28	106	63	137	184	97	41	42	28	71	22
RPL13AP5	29	38	38	48	23	78	31	25	126	32	28	16	31	27	9	31	19	24	49	17
MIR607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102723665	27	87	121	90	45	157	50	37	100	36	64	47	132	123	95	44	64	35	65	28
LCOR	857	2002	2361	2344	1069	1842	1102	878	2919	883	1838	1269	1945	2684	1514	2105	977	1028	1628	789
SLIT1	32	91	74	83	41	94	49	39	113	45	53	42	33	51	53	47	30	89	47	21
SLIT1-AS1	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
ARHGAP19-SLIT1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
LOC112268065	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	1	1	0	0
LOC105378447	2	2	5	2	2	0	3	0	3	1	0	1	3	4	2	1	2	4	1	5
ARHGAP19	255	652	949	750	412	674	345	223	888	277	468	430	234	363	156	135	280	272	642	240
FRAT1	65	239	216	161	82	173	133	106	236	121	113	63	539	828	150	284	96	155	137	48
FRAT2	120	364	414	240	111	427	189	174	436	129	201	123	461	896	236	501	147	229	238	119
LOC105378448	0	4	5	5	1	6	1	2	3	2	3	3	7	29	5	10	1	0	0	0
RRP12	462	982	1350	1110	509	1226	465	421	1296	256	740	459	1204	1627	1081	1167	388	566	901	281
LOC644215	43	79	114	69	23	41	32	34	106	35	43	30	29	21	31	53	37	32	85	23
PGAM1	1401	1891	2498	3020	1493	2295	1238	913	4857	1026	1629	1058	527	744	755	732	891	780	1436	538
EXOSC1	294	563	622	711	332	537	341	340	959	148	381	175	201	119	304	200	274	315	359	160
ZDHHC16	635	1321	1559	1413	745	1223	758	740	2385	427	991	525	710	454	659	709	525	656	793	352
MMS19	1120	2443	2777	2540	1278	2819	1422	1450	3701	1018	1759	919	1907	1520	1290	1636	1109	1504	1720	674
UBTD1	113	315	196	317	156	307	134	167	296	51	196	41	462	650	227	560	89	126	104	64
LOC124902488	1	5	1	8	3	1	1	2	7	0	6	0	7	9	8	5	0	2	6	1
ANKRD2	33	93	34	59	33	131	16	21	63	8	60	16	8	16	13	3	22	14	29	36
HOGA1	38	114	79	97	43	112	35	30	80	15	88	28	4	8	9	12	29	30	55	27
C10orf62	2	4	5	1	5	8	2	1	0	0	4	1	0	0	1	3	2	0	3	0
MORN4	284	478	637	569	313	564	286	291	777	199	352	255	104	71	152	98	245	268	341	162
PI4K2A	749	1582	1691	2047	1063	1581	895	787	2176	425	1345	591	811	965	726	826	665	856	893	522
AVPI1	166	474	386	377	224	352	188	172	501	127	225	126	609	157	210	517	156	265	205	146
MARVELD1	985	1938	1326	2667	1423	1827	1366	1469	2169	633	1649	451	1629	1243	999	715	649	1189	695	575
ZFYVE27	582	1128	1420	1198	610	1352	642	671	1672	413	810	458	1669	1146	1468	1712	551	748	744	293
SFRP5	620	971	2275	1763	762	1268	596	486	1107	394	1189	548	63	68	34	40	351	410	760	209
LOC107984260	2	2	2	1	3	8	4	2	0	2	6	0	10	10	13	12	0	1	2	1
GOLGA7B-DT	0	1	0	0	1	2	1	1	1	1	2	0	3	3	5	1	0	0	0	0
GOLGA7B	33	27	74	65	32	102	26	46	89	25	53	21	578	450	284	370	31	62	31	9
CRTAC1	19	50	38	361	130	86	21	126	24	4	33	16	5576	3063	3267	3113	16	449	19	7
MIR3085	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
R3HCC1L	224	493	602	560	287	652	278	213	850	195	305	289	513	909	273	276	256	249	366	142
LOXL4	955	2380	2805	2129	1046	1743	1509	1309	2896	685	1191	955	1021	867	1070	1403	448	917	1380	497
LOC124902489	21	38	44	32	8	25	22	23	43	24	32	32	172	80	141	76	22	27	25	10
LOC105378449	3	1	9	0	1	7	1	2	1	0	0	3	1	2	9	1	0	0	0	0
PYROXD2	2279	5882	4299	2346	1701	5408	3476	3234	4667	1705	3220	1227	700	729	628	758	3005	4776	3042	1667
MIR1287	0	1	3	0	1	8	0	1	2	0	0	1	0	0	0	0	0	1	0	0
HPS1	1528	3587	3471	2290	1239	3712	1789	2267	4189	1105	2045	946	2657	1879	1818	3301	1520	2474	1986	897
MIR4685	1	1	4	2	1	7	2	4	6	1	1	0	3	0	0	1	1	4	1	0
HPS1-AS1	28	72	63	51	29	89	42	28	68	14	45	13	141	100	107	100	28	61	28	21
HPSE2	5	18	5	29	16	9	57	74	29	27	6	5	61	47	53	40	3	57	2	6
MIR6507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNNM1	10	18	24	36	27	9	5	16	22	31	14	4	40	134	15	23	13	11	16	6
GOT1	3730	7567	9775	5717	3220	11619	3524	3176	12171	2109	6193	3711	1850	2050	1952	1651	3249	3001	6752	2329
GOT1-DT	215	306	503	212	140	434	193	206	465	134	241	191	213	522	268	367	272	317	329	111
LINC01475	1	0	0	4	4	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0
NKX2-3	1	2	1	4	10	0	3	1	8	3	4	0	9	12	2	7	0	11	0	1
LOC124902589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A28	302	679	529	609	309	451	463	372	901	285	521	145	742	1202	418	476	315	412	334	196
LOC105378450	1	2	4	0	2	1	0	0	4	1	2	1	0	2	0	2	1	3	2	1
ENTPD7	159	362	493	664	362	352	318	269	782	217	381	250	109	164	228	125	160	269	351	116
COX15	671	1712	1830	1595	864	1741	811	812	2135	688	1195	753	1304	1101	1014	669	761	799	1163	490
CUTC	399	1027	864	796	384	1196	479	439	1448	315	678	301	116	48	258	152	524	513	616	344
ABCC2	6	9	8	10	6	16	7	9	25	10	7	7	41	60	58	42	9	13	4	8
DNMBP	694	1307	1268	1531	833	1733	883	765	1798	480	1152	487	302	357	435	304	722	758	776	403
DNMBP-AS1	2	1	5	3	1	3	1	1	2	0	1	2	8	7	11	2	3	3	1	0
LOC124902490	0	2	1	0	1	0	1	3	0	0	0	0	1	1	0	1	2	3	0	0
LOC124902583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ERLIN1	257	608	622	762	420	603	359	373	889	206	468	251	374	731	364	335	253	305	374	195
CHUK	525	1212	1478	1410	651	1460	740	494	1823	414	824	618	365	448	480	361	681	639	976	486
CWF19L1	434	1156	1580	1116	555	1160	538	412	1576	426	808	526	363	196	263	195	454	478	1054	414
SNORA12	0	4	9	6	2	0	3	0	13	1	5	2	8	0	2	3	2	1	0	2
BLOC1S2	234	625	616	717	353	566	315	225	952	137	401	216	412	180	671	259	237	253	334	174
PKD2L1	0	0	0	4	2	0	1	0	0	0	0	0	42	69	28	17	0	0	0	0
SCD	5181	11336	17758	20832	9613	12996	7667	7066	9088	2936	6572	8464	7570	8543	3782	3777	3901	5015	10781	3342
OLMALINC	150	257	397	381	168	414	203	184	380	88	171	169	159	67	88	137	122	148	215	50
WNT8B	4	3	0	1	1	0	3	0	5	1	1	0	8	6	8	7	3	5	0	2
SEC31B	348	666	930	485	246	904	304	356	688	216	363	258	106	111	187	173	404	430	652	174
NDUFB8	838	1510	3402	1412	753	2115	856	851	2313	478	1095	1065	202	185	386	266	697	821	2167	391
HIF1AN	2169	4132	4324	4046	2022	5309	2490	2095	6020	1580	3501	1799	1489	975	1812	1127	2106	2277	3073	1253
PAX2	0	0	0	0	0	0	1	0	0	0	1	0	7	14	5	3	0	0	0	0
SLF2	1529	3230	3454	2926	1629	3580	2037	1635	4111	1584	2659	1488	1271	1403	1292	734	1785	1971	2168	1160
SEMA4G	226	404	435	343	207	302	242	244	404	201	279	148	55	154	88	77	213	295	263	113
MIR608	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
MRPL43	551	1166	1181	1003	531	1134	664	602	1546	356	715	279	322	203	353	406	492	701	575	295
TWNK	155	331	380	400	190	443	169	166	455	98	251	102	904	1671	371	690	141	163	228	118
LZTS2	1094	2472	2232	1864	1144	2918	1193	1141	3064	812	1464	502	1888	1677	1231	2119	939	1413	1039	499
PDZD7	3	4	9	17	5	7	8	3	15	11	12	2	28	70	7	23	2	8	6	0
SFXN3	239	344	314	973	474	425	365	356	620	288	369	133	183	390	184	89	233	348	178	103
LOC107984262	10	17	28	14	7	18	11	3	20	4	11	10	41	75	14	20	2	7	10	2
KAZALD1	48	83	227	153	102	150	69	85	154	42	77	83	255	390	128	225	31	76	116	11
TLX1NB	1	0	0	0	0	0	0	0	0	0	0	1	1	4	4	0	0	1	0	0
TLX1	2	0	7	3	3	3	5	0	0	0	1	8	5	15	4	9	1	5	6	0
LINC01514	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
LOC124902491	0	0	0	0	0	0	0	1	0	0	0	1	1	1	3	0	0	0	0	0
LBX1	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	4	0	0	0	0
LBX1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	4	3	0	0	0	0
LINC02681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378453	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
BTRC	1315	2786	3214	2919	1477	2759	1706	1357	5008	1317	2230	1351	1476	1057	1000	822	1493	1511	2273	997
LOC124902576	0	0	0	6	1	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1
POLL	412	850	876	805	419	874	531	516	1004	381	576	249	606	549	401	386	404	571	472	242
DPCD	282	428	466	574	273	883	298	246	995	220	327	163	170	169	115	93	168	211	333	118
MIR3158-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3158-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW4	721	1697	1728	1464	804	1858	789	800	2308	526	1315	533	1070	1151	709	673	615	845	1015	489
LOC105378456	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	1	0	0
LOC105378455	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378458	0	0	0	0	0	0	0	0	0	0	0	0	6	7	3	1	0	0	0	0
LOC105378457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF8	0	0	0	0	2	0	2	1	0	0	1	1	6	26	2	8	0	2	2	0
NPM3	180	231	453	448	225	466	159	171	453	99	214	126	171	490	212	146	116	158	317	56
OGA	3318	7199	8335	8375	3813	9283	4626	3531	9703	4059	5610	3649	5444	3673	5051	2958	4232	4343	6167	2716
KCNIP2-AS1	4	11	13	5	1	8	11	2	2	0	8	2	7	22	4	5	6	7	3	2
KCNIP2	96	258	147	88	47	188	103	122	181	89	108	29	41	23	67	53	313	311	77	83
ARMH3	418	888	851	931	441	984	587	569	1266	361	643	334	313	157	403	238	473	558	520	271
LOC101927445	1	3	8	2	1	0	6	1	2	1	0	0	3	5	0	3	1	1	2	1
LOC124902492	4	5	3	0	0	6	6	1	4	3	11	0	2	5	5	2	2	3	6	1
HPS6	291	707	626	580	344	854	339	329	847	170	441	165	512	472	315	293	267	393	350	197
LDB1	2863	5803	6415	4658	2822	5387	3229	3099	6975	2231	3977	2008	3947	3614	2874	3379	3170	3979	3937	1700
PPRC1	692	1664	1745	1875	823	1484	819	791	1692	439	1193	642	1151	935	991	997	611	798	1010	525
NOLC1	1313	2803	3532	3168	1539	3424	1559	1232	3757	1105	2103	1474	4086	4112	2956	1780	1192	1436	2351	899
ELOVL3	0	0	0	5	2	0	2	4	0	2	1	0	49	136	13	19	3	2	0	0
PITX3	4	18	4	21	7	4	1	5	4	5	4	0	35	108	15	52	0	4	3	2
GBF1	2348	5165	4931	4539	2415	5071	2926	2808	5741	1656	3653	1862	2069	1741	1616	1828	2240	2850	3002	1478
LOC107984263	8	4	3	2	1	7	6	4	12	1	7	1	6	9	6	5	1	5	4	1
NFKB2	518	1025	909	1074	525	1306	588	567	1387	335	665	274	1449	1518	794	864	450	592	458	297
PSD	178	313	228	392	180	417	282	265	685	221	257	52	232	421	181	292	164	288	105	60
FBXL15	103	288	239	189	95	443	133	126	475	94	134	38	165	297	103	201	91	99	108	54
CUEDC2	802	1814	1880	1568	812	2197	830	725	2295	523	1178	544	370	326	337	308	715	802	1112	405
MIR146B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf95-AS1	38	105	88	129	71	105	61	65	163	83	76	30	58	64	64	23	92	72	71	37
C10orf95	3	3	2	3	1	6	3	0	1	4	2	0	0	8	1	1	4	2	1	1
LOC124902493	0	3	2	6	0	3	2	0	0	5	2	0	11	23	9	11	1	7	1	0
MFSD13A	20	36	35	54	24	42	30	33	70	21	43	7	44	44	30	34	28	50	30	10
ACTR1A	3931	7802	8301	8138	4315	10977	4540	4482	11728	2167	5484	2881	2668	1795	3031	2822	3247	4084	4890	2133
SUFU	337	646	556	733	429	737	529	505	907	388	531	224	1002	1636	491	938	306	524	354	180
TRIM8	1438	2892	2295	4233	1975	3494	1633	1425	4334	872	2446	715	2395	2551	1832	1635	797	1328	1272	733
LOC105378460	36	56	43	79	37	98	26	46	77	16	39	28	56	96	56	76	15	55	18	9
ARL3	472	1098	1183	1139	564	1076	670	549	1782	303	748	357	339	494	261	172	537	565	639	326
SFXN2	162	382	551	333	212	355	178	209	322	121	243	155	124	224	109	56	122	213	299	111
WBP1L	1079	2244	2404	2276	1319	2575	1279	1174	2711	800	1803	788	919	1193	662	891	1036	1308	1386	662
CYP17A1	6	6	11	7	3	26	3	3	13	3	5	4	4	19	5	2	5	8	2	4
CYP17A1-AS1	8	9	2	5	1	7	5	1	18	2	6	1	5	3	1	1	4	2	3	7
BORCS7-ASMT	0	0	0	1	0	1	0	1	1	0	0	0	3	1	2	1	0	0	1	0
BORCS7	374	858	740	880	498	920	464	342	1499	225	553	328	285	194	538	221	428	329	474	281
AS3MT	3	20	4	7	2	20	3	1	5	0	1	0	3	0	0	1	3	1	1	2
LOC107984265	7	31	29	15	11	14	18	15	39	10	23	7	37	53	5	10	12	6	23	8
CNNM2	111	223	240	340	174	258	175	159	384	155	236	97	741	966	264	344	139	194	149	89
NT5C2	1811	2631	3907	3821	1669	4102	1696	1158	4743	830	2477	1808	627	456	845	582	1887	1419	2770	981
RPEL1	0	2	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
INA	54	41	147	248	109	131	35	42	125	41	92	89	980	733	424	401	39	43	66	6
PCGF6	227	454	434	432	249	649	248	147	706	171	334	201	133	234	166	80	213	185	283	131
TAF5	77	183	163	173	89	157	95	59	307	64	119	86	248	196	160	135	73	76	124	50
ATP5MK	1236	2310	2499	2584	1337	2053	1371	949	4635	545	1642	1041	768	665	951	516	1082	948	2030	719
MIR1307	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0
PDCD11	665	1333	1638	1604	855	1947	864	831	1867	612	1088	646	1973	2095	1364	1133	620	865	1147	442
CALHM2	26	72	49	150	60	65	101	81	109	64	59	11	35	43	25	29	34	87	28	8
LOC124902494	0	6	0	0	1	5	5	2	7	0	3	0	1	1	0	1	3	3	0	2
CALHM1	2	0	2	3	0	3	2	1	6	4	1	0	4	6	5	2	4	1	0	0
CALHM3	0	0	0	0	0	0	1	1	1	0	0	1	11	28	4	11	0	1	0	0
NEURL1-AS1	0	0	1	0	0	0	0	0	0	1	0	0	7	13	4	5	0	0	0	0
NEURL1	47	74	77	51	35	102	56	46	110	31	78	37	251	190	161	302	41	74	49	26
LOC124902496	7	23	11	29	5	5	7	8	34	2	11	5	10	20	6	12	12	15	15	11
SH3PXD2A	4398	10988	8553	8636	4690	9544	6373	4935	10629	4048	8171	3511	2501	1782	2875	1490	5005	6063	5785	3185
LOC124902495	5	4	2	12	3	17	5	2	5	1	3	1	6	6	6	6	5	17	5	4
SH3PXD2A-AS1	1	2	0	3	0	6	7	3	6	0	3	2	3	1	8	0	4	7	7	2
STN1	475	959	932	1044	521	1066	560	443	1530	349	795	399	300	256	294	250	461	524	677	309
LOC102724351	15	34	40	29	7	58	10	25	56	17	23	18	69	117	38	70	23	25	23	3
SLK	2580	5385	7108	5972	2766	6715	2893	1983	10566	2259	4866	3525	2216	1787	1909	1551	2954	2494	5323	2169
COL17A1	17	15	17	22	15	58	40	29	55	27	16	4	38	55	60	34	24	36	13	7
MIR936	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SFR1	92	192	163	258	108	239	137	86	236	87	147	50	145	64	83	86	81	74	119	62
CFAP43	0	2	4	10	2	10	8	13	16	9	11	5	268	410	151	136	3	18	6	2
MIR609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC124902497	5	13	14	10	5	19	9	4	21	3	7	4	21	36	28	32	4	11	4	0
GSTO1	1029	2019	1941	2129	1109	3489	1014	849	2922	629	1467	670	854	685	1109	495	924	971	1024	564
MIR4482	0	10	5	6	2	8	1	1	3	2	2	2	8	11	6	8	3	2	3	0
GSTO2	91	247	58	275	154	165	198	151	207	209	178	27	80	85	144	44	83	177	43	64
ITPRIP	685	1447	1683	2245	915	1469	960	895	2034	659	1046	519	1037	886	469	1069	602	779	894	396
ITPRIP-AS1	1	2	2	0	4	3	0	3	2	3	4	1	5	2	3	3	5	0	2	1
CFAP58	116	188	338	215	89	313	105	65	400	103	204	95	106	124	45	55	135	126	213	80
CFAP58-DT	9	11	17	4	4	7	3	3	14	7	12	6	8	12	19	8	7	5	7	1
LINC02620	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
LOC105378464	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SORCS3	757	927	2376	1059	523	1491	636	483	2216	272	780	906	125	251	71	94	207	180	935	174
SORCS3-AS1	2	0	0	4	0	2	2	0	6	1	1	1	0	4	1	1	0	0	4	1
LOC105378465	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	2	0	0	0	0
LOC105378466	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
LOC105378467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC107984266	0	0	0	0	3	0	1	0	0	0	1	0	9	7	26	6	0	1	0	0
LINC02627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105378468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC124902553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
LOC105378469	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
LINC02624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
LOC105378472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SORCS1	433	498	2388	213	151	805	262	227	2109	301	552	875	200	152	164	243	689	357	1839	159
LOC105378473	1	1	8	2	2	1	2	2	8	0	3	4	3	0	6	1	1	0	10	1
LOC105378475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378474	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC101927573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC01435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC105378476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378477	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
LINC02661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XPNPEP1	1157	2476	3044	2445	1298	3148	1436	1181	3430	971	1720	1055	970	848	1030	974	1238	1333	1981	768
ADD3-AS1	2	6	13	10	4	11	6	7	17	8	8	3	14	14	21	4	5	4	5	3
ADD3	2350	6117	5479	5323	2742	5511	3744	2582	8550	3095	4777	2460	2471	2434	1719	1528	3249	3437	3753	2296
LOC105378479	0	0	1	1	0	0	1	0	4	0	0	0	13	55	17	20	0	0	0	0
MXI1	1005	2171	2015	1775	859	1469	1413	1138	3050	1621	1510	709	1139	1412	602	638	1576	1787	1412	834
LOC105378480	26	54	78	29	16	57	41	27	52	44	38	41	118	125	49	76	53	51	79	34
SMNDC1	456	854	1204	1154	596	1230	601	402	1411	413	785	500	479	430	650	441	552	468	754	366
LOC105378482	2	0	0	2	3	3	1	0	0	0	1	0	1	6	3	3	0	1	0	0
DUSP5-DT	5	15	11	21	5	2	12	4	16	1	5	7	2	5	6	0	1	18	3	2
DUSP5	1831	4838	4990	5017	2043	3272	2519	2368	5264	1476	3295	1650	1974	2054	1572	1856	1201	1896	2497	1605
LOC105378483	0	1	0	3	2	3	2	0	1	0	2	0	21	18	8	8	1	1	2	0
SMC3	1092	3151	3500	3186	1597	3364	1484	1116	4805	1381	2082	1641	1910	1351	1289	936	1189	1358	2694	1181
LOC124902586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
RBM20	7773	20961	22701	15716	7596	20022	9634	7581	19841	5599	16185	9285	1645	1213	1208	2348	9399	9403	16887	6795
LOC124902498	5	6	6	2	4	10	12	3	11	0	5	3	1	1	0	2	17	10	9	10
LOC124902499	5	15	13	7	1	6	7	8	23	4	8	2	13	6	9	24	12	7	2	4
LOC124902500	1	0	1	4	2	0	1	1	1	0	0	3	1	0	1	3	0	1	0	1
PDCD4-AS1	20	51	71	78	54	41	47	53	90	25	40	17	382	521	205	289	42	53	38	17
PDCD4	513	1095	1862	1846	921	1850	857	595	2235	639	895	796	1745	1313	996	1163	760	795	1470	450
MIR4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBIP1	201	360	369	441	221	477	262	183	667	136	272	159	324	311	252	204	180	209	219	111
SHOC2	1050	1942	2406	2474	1195	2603	1289	959	4036	1014	1842	1245	2961	2000	1842	1506	1212	1120	1750	846
RPL13AP6	2	3	2	2	1	1	3	1	1	0	3	0	7	3	6	6	3	0	5	1
MIR548E	0	1	0	0	0	3	1	0	0	1	0	0	1	0	1	0	1	1	2	0
ADRA2A	3	7	5	7	6	8	1	14	15	3	2	3	208	279	84	206	3	6	1	2
HEAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105378485	0	0	2	0	0	0	0	0	0	0	0	1	3	0	2	2	0	0	1	0
LOC124902501	0	2	1	1	2	0	0	1	0	0	2	0	1	0	0	0	1	0	2	0
LOC107984268	2	0	4	0	0	1	1	3	2	4	3	0	0	3	0	0	0	1	0	0
GPAM	339	743	875	796	422	896	487	327	1196	387	586	461	489	570	281	219	389	455	721	269
TECTB	0	0	0	0	0	0	0	0	0	0	0	0	7	4	6	5	0	0	0	0
MIR6715A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6715B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCY2GP	0	0	0	0	0	0	0	0	0	0	0	0	2	1	7	0	0	0	0	0
ACSL5	2	7	3	7	6	0	6	6	7	4	9	1	23	47	12	17	5	8	5	4
ZDHHC6	411	679	714	802	407	943	512	392	1398	350	525	257	469	374	450	374	443	500	471	227
VTI1A	268	518	623	668	315	608	369	301	905	179	494	264	599	557	494	565	279	314	448	176
LOC124902503	12	12	17	20	12	41	28	10	27	8	15	7	34	42	37	34	18	9	13	17
MIR4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC103344931	150	244	342	302	176	299	182	175	367	102	242	142	183	223	125	151	147	164	240	94
LINC02935	0	3	1	1	2	0	1	2	1	1	2	0	14	43	5	6	0	3	0	0
TCF7L2	420	864	1091	1150	581	689	785	578	1406	497	788	458	436	869	295	355	372	571	745	277
LOC124902502	11	8	12	2	4	5	7	5	9	7	13	4	11	17	14	13	15	12	6	0
SNORA87	0	1	0	0	0	5	5	0	4	1	2	1	0	0	0	0	0	2	0	0
LOC105378490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LOC107984270	0	0	0	0	1	0	1	1	0	1	0	1	5	4	14	3	0	1	0	0
LOC124902504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HABP2	1	2	7	2	2	9	8	8	8	0	4	1	4	1	7	4	2	2	2	2
NRAP	5528	15519	3207	8341	3585	13137	5520	4231	12865	2470	11364	1156	85	131	980	364	6108	6017	2740	6279
CASP7	317	876	872	807	417	969	500	351	947	267	702	362	1588	1158	912	733	355	418	620	262
LOC124902505	1	0	0	7	2	0	1	0	6	5	4	1	3	5	5	4	0	4	0	3
PLEKHS1	0	0	0	0	0	0	0	0	0	0	0	0	8	14	15	2	0	0	0	0
MIR4483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
LOC124900297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCLRE1A	238	448	454	492	274	335	270	172	717	221	376	182	168	219	174	74	224	220	278	178
NHLRC2	1459	2922	2841	2967	1443	2699	1877	1384	4455	1529	2777	1435	868	671	1342	888	1495	1689	2115	1072
LOC124902506	2	7	2	1	2	1	7	1	2	1	4	2	1	1	5	1	1	4	6	1
LOC124902507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC105378492	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
LOC105378493	0	0	0	0	0	0	0	0	2	0	0	1	1	6	3	0	3	0	0	0
ADRB1	15	35	13	51	17	41	13	6	50	7	29	4	32	129	12	34	16	3	5	4
LOC124902554	0	1	0	0	0	0	0	0	3	0	0	0	1	2	2	0	0	0	0	0
CCDC186	636	1276	1344	1584	721	1273	964	611	2344	572	1239	730	1034	1281	1096	700	734	797	908	433
MIR2110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TDRD1	5	8	8	11	9	4	6	2	16	2	12	5	19	16	32	1	1	8	2	0
VWA2	2	1	6	11	7	5	16	7	15	5	7	3	24	17	36	9	0	7	0	2
AFAP1L2	30	73	8	156	87	93	69	55	134	52	47	4	29	49	44	29	18	46	8	20
LOC105378494	0	0	0	0	0	1	0	0	2	0	0	0	0	1	5	0	0	0	0	0
ABLIM1	11748	38268	22367	26011	13215	24240	19802	16095	31245	16919	23105	10102	7710	2845	6656	7356	16238	18398	16268	13137
LOC124902588	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1
