	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	DOX_1	DOX_2	DOX_3	GEF_1	GEF_2	GEF_3
LOC124902312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGDS	53	34	38	34	166	15	66	120	126	546	173	6	18	185	201	59	75
LCNL1	0	0	1	4	9	3	1	1	1	15	4	2	0	4	13	7	5
PAXX	172	114	149	177	1089	115	404	130	179	357	135	70	88	26	141	126	124
CLIC3	0	1	1	2	30	1	0	1	4	18	6	0	2	2	2	8	14
ABCA2	927	668	715	529	910	560	1425	693	860	1321	361	481	913	317	677	710	669
LINC02908	24	3	3	8	18	4	20	3	7	10	4	3	10	5	6	9	3
FUT7	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0
NPDC1	259	213	264	200	1708	315	989	327	416	759	238	153	430	88	303	257	363
ENTPD2	3	1	0	1	5	2	1	2	3	20	12	7	9	10	0	1	0
LOC105376327	0	0	0	0	0	0	0	1	1	1	0	8	2	1	0	0	0
SAPCD2	224	124	170	127	299	116	302	167	222	188	57	42	29	51	62	111	61
UAP1L1	266	136	184	216	335	113	441	156	213	544	211	156	212	132	183	183	168
MAN1B1-DT	17	16	8	5	56	12	38	5	18	25	10	191	301	198	8	15	22
MAN1B1	840	439	472	437	1785	448	1182	418	541	1349	590	1466	2078	1154	454	523	517
LOC124902338	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	1	0
LOC124902313	306	202	150	163	115	218	379	156	174	444	178	1279	1437	949	216	303	228
DPP7	953	561	589	507	2908	451	2273	624	884	1639	530	482	921	409	669	740	576
LOC124902314	13	4	2	2	49	18	19	0	1	12	7	6	39	15	2	8	24
LOC124902353	1	4	4	1	0	2	0	1	1	3	1	6	0	1	1	0	7
GRIN1	3	2	0	2	4	3	6	5	5	2	1	7	11	15	1	0	0
LOC105376328	0	0	0	0	0	0	0	0	1	0	0	3	1	3	0	0	0
LRRC26	0	0	2	0	0	1	2	2	1	0	0	0	1	0	1	0	0
MIR3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM210	0	0	0	0	0	0	0	1	0	0	0	0	2	6	0	0	0
LOC124902315	154	78	92	80	269	153	347	83	99	216	80	232	373	218	107	113	141
ANAPC2	402	281	298	276	729	275	751	364	399	686	277	711	836	366	351	341	348
SSNA1	446	259	338	368	1715	232	806	351	428	746	297	344	466	170	243	299	285
TPRN	214	137	179	207	808	174	554	183	246	363	155	272	586	386	161	200	244
TMEM203	517	262	375	363	1060	273	660	335	388	834	356	436	565	654	329	367	255
NDOR1	277	175	179	186	506	251	611	209	298	502	158	647	961	659	225	175	295
LOC122513141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF208	181	180	210	155	696	165	705	154	257	333	94	98	307	59	171	196	245
CYSRT1	26	3	4	7	26	6	20	12	12	4	3	11	38	21	10	9	4
RNF224	3	5	3	4	11	8	11	7	5	11	0	27	11	18	12	6	22
SLC34A3	43	26	7	3	12	21	25	12	10	22	4	32	49	19	19	23	41
TUBB4B	4166	2515	3323	3242	10561	2309	6192	2937	3704	7203	2814	3315	3665	4563	1354	2585	1970
FAM166A	3	0	1	0	11	2	2	1	2	1	1	21	56	50	9	5	4
LOC124902316	0	0	0	0	0	0	4	0	0	0	0	5	1	7	0	1	0
STPG3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STPG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NELFB	848	479	607	511	1753	548	1535	590	757	1434	555	752	1099	832	516	620	580
TOR4A	189	103	163	146	429	137	433	191	294	658	152	92	307	318	168	165	153
NRARP	27	10	28	15	27	17	26	17	33	33	12	47	46	107	15	13	17
EXD3	269	201	179	191	912	282	724	190	276	454	143	221	509	126	214	234	340
NOXA1	269	172	133	138	699	122	722	158	215	350	101	145	353	37	244	207	280
ENTPD8	12	9	0	0	0	2	9	2	0	6	0	1	3	0	2	2	5
NSMF	770	474	633	477	1838	667	1619	547	805	1466	547	1295	2217	1095	487	552	647
MIR7114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA7	236	131	73	70	257	95	275	114	134	269	78	73	133	52	238	127	178
MRPL41	288	445	557	463	3145	259	1236	400	674	945	305	439	729	256	392	433	281
LOC124902317	0	3	0	2	0	2	0	0	0	0	0	0	2	2	0	2	0
DPH7	368	242	334	325	1189	365	865	298	355	718	292	390	751	213	268	331	426
ZMYND19	257	117	170	228	746	170	451	158	217	388	167	343	356	374	122	162	150
LOC124902318	1	5	1	0	1	4	4	4	1	0	0	29	20	14	1	2	2
ARRDC1	359	232	310	258	972	282	979	229	395	515	172	743	1119	699	296	351	362
ARRDC1-AS1	130	120	107	129	414	118	328	104	155	290	107	265	464	205	123	162	131
EHMT1	960	933	906	804	1599	1131	1721	873	1117	1734	694	1057	1988	720	974	987	1018
LOC124902319	5	48	23	16	16	24	18	14	12	25	7	26	90	17	24	24	36
LOC651337	5	28	15	11	12	21	6	16	21	29	14	13	26	6	19	13	32
MIR602	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LOC100133077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1B	136	44	73	66	151	109	267	93	90	137	57	173	236	54	58	78	142
LOC124902320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1B-AS1	0	0	0	0	5	0	3	0	0	0	0	2	4	0	0	0	1
LOC101928786	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	2	2
TUBBP5	0	0	1	0	0	0	0	0	0	5	1	0	0	3	0	0	0
LOC101928932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM157B	19	12	5	6	1	9	8	12	7	11	5	4	8	1	10	11	14
LOC124902321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376333	0	1	1	0	0	0	1	0	0	1	0	0	0	6	1	0	0
LOC105376332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105379525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724727	0	2	2	3	0	0	0	0	3	1	0	2	0	1	2	0	0
LOC107987370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124905322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724750	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
LOC107987371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987372	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
LOC102724813	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0
LOC102723376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8	0	1	0	0	0	1	1	0	1	3	0	9	5	7	1	0	0
ZMYND11	1797	937	1563	1556	1539	952	1928	1396	1513	3295	1487	1903	1202	1922	1161	1587	1015
LOC107984190	74	29	30	28	9	33	37	27	24	50	19	47	52	36	24	59	41
LOC107984191	0	1	2	0	0	5	4	4	1	0	1	0	0	1	1	1	3
DIP2C	1135	784	989	834	716	762	1259	1065	1248	1753	639	388	675	310	1007	1066	793
LOC124902362	0	4	7	4	0	7	1	5	7	8	2	3	8	1	12	11	5
LOC124902361	32	120	136	106	83	198	93	92	137	104	55	163	492	121	245	100	125
LOC101930421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR5699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIP2C-AS1	5	42	58	32	20	70	31	34	62	46	24	65	165	72	87	29	32
LARP4B	1684	1204	1572	1621	1690	1271	2495	1399	1648	3056	1102	2289	2457	2472	1649	1966	1408
LOC124902363	0	1	0	0	0	1	1	1	1	1	0	0	9	6	4	2	0
LARP4B-DT	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
GTPBP4	657	336	486	532	1268	376	819	458	459	1161	578	1386	982	1872	332	485	442
IDI2	0	1	0	0	0	0	0	0	1	0	0	2	7	3	0	0	0
IDI2-AS1	23	21	9	18	6	16	23	19	18	24	12	17	13	35	12	14	15
IDI1	883	728	1127	1506	1206	368	1453	830	883	2378	1023	701	397	870	480	873	355
WDR37	569	295	410	465	600	371	663	389	507	803	359	536	674	524	339	467	323
LOC105376344	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LINC00200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2	0	4	10	4	0	4	1	1	0	4	0	2	2	2	0	6	0
LOC105376342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC105376345	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
LOC105376346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR6072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984168	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC00701	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
LOC105376349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107983989	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC105376350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376352	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC124902532	33	14	17	24	30	0	19	5	5	11	5	7	33	1	2	14	1
PFKP-DT	175	106	171	172	301	150	294	99	170	321	118	139	193	141	89	149	175
LOC124902536	5	16	24	18	34	35	78	17	31	41	2	17	44	9	30	29	43
PFKP	15131	10517	12476	12417	23422	8681	24409	10474	11796	20950	7845	7177	11199	4791	7201	12209	8411
SNORD142	21	8	9	12	18	9	28	4	7	22	13	26	23	16	3	15	10
PITRM1	1109	626	832	913	1526	735	1241	838	1050	1742	738	3521	4007	3551	746	862	703
PITRM1-AS1	76	46	50	38	58	23	81	31	39	69	28	282	261	180	53	42	44
LINC02668	2	0	0	2	0	0	3	0	0	0	0	6	11	3	0	0	0
LOC105376353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
LOC124902537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107987146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902565	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
LOC105376360	0	0	0	0	0	1	0	1	0	1	1	27	10	47	0	1	0
LOC105376358	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
LOC105376357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02669	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0
LOC124902538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984192	0	0	1	1	0	0	9	0	0	1	1	0	2	31	2	0	0
LOC124902539	0	0	0	0	0	0	0	0	0	1	0	17	25	76	0	0	0
LOC107984193	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC124902540	0	2	0	2	4	0	0	0	1	0	0	12	14	18	3	0	0
LOC105376361	0	0	0	0	0	0	0	2	0	0	0	1	11	7	0	1	0
LOC105376363	0	0	0	0	0	0	0	0	0	0	0	15	3	10	0	0	0
KLF6	2907	800	596	571	1213	536	1281	1497	1069	2078	856	1982	1959	2857	1045	723	605
LOC105376364	0	0	0	0	0	0	0	0	0	0	0	8	4	8	0	0	0
LINC02639	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
LOC124902541	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC02660	5	4	8	2	10	0	6	3	1	23	9	80	65	92	6	6	4
LOC105376367	0	0	0	0	0	0	0	0	0	1	0	1	2	5	0	0	0
MIR6078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984195	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0
LOC105376368	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC00702	13	5	4	10	13	5	16	7	12	36	21	75	53	90	4	2	8
LOC105376369	5	0	1	2	0	2	1	3	1	3	1	17	5	19	3	0	0
LOC105376370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANCR	0	0	0	0	2	0	0	0	2	0	0	0	1	3	0	0	0
LINC00705	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0
LOC105376373	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC105376375	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0
LOC107984197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376374	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
AKR1E2	43	19	5	8	32	21	32	24	21	53	23	67	91	43	21	20	18
AKR1C6P	0	2	0	0	0	0	0	2	1	1	1	11	18	2	1	0	2
AKR1C1	53	45	57	64	131	32	64	67	90	180	69	37	53	27	69	58	20
LOC124902365	7	0	1	1	0	0	0	0	0	3	0	5	2	2	1	0	0
AKR1C2	32	18	28	42	33	13	20	28	34	96	56	33	23	22	27	26	13
LOC101928051	5	5	0	2	2	3	5	1	5	16	11	2	7	7	3	5	3
LOC107984198	0	0	1	0	0	0	0	0	0	1	1	0	3	0	1	0	0
AKR1C3	8	8	7	17	17	11	20	29	24	95	35	8	7	11	21	14	6
LOC124902366	0	0	1	0	0	0	3	0	0	1	1	0	1	0	0	0	2
LOC124900291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AKR1C4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
LINC02561	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
UCN3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
TUBAL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NET1	208	95	122	141	325	112	243	149	192	353	143	172	107	120	127	147	127
CALML5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALML3-AS1	13	9	12	4	11	4	12	21	19	23	7	0	1	0	20	9	10
CALML3	2	1	0	3	4	2	3	5	12	5	1	0	1	0	1	1	5
LOC105376380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LASTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02678	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC02677	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984199	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASB13	163	64	98	125	274	100	290	107	137	320	122	35	14	5	107	113	110
TASOR2	1505	603	899	811	707	1002	1275	860	921	1779	812	3505	2250	3472	732	848	1066
GDI2	2282	1176	1615	1862	3443	1095	2254	1405	1467	3771	1819	2219	1732	2280	1094	1658	1107
LOC124902367	10	34	31	26	26	32	20	30	39	47	20	93	133	105	81	49	27
TRV-TAC3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD16	137	93	122	70	277	128	175	76	119	189	77	155	162	139	113	120	110
FBH1	3087	1650	1953	1849	2983	1882	3173	2455	2816	4362	1817	2137	2513	1958	1803	1674	1732
LOC105376384	20	24	25	44	66	32	58	31	38	67	32	26	30	20	28	27	25
IL15RA	12	11	10	4	47	12	22	9	20	55	17	11	35	86	19	1	19
LOC107984200	0	0	0	1	0	10	0	0	1	2	0	8	7	2	0	1	2
IL2RA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC124902368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984201	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RBM17	944	435	692	813	1828	548	1288	569	650	1494	684	1046	1037	895	505	685	559
LOC101928080	0	0	1	0	0	0	0	0	0	0	0	1	5	7	1	0	1
LOC124902369	0	0	0	0	0	0	0	0	0	0	0	2	4	10	0	2	0
PFKFB3	793	260	295	268	268	207	452	247	289	505	236	565	736	629	165	294	187
MIR3155A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MIR3155B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902371	3	3	1	1	1	1	1	0	2	0	0	9	5	7	2	2	0
LINC02649	6	6	1	0	0	0	0	1	1	1	1	5	14	7	2	2	11
LINC02656	23	5	5	6	3	0	5	0	0	1	4	8	11	26	0	4	0
PRKCQ	11	1	7	13	3	3	9	3	5	15	11	23	17	22	4	7	1
LOC124902370	1	0	2	4	9	3	2	0	1	0	0	14	4	2	2	3	0
LOC107984202	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PRKCQ-AS1	12	6	4	1	22	0	4	4	2	11	8	18	18	13	5	0	2
LINC02648	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
LINP1	7	1	9	2	9	0	1	7	5	14	1	4	2	3	8	5	2
LINC00706	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC00707	0	0	1	3	0	0	0	0	0	2	1	0	2	3	0	0	0
LOC107984203	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
LOC105376387	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
LINC02665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFMBT2	343	216	210	163	175	247	209	331	369	438	208	262	345	316	293	265	156
SNORD129	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
LOC124902372	5	36	42	29	37	44	35	27	45	27	14	71	188	62	60	29	25
LOC124902373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02642	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
LOC105376390	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105376391	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ITIH5	5	21	21	19	25	28	14	1	5	48	12	30	36	28	1	8	4
ITIH2	14	4	1	9	8	2	20	7	3	9	2	42	14	69	12	5	5
KIN	292	150	221	283	467	130	280	197	227	451	181	405	293	368	197	255	178
ATP5F1C	3350	1751	2509	3828	5166	1302	3032	1779	1996	4791	2248	1130	989	590	1446	2248	1368
LOC105376392	13	4	12	11	6	6	7	12	16	17	9	8	11	6	4	11	7
TAF3	241	122	170	172	393	177	373	185	210	374	143	702	690	991	132	209	200
LOC105376394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATA3	1	9	5	3	21	2	0	0	2	9	5	33	23	106	0	6	3
GATA3-AS1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105376395	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC107984206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928272	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LINC00709	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
LINC02663	0	0	0	0	0	0	0	0	0	0	0	38	30	8	0	0	0
LOC124902542	0	0	0	0	0	0	0	0	0	0	0	17	29	12	0	0	0
LOC105376403	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LINC02670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984207	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CELF2-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF2	4295	2803	3666	3156	3056	2658	4732	3579	3980	6006	2352	2624	1870	1722	3485	4154	2943
SFTA1P	12	0	8	0	0	3	0	1	1	7	2	0	0	6	0	1	0
LINC00710	0	0	0	0	0	0	0	0	2	1	0	2	3	0	0	0	5
LOC124902376	0	1	0	0	0	1	0	0	0	1	5	0	0	0	0	0	0
CELF2-AS2	4	11	20	5	4	36	13	20	42	7	1	16	98	5	55	7	15
LOC124902375	45	163	213	112	392	287	173	196	276	138	49	118	417	78	497	121	129
CELF2-AS1	200	113	153	62	54	160	108	136	167	132	38	91	81	31	182	189	205
LOC105376409	0	1	0	0	4	0	1	0	0	1	0	0	0	0	2	2	0
USP6NL	443	264	372	363	302	276	411	337	453	748	295	466	395	361	309	403	279
LOC105376411	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC105376410	5	0	1	0	0	0	0	0	1	2	1	0	7	0	1	0	0
USP6NL-AS1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0
LOC105376413	0	0	0	0	0	0	1	0	0	0	0	14	1	3	0	1	0
LOC105376412	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
ECHDC3	286	91	119	118	84	24	463	85	151	537	213	172	223	123	127	114	10
LOC105379850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROSER2	126	126	146	88	346	110	268	97	133	188	77	195	374	112	92	104	88
PROSER2-AS1	58	36	39	33	73	49	97	20	45	99	21	264	251	297	27	31	36
UPF2	673	275	422	416	791	381	614	368	388	1054	434	1241	933	1206	357	433	384
LOC105376416	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DHTKD1	885	557	662	626	785	560	1074	692	783	1129	520	417	528	318	620	681	562
SEC61A2	599	340	422	404	720	417	714	492	532	814	369	429	414	371	340	500	288
MIR548AK	0	0	2	0	0	0	0	0	1	0	0	0	0	5	0	0	0
LOC124902579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT5	393	194	280	317	683	301	476	268	326	611	271	620	632	455	206	242	275
CDC123	761	322	498	643	1571	329	782	512	528	1231	655	687	636	699	380	484	323
CAMK1D	84	45	70	72	190	81	117	113	132	246	77	56	98	70	104	61	99
LOC107984209	0	1	0	0	0	0	0	0	0	1	0	0	4	2	0	0	0
MIR4480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548Q	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC3	129	36	44	30	141	45	199	29	43	416	156	1716	1615	1268	31	24	23
LOC105376418	0	0	0	0	0	0	0	0	0	0	0	8	6	8	0	0	0
OPTN	1367	676	1010	1034	2642	767	1574	937	1192	3404	1400	1458	1510	1926	831	969	857
MCM10	143	70	102	107	160	86	102	73	93	230	67	73	35	121	55	50	53
UCMA	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
PHYH	385	276	304	487	561	130	435	364	386	737	309	1702	1209	1299	371	355	131
LOC124902377	6	1	1	2	14	2	6	3	2	5	3	49	36	85	1	1	3
SEPHS1	755	452	563	655	1327	394	956	608	738	1362	588	658	595	664	407	537	375
LOC105376419	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105376420	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
BEND7	306	140	222	176	352	257	386	248	215	559	222	494	443	329	210	201	289
BEND7-DT	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0
LOC105376422	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PRPF18	574	261	357	264	569	335	444	319	325	774	267	1071	933	804	349	343	376
FRMD4A	125	93	93	42	133	159	157	161	182	355	123	76	115	93	95	95	113
LOC124902379	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0
LOC105376426	0	1	1	1	0	0	2	1	1	2	0	1	0	3	2	1	0
LOC105376425	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LOC101928453	0	0	3	0	0	4	1	0	1	1	1	0	0	1	2	2	0
LOC124902378	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
MIR4293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM107B	160	97	131	101	177	99	196	103	125	284	154	598	478	799	100	94	124
LOC124902381	4	4	2	7	0	2	3	0	7	1	3	0	11	7	2	1	14
LOC105376429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDNF	19	6	8	5	13	2	18	6	3	27	12	69	28	153	7	8	6
HSPA14	113	70	104	115	205	36	121	90	92	201	104	116	69	216	75	101	46
MSANTD7	241	177	265	321	384	195	412	278	248	472	201	649	445	914	163	294	193
LOC124902382	13	13	10	11	21	10	17	6	7	26	7	34	33	27	9	16	12
SUV39H2	133	61	82	119	190	72	108	64	81	169	90	153	76	257	80	86	54
DCLRE1C	216	97	145	129	340	149	207	111	151	294	130	378	255	457	92	121	146
MEIG1	2	1	1	1	10	3	0	0	3	2	1	6	7	21	3	5	0
ACBD7-DCLRE1CP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCLRE1CP1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OLAH	0	0	0	1	0	1	0	0	0	0	1	1	3	4	0	0	0
ACBD7	67	47	59	63	93	37	90	68	99	109	48	82	71	176	27	48	44
RPP38-DT	17	9	19	12	5	10	19	9	12	28	9	43	38	58	10	16	18
RPP38	119	70	111	108	245	68	181	78	75	226	96	189	150	169	59	91	114
NMT2	242	110	176	242	434	149	302	175	222	420	211	289	232	346	149	208	180
LOC105376431	0	1	1	1	0	2	0	1	0	1	0	8	1	0	2	4	1
LOC107984210	9	10	12	12	46	19	11	12	12	35	7	18	40	29	21	19	21
PPIAP30	0	0	1	0	0	1	0	5	2	0	0	0	7	3	3	2	4
LOC105376434	4	0	1	8	20	2	6	6	3	7	1	3	3	6	15	2	1
LOC107984211	0	1	1	4	17	4	1	2	2	4	1	0	0	4	2	0	0
LOC105376433	1	2	0	1	0	0	2	1	1	1	0	0	2	0	1	2	1
