	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	EPI_1	EPI_2	EPI_3	EPI_4	GEF_1	GEF_2	GEF_3	GEF_4
LOC124902696	1940	1213	541	949	608	577	494	900	1076	726	6	30	242	356	348	953	201	24	446	499
NUDT8	196	114	61	231	70	93	75	177	39	112	28	86	16	27	33	56	34	71	80	44
TBX10	206	81	49	219	83	65	57	118	126	84	4	4	18	15	76	64	29	1	66	76
ACY3	0	0	0	0	1	0	2	4	2	1	0	1	3	7	41	20	1	0	1	2
ALDH3B2	1	1	1	3	1	0	2	1	3	1	0	1	6	8	58	64	1	0	0	4
LOC105369358	0	0	0	0	0	0	1	0	0	1	0	1	2	11	4	8	0	0	1	1
FAM86C2P	43	51	38	39	20	30	35	40	24	33	27	64	7	3	22	16	12	54	20	10
LOC112268076	0	0	1	0	0	0	1	0	0	1	0	1	3	4	4	10	1	0	0	1
LINC02754	53	37	6	40	18	28	29	65	19	20	6	33	8	6	59	41	13	24	69	21
LOC124900601	3	5	1	3	2	3	2	5	4	1	0	3	1	3	21	8	3	1	3	2
LOC124902697	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	6	0	1	0	0
UNC93B1	56	98	56	92	24	27	40	44	47	69	10	48	44	60	69	94	8	25	27	21
ALDH3B1	189	300	161	285	118	99	115	339	161	247	48	172	34	66	96	160	107	138	156	146
NDUFS8	3026	1505	850	1806	988	923	855	2170	514	1405	557	2234	76	115	222	315	510	1143	875	627
MIR7113	5	4	0	12	2	0	1	3	0	1	0	1	0	0	0	0	0	1	2	0
MIR4691	12	25	11	21	11	11	17	14	2	15	5	19	1	1	6	2	5	11	16	5
TCIRG1	542	492	321	376	154	457	399	311	312	193	20	108	106	189	791	434	51	47	392	109
MIR6753	1	0	0	0	1	2	3	0	0	0	0	0	0	0	2	0	0	0	3	0
CHKA	3283	2369	1263	2227	1010	1324	1126	2380	1292	2148	1343	3139	330	511	1092	1297	900	2097	1331	1146
CHKA-DT	10	11	3	10	3	6	5	7	8	12	6	12	19	28	68	44	2	12	6	11
KMT5B	4653	3002	1480	3504	1334	1814	1420	3214	1099	2415	1351	3325	303	401	1320	1127	1186	2224	1636	1483
C11orf24	1576	1388	701	1055	577	682	795	1156	350	862	270	773	104	132	204	214	288	455	598	421
LOC105369363	8	4	0	0	1	1	3	3	5	1	0	2	4	5	11	22	0	1	2	2
LRP5	1877	1606	900	2125	829	1097	993	1839	696	1376	532	1896	195	297	760	553	468	977	1227	621
LOC124900302	30	50	25	44	16	29	34	19	16	31	10	30	39	42	163	154	25	24	36	25
LOC124902698	3	0	1	3	0	1	2	1	1	1	1	1	3	1	17	10	5	8	1	3
PPP6R3	7552	4980	2493	5228	2120	2702	2036	5052	1934	4256	2252	4935	375	533	1540	1445	1792	3665	2383	2047
LOC107984343	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	1	0
GAL	8	12	2	14	5	4	5	0	1	5	1	1	11	11	22	12	0	2	6	1
TESMIN	179	142	96	152	64	85	53	144	96	147	52	120	14	38	72	157	23	94	54	73
CPT1A	1662	494	267	806	308	421	376	768	418	634	254	720	63	99	230	220	196	446	463	361
LOC124902699	23	3	2	14	7	5	5	18	5	6	1	6	0	1	6	3	4	4	8	3
LOC124902700	0	0	0	0	0	0	0	0	0	3	1	0	2	4	19	3	1	1	0	0
LINC02701	20	3	8	25	7	18	7	16	17	10	17	43	21	21	66	75	4	22	19	15
MRPL21	1270	729	414	1282	391	477	390	814	253	557	348	1155	39	78	130	129	225	737	395	364
IGHMBP2	1222	654	428	1101	455	498	491	920	357	598	240	907	52	59	192	128	218	398	634	366
MRGPRD	0	0	0	0	0	0	1	0	0	0	0	1	0	1	16	13	1	1	0	0
MRGPRF	65	29	40	42	20	45	44	44	31	26	1	12	0	8	15	14	6	5	45	17
MRGPRF-AS1	1	0	0	0	1	0	0	0	0	0	0	0	1	3	8	15	0	0	0	0
LOC124902701	0	0	0	0	1	0	0	0	0	0	1	0	0	4	6	1	0	0	0	0
LOC124902702	0	0	0	0	0	0	0	0	0	0	0	0	2	1	18	9	0	1	0	0
TPCN2	799	400	248	991	413	468	445	566	419	374	167	601	52	96	406	401	153	326	676	450
MIR3164	4	5	2	0	3	3	3	7	5	0	0	4	1	3	3	8	1	2	5	2
LOC338694	8	0	1	4	5	0	6	4	5	0	2	4	0	0	1	4	1	2	4	8
SMIM38	163	92	56	114	46	55	49	126	127	62	10	81	17	10	43	39	30	64	78	44
LOC105369366	24	8	3	13	9	14	5	6	3	5	3	7	0	2	6	9	2	5	9	12
LOC105369367	0	0	0	1	0	1	0	0	0	0	1	0	2	1	6	22	0	0	0	0
LOC105369368	0	0	0	0	0	0	1	2	0	0	0	0	0	0	4	5	0	0	1	0
MYEOV	0	0	0	0	1	0	1	0	1	0	0	0	1	3	10	15	0	2	0	1
LOC105369370	2	5	1	2	3	1	1	1	0	1	1	3	1	3	11	21	0	0	4	1
LINC02953	0	0	0	4	0	0	0	0	0	0	0	0	1	2	8	15	0	0	0	0
LOC124902703	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	11	0	0	1	0
LINC02747	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	3	0	0	1	0
LINC01488	4	4	4	11	5	1	5	8	8	6	1	10	2	2	20	51	1	5	4	2
CCND1	7687	8197	3674	6826	2699	3494	2488	5648	2507	6300	1768	4856	2799	3677	5620	7516	1839	3471	2577	2505
LOC124902704	29	8	8	31	15	13	20	17	12	8	3	21	9	13	20	7	11	13	27	8
LTO1	714	487	238	661	206	239	227	435	146	315	150	530	92	133	410	313	92	275	280	232
FGF19	0	2	2	0	0	0	1	0	0	0	0	0	7	6	80	29	0	0	0	0
FGF4	0	2	0	0	0	0	1	0	0	0	0	0	3	2	15	18	0	0	0	0
FGF3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	0	0	0	0
LOC107984368	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0
ANO1	23	80	61	14	8	53	36	11	12	19	1	5	8	23	101	76	2	2	34	5
LINC02753	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	9	0	0	0	0
LOC105369371	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0
LINC02584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0
LOC101928473	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	5	0	0	0	0
FADD	671	529	261	454	187	261	242	454	141	331	121	495	46	72	57	64	93	267	254	159
LOC124902705	0	2	0	0	1	1	2	3	3	0	0	3	0	4	4	2	0	0	2	0
PPFIA1	1885	1700	829	1719	649	859	679	1277	597	1073	500	1575	189	310	739	603	459	928	707	786
MIR548K	1	0	0	7	2	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0
LOC107984346	0	7	4	12	2	1	1	2	1	0	0	0	1	2	4	4	1	3	1	3
LOC105369373	0	0	0	4	1	0	0	1	0	0	0	1	1	3	2	0	0	0	2	0
CTTN-DT	25	26	10	11	8	7	9	14	7	15	10	21	6	22	25	20	9	14	12	5
CTTN	5335	6364	3235	6989	2146	2665	2583	4142	1391	3267	1464	4663	3445	3654	7427	6524	1157	2995	2754	1834
SHANK2	23	44	28	20	5	10	11	29	7	7	15	7	13	20	58	96	8	5	5	8
SHANK2-AS1	0	0	0	0	0	1	1	0	0	0	0	0	1	3	3	18	0	0	0	1
SHANK2-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	6	0	0	0	0
MIR3664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124902706	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	0	0	0	0
LOC124902707	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	1	0	0	0	2
ACTE1P	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	7	0	0	0	0
DHCR7	1408	2619	1227	1585	799	1293	1523	1757	340	1264	839	2781	520	371	713	690	412	1466	1007	497
NADSYN1	797	875	414	873	353	457	494	583	338	458	238	812	369	512	616	605	174	416	630	298
MIR6754	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KRTAP5-7	0	0	1	1	2	1	1	4	0	4	1	7	1	1	10	2	3	0	2	0
KRTAP5-8	2	1	1	2	1	2	0	1	0	0	0	0	0	0	14	8	1	1	0	0
KRTAP5-9	0	0	0	0	0	0	0	1	5	1	0	0	0	3	5	2	0	5	5	2
KRTAP5-10	0	4	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0
KRTAP5-11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
FAM86C1P	23	21	9	32	10	12	8	12	7	9	4	14	1	3	10	5	4	15	9	8
ALG1L9P	1	4	3	7	6	4	6	3	4	2	1	4	0	2	19	21	2	3	0	3
XNDC1N-ZNF705EP-ALG1L9P	14	19	5	10	5	4	4	17	7	6	7	6	5	9	8	14	4	8	5	3
ZNF705EP	1	0	1	0	2	1	0	2	2	1	3	3	0	4	15	25	0	2	4	1
DEFB108B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
XNDC1N	32	27	8	16	15	16	25	19	29	17	9	10	5	9	17	38	6	21	19	11
DEFB131B	1	2	1	2	0	1	0	4	5	1	2	5	0	0	2	0	0	1	1	3
RNF121	1108	841	404	666	371	453	424	728	250	560	319	813	89	127	239	195	200	473	419	346
IL18BP	698	566	311	901	299	376	379	558	302	375	198	648	133	148	269	360	152	390	429	354
NUMA1	7096	5048	2819	6935	2656	3425	2984	6328	2612	3972	1638	6119	304	462	863	979	1571	3357	4076	2705
LOC100128494	92	50	30	105	48	67	53	75	28	44	19	75	13	11	24	40	14	69	91	59
MIR3165	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0
LRTOMT	3	0	1	4	2	2	3	1	1	2	0	0	0	3	3	4	0	4	2	0
LRRC51	67	70	40	49	18	17	28	47	20	45	18	40	17	12	34	25	14	30	36	21
LAMTOR1	2590	1653	920	1412	857	940	918	1801	502	1117	556	1823	647	782	1421	2128	432	846	949	793
TOMT	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ANAPC15	212	182	78	286	102	111	81	186	50	114	43	147	102	109	292	332	46	72	93	63
FOLR3	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	5	0	0	0	0
FOLR1	5	27	15	28	11	4	5	18	5	20	11	21	4	14	13	23	2	18	4	11
FOLR2	0	8	10	0	0	2	0	0	1	0	0	0	4	5	22	6	0	0	1	0
INPPL1	8432	5258	2996	5787	3223	3665	4062	6402	2062	4749	2181	6918	1499	2173	6708	5806	1671	4023	4660	3090
PHOX2A	0	4	1	2	0	1	3	0	0	1	1	0	3	2	31	20	0	0	1	2
CLPB	859	729	316	453	212	302	277	572	214	505	243	597	82	98	128	301	132	353	231	165
LOC124902708	6	3	1	14	4	3	3	1	0	4	2	5	4	3	14	14	5	5	2	4
LOC112268077	4	0	2	5	1	2	3	6	1	3	2	2	2	2	4	11	1	2	6	1
LOC105369376	0	0	0	0	0	0	0	0	0	0	0	1	1	2	4	0	0	0	0	0
LINC01537	0	0	0	0	0	1	0	0	0	0	1	0	2	2	6	20	0	0	1	0
PDE2A	2	9	3	11	3	1	2	2	7	8	0	7	16	32	45	37	3	3	15	4
PDE2A-AS2	0	1	2	0	0	0	2	0	0	0	0	0	0	1	5	0	0	0	1	2
LOC105369377	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	3	0	0	0	0
MIR139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE2A-AS1	0	2	0	4	1	0	0	0	0	0	0	0	0	2	4	10	0	0	0	0
ARAP1	4567	3144	1714	4693	1513	2110	1979	3467	1530	2009	836	2861	339	513	1747	1695	806	1458	1944	1248
ARAP1-AS2	49	26	20	96	57	73	39	44	22	43	18	47	1	0	13	13	14	30	69	39
STARD10	1764	900	484	1227	451	589	581	1241	356	732	208	688	111	211	394	461	271	341	463	347
MIR4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984421	32	17	11	20	10	18	20	33	17	10	15	29	29	28	57	36	11	18	33	18
ATG16L2	748	415	259	1031	363	371	401	662	238	332	129	517	92	174	779	661	168	311	484	356
FCHSD2	2309	1902	992	1760	843	1321	967	1774	748	1405	718	1858	186	304	616	820	623	1327	1093	944
IUR1	12	18	3	19	13	14	9	13	8	20	6	14	3	1	8	7	11	10	20	12
LOC124902709	3	0	1	0	0	1	2	7	0	2	0	1	4	3	1	4	3	3	0	0
P2RY2	88	74	27	63	23	33	34	97	16	53	30	93	17	14	22	32	27	88	45	30
LOC105369382	0	0	0	0	0	1	0	3	2	0	0	0	0	0	4	14	0	0	0	0
P2RY6	237	89	54	121	51	96	100	204	45	83	65	266	17	24	154	86	65	144	149	58
ARHGEF17-AS1	10	17	6	28	13	8	9	31	5	17	6	12	0	3	14	19	5	16	12	9
ARHGEF17	6465	5517	3140	7038	3288	3838	3996	6589	1828	5066	1990	6427	510	603	1960	1519	1701	3439	4358	2899
LOC124902710	75	72	54	123	64	82	80	78	22	58	44	62	13	20	33	30	30	57	74	65
RELT	104	141	52	103	57	58	53	118	30	74	16	105	33	53	209	102	20	41	43	23
FAM168A	4148	3040	1422	3253	1506	1779	1449	2946	1371	2342	1358	3170	424	534	1247	1812	938	1938	1559	1441
PLEKHB1	356	470	226	285	160	188	190	319	176	284	72	232	265	303	775	744	101	156	229	187
RAB6A	7538	5189	2576	3726	2207	2912	2085	4488	1698	3996	2106	4616	1383	1953	3102	4708	1607	3144	2191	2213
LOC124902711	39	17	17	29	4	20	14	9	7	11	5	18	10	21	39	39	4	13	17	5
MRPL48	1063	663	334	638	267	329	239	633	189	395	275	672	66	114	166	319	197	442	265	287
COA4	1340	1006	516	1572	476	503	403	942	274	652	281	1112	42	70	60	96	242	566	388	331
PAAF1	1122	748	434	920	394	469	354	786	434	631	282	945	111	200	474	556	301	623	478	448
DNAJB13	1	11	4	1	1	2	4	4	1	5	1	2	35	40	83	41	0	5	2	3
UCP2	549	1020	546	495	290	183	210	491	185	571	471	1055	151	162	107	154	96	548	163	198
UCP3	120	42	31	61	24	45	52	50	30	61	18	81	22	25	23	40	19	34	47	27
C2CD3	1293	933	548	847	459	609	571	903	379	822	446	1019	324	427	632	518	268	586	629	463
PPME1	2720	1974	1006	1684	814	957	793	1321	888	1131	501	1382	351	449	1294	782	450	782	827	692
LOC105369383	0	2	0	0	1	2	0	0	1	1	2	1	1	0	6	0	1	0	0	0
P4HA3	91	146	80	29	7	96	91	28	30	48	2	10	76	118	224	62	12	3	82	15
LOC124902824	2	0	3	0	2	1	1	1	7	3	0	6	1	3	3	10	1	2	3	1
P4HA3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	4	0	0	0	0
LOC112268078	0	1	0	0	0	1	0	0	0	1	1	2	1	0	3	5	0	0	0	0
PGM2L1	1087	759	435	843	343	417	320	514	260	575	403	697	208	271	373	627	170	489	324	314
MIR548AL	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KCNE3	29	16	15	5	2	11	4	10	17	8	0	8	4	4	12	16	2	5	10	4
LOC107984356	10	5	3	9	5	1	0	3	1	0	5	2	2	1	8	9	0	3	0	1
LIPT2	144	87	36	76	31	38	40	65	34	59	42	79	6	9	6	12	20	63	44	48
LIPT2-AS1	167	79	58	108	42	68	49	91	67	53	36	100	10	4	21	12	46	58	74	93
LOC124902712	4	3	2	0	3	4	2	10	1	5	0	8	0	0	2	7	4	5	5	2
LOC105369386	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
POLD3	1371	877	496	980	381	525	403	1009	307	534	284	878	47	40	78	120	282	464	438	389
CHRDL2	53	42	16	29	11	25	14	10	19	5	1	2	10	25	47	37	5	1	18	11
LOC124902713	6	1	1	3	2	5	3	1	5	1	0	0	1	1	5	13	0	1	1	0
LOC124902714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
MIR4696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF169	921	843	434	700	306	508	377	961	434	658	373	795	86	112	208	249	329	495	422	343
LOC124902715	2	0	0	0	2	3	2	2	0	2	0	0	2	2	0	0	0	3	2	4
XRRA1	196	181	70	238	76	92	76	128	67	145	55	151	13	26	47	29	37	81	99	107
LOC107984352	9	9	3	7	2	5	3	4	1	1	1	1	1	5	0	8	4	5	6	3
SPCS2	1444	962	475	1518	484	653	407	911	334	686	446	926	93	181	380	637	295	695	508	537
NEU3	2059	1254	686	1565	845	853	774	1523	625	1248	595	1434	132	148	602	490	574	1082	997	1108
OR2AT4	4	0	1	2	1	4	0	1	1	3	1	3	6	4	11	6	2	2	1	5
LOC107984358	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
SLCO2B1	0	33	21	3	1	1	2	1	6	0	0	0	12	3	11	23	1	0	8	1
LOC105369388	0	0	0	0	0	0	1	1	0	0	0	0	1	9	5	15	0	0	0	0
LOC124902716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC124902717	1	4	0	1	1	1	1	2	0	1	0	0	7	4	5	19	0	0	1	0
TPBGL	8	2	1	2	2	4	7	4	3	0	3	0	22	22	45	28	0	1	2	0
ARRB1	1355	1163	643	1203	376	544	539	1297	396	932	566	1400	97	106	279	316	474	1120	537	414
MIR326	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
RPS3	24118	17356	9028	23252	6662	9538	8518	15132	6086	9045	5679	20150	1392	2321	1742	5764	3956	12086	8913	5333
SNORD15A	1	2	1	13	3	3	1	2	1	4	1	4	2	1	2	13	0	4	3	0
SNORD15B	3	4	2	3	1	0	1	5	2	3	0	0	7	4	2	15	1	5	2	2
KLHL35	12	14	8	15	10	5	9	13	4	12	2	18	9	9	28	14	9	9	15	6
GDPD5	120	455	265	124	44	72	95	110	41	93	46	132	93	104	172	165	44	106	77	42
LOC105369389	0	3	0	0	0	1	0	0	0	0	0	1	0	2	27	26	0	0	0	0
SERPINH1	11792	14607	7077	7854	4014	6116	5669	8380	4087	7060	2195	7021	3524	3792	10258	4214	1983	3326	4793	2552
LOC105369391	30	24	15	37	15	14	12	19	9	17	7	26	3	1	17	12	7	20	10	13
MAP6	790	1294	664	1111	465	558	514	931	256	884	476	1292	211	229	539	538	306	627	453	340
LOC105369392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0
MOGAT2	3	0	0	1	0	4	0	2	0	1	0	0	3	1	11	24	0	1	2	2
DGAT2-DT	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	1	0	0	0	0
DGAT2	67	60	27	91	43	40	42	77	51	54	20	61	21	16	29	53	20	27	37	30
UVRAG-DT	2	7	3	3	2	3	1	1	1	1	2	4	3	5	9	12	0	3	3	7
UVRAG	1486	1231	548	1064	443	686	504	1036	448	661	345	951	157	203	342	415	350	606	554	443
WNT11	475	261	147	506	146	202	189	201	151	204	41	213	17	25	52	97	56	79	204	122
LOC112268079	1	3	1	0	1	4	4	6	2	3	1	2	0	0	0	15	1	0	2	2
LINC02761	0	0	0	3	0	1	0	0	1	1	0	0	0	0	0	9	0	0	0	0
TRP-AGG2-4	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TRP-TGG2-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369395	0	0	0	0	0	1	0	0	0	0	0	0	0	3	4	0	0	0	0	0
THAP12	1729	1191	574	1305	448	599	432	962	459	762	458	1216	275	209	485	523	403	739	536	508
GVQW3	816	433	255	778	309	430	335	548	403	503	277	658	22	37	96	139	199	486	486	426
LOC124902718	275	159	84	341	135	96	61	180	76	151	105	311	19	30	51	86	60	187	91	116
EMSY	1848	1149	713	1036	700	985	764	1354	607	1104	528	1238	106	123	268	370	438	772	839	725
LINC02757	2	4	3	0	1	2	2	0	1	0	0	2	2	3	17	20	0	2	0	1
LRRC32	448	914	482	370	151	421	440	296	294	350	60	153	145	96	222	97	55	62	326	102
GUCY2EP	0	15	4	0	0	0	0	0	0	0	1	0	3	3	13	10	0	0	1	0
LOC105369397	0	2	2	2	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0
LOC124902719	0	11	5	0	1	0	0	0	0	0	0	0	6	3	18	16	0	0	0	1
TSKU	416	756	415	144	64	185	197	208	179	180	94	319	90	145	146	70	68	120	231	71
TSKU-AS1	3	15	12	0	1	0	0	1	2	2	0	5	5	9	3	4	1	1	1	0
LOC124902720	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ACER3	1735	1271	541	758	420	549	370	713	374	762	532	1040	212	247	724	475	344	848	436	448
LOC124902721	4	0	1	0	1	3	5	5	1	1	3	0	2	0	7	2	2	2	0	1
B3GNT6	0	0	0	3	3	0	1	2	0	0	1	0	5	0	11	2	0	1	0	0
LOC105369399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369400	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
CAPN5	220	323	188	117	51	131	137	169	99	124	76	199	55	95	177	80	30	114	124	52
OMP	1	0	0	3	0	1	0	0	2	0	0	0	0	0	1	2	0	0	1	0
MYO7A	62	230	114	94	46	59	44	130	67	54	13	81	15	28	98	132	22	56	74	48
GDPD4	0	1	1	0	0	0	0	0	0	0	0	3	2	4	12	19	0	0	0	2
PAK1	1137	961	504	1090	344	674	550	728	518	516	208	481	165	209	400	559	263	414	599	434
LOC124902722	0	2	1	0	1	0	0	0	0	1	0	1	2	2	4	0	0	0	2	0
LINC03030	1	2	2	0	1	0	2	4	0	0	0	0	1	4	2	26	0	0	4	2
AQP11	86	61	28	60	27	30	28	42	28	37	16	46	9	10	16	9	7	28	41	30
CLNS1A	2794	1920	880	2386	687	975	694	1632	692	1116	741	1844	295	486	818	1411	508	1118	846	830
LOC107984369	1	0	0	0	0	0	0	3	0	1	0	3	0	2	1	3	1	2	0	0
RSF1	4540	3179	1624	3641	1476	1777	1255	2896	1458	2506	1417	2981	338	420	834	1112	1156	1999	1643	1454
RSF1-IT1	2	7	5	12	2	11	1	4	1	4	5	2	0	4	2	6	1	1	1	2
AAMDC	1285	699	363	1252	353	429	332	999	253	527	323	1004	84	98	290	256	281	557	491	494
INTS4	897	727	349	627	360	474	449	692	309	516	272	738	96	105	335	442	241	463	459	385
NDUFC2-KCTD14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC124902723	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0
THRSP	3	1	1	6	2	1	1	2	1	1	2	0	9	4	13	7	1	1	2	0
NDUFC2	1235	793	387	1064	279	382	323	614	203	437	279	591	52	109	88	296	223	437	314	303
LOC105369401	2	0	0	2	1	2	1	0	2	2	0	1	10	6	9	14	2	2	1	2
ALG8	1180	855	435	647	312	415	316	560	262	500	321	727	167	201	322	393	180	417	281	261
KCTD21-AS1	22	20	8	44	8	24	5	21	20	16	4	9	4	4	25	29	5	3	12	17
KCTD21	766	432	257	411	225	294	286	420	134	361	146	390	17	32	135	97	147	166	250	257
USP35	840	534	345	766	362	448	375	502	295	469	176	489	63	73	278	363	136	234	478	338
GAB2	1330	1258	726	1016	537	521	555	844	318	800	409	970	221	213	600	671	259	623	601	586
LOC105369402	3	3	1	5	1	2	2	4	0	1	1	0	3	2	8	22	1	1	1	3
LINC02728	3	15	3	0	1	6	2	2	3	3	0	1	0	4	7	0	2	6	6	6
NARS2	915	614	268	652	244	325	279	509	259	436	302	733	66	99	160	216	179	467	262	276
LOC105369403	13	3	4	4	3	9	4	5	3	7	2	8	1	0	5	5	2	11	9	2
LOC101928896	2	2	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	2
TENM4	433	622	328	305	149	408	356	314	253	253	204	583	69	93	146	158	126	365	268	138
LOC124902724	0	0	0	0	0	1	1	1	2	3	1	9	0	4	0	0	1	0	1	1
MIR708	0	0	0	0	2	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0
MIR5579	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC105369405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105369406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369408	1	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0
LOC105369409	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
LINC02720	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0
MIR4300HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
MIR4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105369410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM181B	11	36	15	26	9	8	5	15	2	17	2	33	8	20	26	9	3	16	4	5
LINC02734	4	0	0	2	0	1	0	4	0	1	1	0	0	1	0	4	0	1	0	1
PRCP	2535	1843	936	1320	724	918	812	1384	610	1079	784	1838	701	946	1297	2530	393	1088	724	689
LOC124902840	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	1	0
LOC124902602	2	0	0	1	0	1	0	0	0	0	0	0	0	0	6	1	0	1	0	0
DDIAS	268	269	129	149	78	67	49	223	46	115	79	253	114	127	187	224	32	103	44	39
RAB30	825	687	370	473	269	368	251	453	245	521	269	480	64	63	283	324	203	366	309	241
SNORA70E	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAB30-DT	285	224	91	277	106	123	113	235	70	142	107	240	13	22	48	55	40	156	109	110
LOC124902725	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2
LOC124902726	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	21	0	0	0	0
PCF11	2309	1334	734	1600	643	827	656	1349	634	1065	553	1533	289	358	1243	1189	492	869	889	746
ANKRD42-DT	36	48	26	62	31	32	21	55	18	50	34	60	13	15	36	34	13	32	52	48
PCF11-AS1	2	1	0	0	1	1	1	0	3	2	5	3	2	0	2	0	0	4	1	3
ANKRD42	338	307	154	333	137	201	181	225	108	199	112	201	52	78	155	131	72	162	168	115
CCDC90B	2794	1785	906	2076	784	830	641	1391	563	1269	660	1795	364	523	791	949	452	1052	784	851
CCDC90B-AS1	3	5	3	6	3	12	1	4	1	3	1	2	10	31	35	48	3	1	9	2
LOC105369420	1	0	0	3	0	2	1	0	1	1	0	0	3	5	1	6	0	0	0	0
LOC124902728	11	11	4	10	5	12	4	10	5	3	3	7	7	11	11	16	2	6	9	5
DLG2	424	291	162	469	198	320	225	509	254	361	103	317	27	51	232	186	215	194	356	272
LOC107984425	11	11	3	23	6	4	5	11	4	8	3	7	0	7	8	8	8	5	13	5
DLG2-AS2	3	0	2	0	1	0	1	0	0	0	1	0	0	0	4	0	0	2	1	1
LOC124900639	1	0	1	0	0	1	2	0	0	0	1	1	0	1	0	0	0	1	1	1
LOC124902729	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0
